TE	Aff3	Arid1b	Bach1	Bach2	Baz2b	Bcl11a	Cebpa	Cebpe	Clock	Creb5	Crebl2	Crebrf	Dach1	Ebf1	Erg	Ets1	Fosb	Foxn3	Foxo1	Foxo3	Gata1	Gata2	Gata3	Gfi1	Gfi1b	Hivep2	Hivep3	Hlf	Hmga2	Hoxa7	Hoxa9	Hoxb3	Ikzf2	Irf7	Irf8	Irf9	Junb	Klf1	Klf12	Klf2	Klf3	Klf4	Klf6	Mecom	Mef2c	Meis1	Mis18bp1	Mycn	Nfat5	Nfe2	Nfia	Nkx2-3	Parp12	Pbx1	Pgr	Plag1	Plek	Plscr1	Pou2f2	Prdm16	Rel	Rfx3	Rora	Runx1	Runx2	Satb1	Smad7	Sox5	Sox6	Sp4	Spi1	Stat1	Stat4	Tal1	Tcf4	Tcf7l2	Tox	Tsc22d1	Tsc22d3	Zbtb20	Zeb2	Zfhx3	Zfp1	Zfp113	Zfp36l1	Zfp385a	Zfp395	Zfp467	Zfp521	Zfp532	Zfp608	Zfp799	Zfp831	Zfpm1
Aff3	0	0.0008281573498964803	0.060861291349826305	0.022006593751281986	0.0008281573498964803	0.0	0.019592492756360127	0.01649377338535362	0.03417193498829482	0.004810860487200481	0.056495411970202115	0.04361097838167696	0.005449292153293159	0.011460195343978062	0.05499090616687421	0.03845530105725046	0.057482073523107254	0.0	0.031001068872654552	0.0	0.006277905401990978	0.007986999203964493	0.030969115769325994	0.0374189434285841	0.008972610502688352	0.022293304957973596	0.017817593089489346	0.019122780604237576	0.04550744150637094	0.0036252122162167577	0.0008281573498964803	0.02417702904499857	0.01835048132564416	0.06591058697709494	0.030330836403722472	0.05867974908659336	0.0	0.02327737080817649	0.005798170548283699	0.05883005081813945	0.029662338662125677	0.014773940361605039	0.025505248118557356	0.028653397221005447	0.0	0.01603235833735651	0.024497874246052626	0.020936055618431988	0.044959376580174196	0.0	0.026470717131830277	0.01902613007787607	0.052468821666266395	0.041796403635526565	0.029848788608064492	0.014830908479579	0.035998665168233225	0.025155992346109896	0.0189562644526608	0.034034035715430795	0.0319971955979609	0.04340986640340064	0.021998008385973485	0.0	0.019778838688688776	0.01611621994853932	0.015213075849920824	0.009655216668503164	0.03411798427594437	0.04842675550474124	0.01411539057590933	0.020964468108940232	0.05806688971996574	0.005312182783979477	0.0	0.04558811723013495	0.020052383693880252	0.0077371666506670265	0.0	0.01344307145839698	0.012079617103079898	0.045241785597340184	0.036223260134598624	0.0486283033966477	0.014490321783721642	0.02721316060887743	0.037347451911139314	0.03936257391722046	0.03442252217503889	0.0072535523724506345	0.011558006739951632	0.04169256508072252	0.024238218736853702	0.011968832842381481
Arid1b	0.012620087613294426	0	0.06394612065065207	0.020293390527108022	0.0	0.0	0.019254470769819596	0.013711225718770625	0.04063446047555507	0.011424736191067736	0.05845775570643832	0.053988993750688705	0.008828565470781872	0.006677318466240585	0.0625252947057013	0.03880246123994281	0.07677428627278202	0.0008281573498964803	0.02995899374372218	0.0008281573498964803	0.010292397068785623	0.013061896221990617	0.0389119976178707	0.051856117152586076	0.008093529440019401	0.017254851014237488	0.020440644876705636	0.03071520928774458	0.05506441144395836	0.004453369566113238	0.0008281573498964803	0.030139227773703557	0.02629272812468057	0.06426826991344331	0.03161037333017571	0.07107124849954827	0.0008281573498964803	0.024701761281634864	0.009787760580812769	0.06319869951000985	0.03593447851733399	0.017897921468667706	0.03068989622734528	0.029148726890786132	0.0008281573498964803	0.023184287947577785	0.015588838585131066	0.014477648690152377	0.05844797050474975	0.0	0.03478281280607725	0.02192140127910417	0.04981402195717782	0.050386433599433456	0.03064097569029098	0.013681074968855905	0.04643596627789619	0.028982185557667055	0.02165048808195378	0.03354162389520494	0.03368783030361956	0.04417576376777084	0.0187320162993507	0.0008281573498964803	0.018372928227376528	0.022362341471028307	0.017874696356435432	0.006279231379421645	0.02981355034976074	0.05151552238871218	0.016722874676701055	0.023809622054950182	0.0668980857232724	0.00999360484921621	0.0	0.05186932471745112	0.02812040765332393	0.011676185655578134	0.0	0.015908150076865562	0.015106469847302054	0.0557898711794939	0.03584399458176947	0.0656909104568414	0.016080194823978367	0.032610336610368676	0.036746008029181036	0.04026142006438602	0.04277309089453529	0.008475620898133562	0.015811378019206422	0.0496013488902681	0.017945984163958827	0.01782325168641976
Bach1	0.01613754918670511	0.0	0	0.01477070126461365	0.0008281573498964803	0.0	0.013058705766053986	0.018059684952109818	0.02247605997349507	0.0029424283361231406	0.03705805262752032	0.027094069781510726	0.007736731082587916	0.00213982692230926	0.04560595099163233	0.018501851451226264	0.04813753554213497	0.0	0.01916949000435872	0.0008281573498964803	0.00430279446541304	0.007382507669780518	0.02990654567363115	0.019699380040522754	0.0024791863525691657	0.01869613080395754	0.019783167575809512	0.02187867604572625	0.03262115876580399	0.0023126138719342265	0.0008281573498964803	0.015442061594756515	0.011821218654558591	0.033338012784684595	0.01793601876432723	0.037494064668973856	0.0008281573498964803	0.009915031386691895	0.0030492604044188437	0.040067032578813985	0.01897545118980946	0.011746090262586542	0.02749530422040676	0.022867794059759975	0.0	0.014763982280536062	0.01699956478487985	0.01642035700347631	0.03759420404524619	0.0	0.019219190135658513	0.012435463796613503	0.028892379962137057	0.03114991736012648	0.01254389337885043	0.012068327992733085	0.027867379089712672	0.010571669356321579	0.014930458509570001	0.01694108947702353	0.015634038489980333	0.030659883631404976	0.01282599320084318	0.0008281573498964803	0.009196279834271915	0.01382319224407583	0.006821128773639066	0.005795675341629445	0.02265589246004687	0.03166477699789519	0.017557336602847435	0.010721057014498703	0.0366163785735599	0.005755271616829348	0.0	0.03750587053567625	0.010631284121158902	0.006411421277067084	0.0	0.014162414662448618	0.007427612849051627	0.02505419427240071	0.021718010938213527	0.02996596894141765	0.007749577040194023	0.018367672925294735	0.016842584608659995	0.020714125532085115	0.027419813867333553	0.003102040441412952	0.014265678003623182	0.033584527206178015	0.011468194403674423	0.010527891517878807
Bach2	0.0015502925498714426	0.0	0.010432115787854716	0	0.0008281573498964803	0.0	0.006731007817943147	0.0027526049971693814	0.008008528128470362	0.006700151287371158	0.004932149928855105	0.010045053008618238	0.0011718737054069097	0.003350379612702065	0.012662795957280624	0.012791370276635808	0.008527949548135043	0.0	0.00974651023603432	0.0	0.001271897547792321	0.004958754195711456	0.005232838225994936	0.012363635054511598	9.957078188102197e-05	0.00822989811590797	0.008540792239252516	0.005503973900028663	0.003649205484029095	0.0	0.0	0.00381575922580411	0.0007701765822750537	0.013779691919974817	0.007397072936761679	0.0038747444748830555	0.0	0.004435836473921463	0.001173418499796618	0.007737975883689502	0.004282733718638647	0.003006235635130451	0.009192350746343702	0.004965132935221518	0.0	0.002642537241707482	0.006215379425457193	0.0016298619001301202	0.013850349649665604	0.0	0.006383421745821938	0.006102359744225624	0.01025608489204306	0.006766541398244207	0.011549613620697926	0.0072416539351571685	0.014838911911889435	0.0027440952385243385	0.006161375071540054	0.006101979376078755	0.004429297648914892	0.008787223100751675	0.009848348672285125	0.0	0.008066139760141058	0.004189970113278089	0.0023466478004500833	0.0029333567259764446	0.005500222204411394	0.008967555975457361	0.004217198001787449	0.005239813595504548	0.01086031418858114	0.0008281573498964803	0.0	0.008433914372578987	0.010076359172575105	0.0007081721376641139	0.0	0.0016857102797622912	0.00015769017968568556	0.008811247860994005	0.01453411766162608	0.008351034026302178	0.0031492215282434596	0.00373973031582508	0.009545286303171679	0.006838315917259089	0.010855217958788464	0.0035158736731746554	0.0005422084381776273	0.010282850144285857	0.0033348114357979386	0.0018409317854128423
Baz2b	0.015528157825342573	0.0	0.07056802049176003	0.018877547018266487	0	0.0	0.02144973423240594	0.020069892777132274	0.037100078445328415	0.0089717932968862	0.0509473667495214	0.045446042312416786	0.00983031241505338	0.008360108531438027	0.05839142001965654	0.04185417583220085	0.06566652016870984	0.0	0.03764169681288293	0.0	0.008089306046041748	0.014041354504170545	0.0343936513830847	0.03237432215995564	0.008834767502053826	0.02243718705542506	0.02335772929074531	0.03341336085900922	0.03911250646200427	0.002797054866320277	0.0008281573498964803	0.018674351845388116	0.021808951152208426	0.06209601877519543	0.025971898196712525	0.06357972686383695	0.0008281573498964803	0.02769330460824629	0.007929880377582892	0.06722882950073646	0.030856932049930542	0.024486832123623983	0.030764924896205352	0.02572303100498686	0.0	0.02599171565333967	0.021911170783269724	0.01818835717454398	0.061385796313481955	0.0	0.037874116392650876	0.02289910703350249	0.05137964142882177	0.05055900603299271	0.02658857708057525	0.016319627718572705	0.04414458463990315	0.025938520677563612	0.02187397791803807	0.02829998356636507	0.028205021202245155	0.04218099594988363	0.03214465699306084	0.0	0.017795078090031363	0.01751127391020053	0.01869890433091897	0.008124976224506301	0.040123327045705585	0.0531518596461999	0.019592451481121518	0.017285859114095727	0.06355357159051503	0.01368108414319215	0.0	0.0474480270843221	0.01766944992260354	0.015810323244311524	0.0	0.02368849935933619	0.01358456556115113	0.05282647192023785	0.04031674172449664	0.05460409387856236	0.01570023128569316	0.030922487827085954	0.04892718811936374	0.04261457102317079	0.03253231631648375	0.008430638999733115	0.012692344223620242	0.05365362317420565	0.01748568577728111	0.018842797996618563
Bcl11a	0.01530062976874875	0.0016563146997929607	0.08506471092292955	0.031216585195151785	0.0016563146997929607	0	0.021500112251881406	0.023279586157336368	0.0351906223549273	0.01247894612203143	0.0626913639662798	0.053540992436418355	0.009164591967272023	0.009532364460995719	0.07502673325634916	0.042834411056293285	0.07734206055816692	0.0008281573498964803	0.03389271021986889	0.0008281573498964803	0.009632060354927916	0.013811164539154234	0.04406049317812114	0.036309913530942976	0.008242864916656122	0.028213212978288594	0.02544685357177239	0.031120231354235795	0.059874991735183486	0.0037970703939719723	0.0016563146997929607	0.02766068321025896	0.028812636803476333	0.0682573457161938	0.034424869784963306	0.06818754868903636	0.0	0.022926927193285367	0.008082271644290954	0.06945210232035579	0.02933032050595068	0.0216488777429642	0.04581830561517771	0.032848624771221906	0.0	0.026397839660834522	0.025358012302734365	0.019852706880568175	0.05948805985072635	0.0	0.03446923108044097	0.022119731627904458	0.059211524916926654	0.06390054890335649	0.029771448575666267	0.013469560789994192	0.047350472042700695	0.03203541638551698	0.026524078114023356	0.037166924611061344	0.037821727532948664	0.05607245746514	0.02983975493558248	0.0008281573498964803	0.017931342446550383	0.020893105304631003	0.021130340760949662	0.009676201136433787	0.04261914737263151	0.07014081781705932	0.022817441556762914	0.028417210096245996	0.08504457280773622	0.009681022032585375	0.0	0.06223895074238145	0.025178032393350355	0.009607718588193561	0.0	0.0257163883396266	0.014534674898843492	0.06084513495700137	0.05155115765296003	0.06354682746876188	0.020751070163683973	0.03785038440221033	0.05891119917660895	0.04869822498989073	0.03524005702151969	0.008160685356245534	0.016122951645149774	0.06018470421703921	0.020018353600266037	0.016314449463578972
Cebpa	0.013578711753836806	0.0016563146997929607	0.06468350219697004	0.024427548940432073	0.0	0.0	0	0.020679946206524122	0.03689445288723709	0.009471340499103897	0.053419757619868835	0.04693559924704973	0.011001489672658196	0.007444993148687346	0.05223760036887222	0.040140744849336454	0.0573734847412484	0.0	0.028671801873526533	0.0	0.018443009362818764	0.011087355174800657	0.03214289003769031	0.03220630922281441	0.008434973989881508	0.01900528851720212	0.019274532430829085	0.03508037973565888	0.04982565240335798	0.0052815269160097185	0.0	0.026701826310565037	0.02206512880000232	0.05444924443425885	0.03326965556919002	0.07027047146204715	0.0008281573498964803	0.02048570027594382	0.007300871045585867	0.06108116954199759	0.030364085544268633	0.014360869016182139	0.03606786277017722	0.02085783973439144	0.0	0.027308472553006013	0.023165046220356495	0.022411829993057512	0.060518894262943865	0.0	0.03312650136687298	0.024049716359798492	0.04092580063008096	0.04465395994169514	0.024580656354556998	0.010722210781664401	0.039434311826285165	0.026646131805502384	0.014864668803850869	0.03602096691722454	0.015469705236392182	0.0406138887594437	0.019181943766339433	0.0008281573498964803	0.019084803893383767	0.010802290587066462	0.017001237469589838	0.006158219967052268	0.029043405247447883	0.060318380182469565	0.015139747482770383	0.020065587280636954	0.06667130806943744	0.012610706296102645	0.0	0.047084836420187674	0.017076809287730955	0.016310409199883785	0.0	0.021255965122574095	0.0041576064970559054	0.05126375094533006	0.026013148552499657	0.04806606143377475	0.011876379952723877	0.03362359112645537	0.0414626110446671	0.03934867895241733	0.041759415995187704	0.012693390201893405	0.015812973666285965	0.051420554922901186	0.02356796974869491	0.021047437709282534
Cebpe	0.022331332864178793	0.0016563146997929607	0.036869535244615025	0.02238844205890047	0.0	0.0	0.0003861167802705682	0	0.031187937464118937	0.0028388484402783135	0.032218494659823536	0.042991479339560906	0.010780874363834184	0.0033165256890910623	0.051273434474953195	0.025414820245369805	0.0446485463817303	0.0	0.01836945956863411	0.0008281573498964803	0.010369335915844054	0.01827257629757122	0.016974484768139623	0.005195292084004715	0.009546983768019168	0.013810840900358341	0.012838728679707957	0.030090218827887046	0.02440553139704296	0.0	0.0	0.021738143991271806	0.02483562780883717	0.03877815980974915	0.015680429197940774	0.04812170063652832	0.0008281573498964803	0.012217661320407105	0.0024640058290157614	0.042715528716219	0.0179893022419125	0.01255119903452501	0.02287657261826823	0.010995080727038796	0.0008281573498964803	0.02953170102158748	0.006009421320036937	0.004637688933137853	0.03272833724852592	0.0	0.0245280952065631	0.006260453310627801	0.03232301598507893	0.02942314223077625	0.011592907622490644	0.009484286267677354	0.02847415824690842	0.018497894093604868	0.0071372996435029165	0.020571285713041756	0.0011937822100454173	0.02957825661895693	0.0156964400520697	0.0008281573498964803	0.014583820881646125	0.005089175179316501	0.009586750763331283	0.0036368007086031583	0.01853564471280222	0.036510340932930825	0.02916647979153037	0.005625243271520148	0.045983346248875706	0.015509257020740321	0.0	0.03638039051517153	0.009281841811064957	0.016499564782046578	0.0	0.02792448871982901	0.0006874327110208594	0.03444149210204426	0.010211105673108248	0.03856106452346372	0.008421418665109827	0.030405124884688346	0.0312900792712181	0.029311808633714277	0.02598957372901064	0.004180842824162761	0.006893978422835782	0.039407130261212966	0.009093910920671286	0.022390121900126476
Clock	0.010569558059558283	0.0	0.015249150734355368	0.00511982817989431	0.0	0.0	0.005988448184021066	0.006571452133046711	0	0.0034087103329069335	0.01256504317580985	0.014015667059286325	0.005150763174581074	0.00044787779485372413	0.01374308539631702	0.004678310468773411	0.02105153418765267	0.0	0.010907723191804025	0.0	0.0035944480863556874	0.0057916601160738915	0.006990753803752014	0.006228931189025043	0.002148602225124506	0.004502372290157527	0.014168368185522823	0.008463061892930512	0.009461749425671372	0.0006562991721412655	0.0	0.010620181028555522	0.00805336162823754	0.02219252946860164	0.008186937810186593	0.012631179600155093	0.0	0.011783632334384307	0.004803609882520611	0.022821743210871666	0.009044578192836845	0.005312309909319679	0.009325804685709784	0.007095719040474858	0.0008281573498964803	0.009234811447520192	0.007508447668421081	0.003447687112749019	0.011367388830880626	0.0	0.007297957864093421	0.003810453860720867	0.01819076040400259	0.004956696278585195	0.00680627148580212	0.0032469822089656254	0.009979188314391577	0.005447596793843661	0.0022791001982981705	0.0053480230275488125	0.004012342419204299	0.014708057003038951	0.005412825157482472	0.0	0.003371685126448812	0.008575068187973182	0.0020625974708110427	0.004143378444628013	0.011625267933915091	0.02023523419889207	0.006409800922543242	0.0014140942025999354	0.01646584971743366	0.00020299171663480854	0.0	0.010326791669115525	0.012106033023830192	0.005034143322538653	0.0	0.008161634079199672	0.0034385118786294413	0.016493957017598218	0.0032409910271013064	0.009975183447564841	0.008779687624497054	0.004375998837040855	0.005937612500926587	0.011313962318269356	0.014480679948930356	0.004436069035338757	0.001930342897628152	0.006127463289682215	0.00848985144387261	0.004877060294930149
Creb5	0.002433848550703521	0.0	0.0085096540101016	0.0004960023399599271	0.0	0.0	0.0017882495019551298	0.0017374776763188335	0.0004168672970212998	0	0.002169569145871385	0.0007485329960783574	0.0	9.062119740574808e-05	0.0016228820254855106	0.004938689879208649	0.0024587262511067487	0.0	0.0043146029927993495	0.0	0.0014658841934480143	0.0	0.00415526876092448	0.004407580399110427	0.0	0.0006595783786824435	0.00630391124305916	0.0	0.0012482631655283617	0.0	0.0	0.0019239244185017465	-4.146446015960658e-05	0.003573714183419723	0.0032659211626342604	0.001583810893899282	0.0	0.0027800713440340775	0.0002548985368606635	0.0034152489826872706	0.004529547942789088	0.00037921880268463324	0.0025768088691805325	0.001560283123474314	0.0	0.0	0.0027745282887915307	7.440336607627299e-06	0.005523981367892417	0.0	0.0001864699585826316	0.0020752692712970792	0.003722566460989358	0.0030577101788363346	0.0029272481050370905	0.0008022151061291648	0.0037960131906193658	0.0015103198918445737	0.0	0.004579482077112215	0.005229729549908485	0.0024825210851114293	0.006090520924874915	0.0	0.002355868296628246	0.000977858203416865	0.0	8.991856652550172e-05	0.00739279690601472	0.0025990982338707693	0.0	0.0017266770192307715	0.0005588977560011954	0.0	0.0	0.0018510161661812437	0.004140906349469486	0.0	0.0	0.0	0.00043825973269505386	0.0010955355049295128	0.001968897516423797	0.0009654477841880221	0.0014202937838409557	0.0024826676156997044	0.0006665177947978517	-3.7867148067167858e-06	0.003837662138247493	0.0028618272989855875	0.0	0.007594934884237876	0.000490189388090942	0.0
