SourceGENES,TargetGENES,Interaction,Edges
Gene  6 ,Gene  5 ,1,activation/repression
Gene  1 ,Gene  7 ,0.592794009879216,activation/repression
Gene  1 ,Gene  6 ,0.4993560531375,activation/repression
Gene  4 ,Gene  3 ,0.435300680550937,activation/repression
Gene  1 ,Gene  4 ,0.343981607701246,activation/repression
Gene  7 ,Gene  6 ,0.326879815266877,activation/repression
Gene  1 ,Gene  3 ,0.313225492194399,activation/repression
Gene  5 ,Gene  4 ,0.294351088744626,activation/repression
Gene  1 ,Gene  2 ,0.182356887133307,activation/repression
Gene  2 ,Gene  1 ,0.181784081463394,activation/repression
Gene  2 ,Gene  7 ,0.178356715210685,activation/repression
Gene  7 ,Gene  5 ,0.128927470109139,activation/repression
Gene  2 ,Gene  6 ,0.105357447384649,activation/repression
Gene  3 ,Gene  2 ,0.0610886842823696,activation/repression
Gene  1 ,Gene  5 ,0.0322685161080122,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
