,PseudoTime
E878_196,0.39235412474849096
E66_338,0.6780684104627767
E913_1,0.0
E965_421,0.8450704225352113
E763_236,0.47283702213279677
E747_443,0.8893360160965795
E627_148,0.29577464788732394
E948_443,0.8893360160965795
E654_260,0.5211267605633803
E800_480,0.9637826961770624
E908_369,0.7404426559356136
E632_113,0.22535211267605634
E154_403,0.8088531187122736
E460_332,0.6659959758551308
E580_490,0.9839034205231388
E299_192,0.3843058350100604
E11_301,0.6036217303822937
E180_256,0.5130784708249497
E191_22,0.04225352112676056
E640_315,0.6317907444668008
E892_466,0.9356136820925554
E681_258,0.5171026156941649
E623_66,0.13078470824949698
E951_184,0.3682092555331992
E815_306,0.613682092555332
E520_303,0.607645875251509
E798_127,0.2535211267605634
E499_306,0.613682092555332
E6_4,0.006036217303822937
E57_497,0.9979879275653923
E531_308,0.6177062374245473
E309_331,0.6639839034205232
E811_488,0.9798792756539235
E862_78,0.15492957746478872
E711_102,0.20321931589537223
E706_304,0.6096579476861167
E674_342,0.6861167002012073
E188_412,0.8269617706237424
E522_292,0.5855130784708249
E757_56,0.11066398390342053
E638_12,0.022132796780684104
E135_210,0.42052313883299797
E741_179,0.358148893360161
E85_443,0.8893360160965795
E362_41,0.08048289738430583
E600_259,0.5191146881287726
E653_465,0.9336016096579477
E482_451,0.9054325955734407
E624_188,0.3762575452716298
E396_278,0.5573440643863179
E322_3,0.004024144869215292
E615_358,0.7183098591549296
E232_413,0.8289738430583501
E470_328,0.6579476861167002
E749_278,0.5573440643863179
E977_172,0.3440643863179074
E554_68,0.13480885311871227
E719_26,0.05030181086519115
E866_479,0.9617706237424547
E887_80,0.158953722334004
E935_186,0.3722334004024145
E501_142,0.2837022132796781
E71_185,0.3702213279678068
E680_164,0.32796780684104626
E894_338,0.6780684104627767
E897_454,0.9114688128772636
E644_488,0.9798792756539235
E1_226,0.45271629778672035
E63_396,0.7947686116700201
E237_3,0.004024144869215292
E999_258,0.5171026156941649
E307_5,0.008048289738430584
E959_9,0.01609657947686117
E429_275,0.5513078470824949
E998_62,0.1227364185110664
E387_247,0.4949698189134809
E157_85,0.16901408450704225
E75_433,0.869215291750503
E716_300,0.6016096579476862
E821_185,0.3702213279678068
E145_354,0.710261569416499
E121_99,0.19718309859154928
E190_385,0.772635814889336
E961_262,0.5251509054325956
E886_438,0.8792756539235412
E285_202,0.4044265593561368
E394_396,0.7947686116700201
E783_468,0.9396378269617707
E286_38,0.0744466800804829
E907_303,0.607645875251509
E170_429,0.8611670020120724
E3_160,0.3199195171026157
E530_498,1.0
E738_156,0.3118712273641851
E283_177,0.35412474849094566
E160_457,0.9175050301810865
E589_203,0.40643863179074446
E412_118,0.23541247484909456
E782_469,0.9416498993963782
E963_406,0.8148893360160966
E258_348,0.6981891348088531
E475_11,0.02012072434607646
E303_355,0.7122736418511066
E701_18,0.03420523138832998
E651_412,0.8269617706237424
E962_25,0.0482897384305835
E805_470,0.9436619718309859
E582_285,0.5714285714285714
E389_45,0.08853118712273642
E101_227,0.45472837022132795
E883_339,0.6800804828973843
E58_284,0.5694164989939637
E16_340,0.682092555331992
E494_137,0.27364185110663986
E503_252,0.5050301810865191
E177_276,0.5533199195171026
E129_11,0.02012072434607646
E675_440,0.8832997987927566
E493_380,0.7625754527162978
E608_189,0.3782696177062374
E276_5,0.008048289738430584
E641_416,0.8350100603621731
E36_280,0.5613682092555332
E249_449,0.9014084507042254
E761_129,0.2575452716297787
E944_115,0.22937625754527163
E256_167,0.33400402414486924
E774_201,0.4024144869215292
E668_320,0.641851106639839
E917_248,0.4969818913480885
E715_386,0.7746478873239436
E196_218,0.43661971830985913
E205_125,0.24949698189134809
E826_56,0.11066398390342053
E29_238,0.4768611670020121
E166_227,0.45472837022132795
E437_55,0.10865191146881288
E748_292,0.5855130784708249
E269_201,0.4024144869215292
E313_105,0.20925553319919518
E521_290,0.5814889336016097
E189_89,0.17706237424547283
E316_29,0.056338028169014086
E809_368,0.738430583501006
E664_20,0.03822937625754527
E577_431,0.8651911468812877
E426_352,0.7062374245472837
E261_323,0.647887323943662
E712_54,0.10663983903420524
E347_259,0.5191146881287726
E433_479,0.9617706237424547
E853_488,0.9798792756539235
E606_61,0.12072434607645875
E371_44,0.08651911468812877
E33_29,0.056338028169014086
E293_281,0.5633802816901409
E902_383,0.7686116700201208
E767_201,0.4024144869215292
E829_371,0.744466800804829
E920_407,0.8169014084507042
E8_332,0.6659959758551308
E840_173,0.3460764587525151
E103_326,0.6539235412474849
E126_269,0.5392354124748491
E993_55,0.10865191146881288
E300_133,0.2655935613682093
E953_226,0.45271629778672035
E408_153,0.3058350100603622
E896_378,0.7585513078470825
E766_117,0.23340040241448692
E558_339,0.6800804828973843
E356_86,0.1710261569416499
E60_44,0.08651911468812877
E425_375,0.7525150905432596
E639_39,0.07645875251509054
E903_229,0.45875251509054327
E584_285,0.5714285714285714
E742_373,0.7484909456740443
E38_253,0.5070422535211268
E814_199,0.3983903420523139
E848_367,0.7364185110663984
E559_61,0.12072434607645875
E220_361,0.7243460764587525
E373_209,0.41851106639839036
E734_37,0.07243460764587525
E107_386,0.7746478873239436
E618_314,0.6297786720321932
E724_352,0.7062374245472837
E679_487,0.9778672032193159
E525_114,0.22736418511066397
E692_291,0.5835010060362174
E78_145,0.289738430583501
E81_399,0.8008048289738431
E864_39,0.07645875251509054
E53_451,0.9054325955734407
E760_313,0.6277665995975855
E628_313,0.6277665995975855
E891_284,0.5694164989939637
E754_442,0.8873239436619719
E87_442,0.8873239436619719
E206_458,0.9195171026156942
E28_446,0.8953722334004024
E888_138,0.27565392354124746
E420_344,0.6901408450704225
E498_94,0.18712273641851107
E516_454,0.9114688128772636
E10_417,0.8370221327967807
E198_305,0.6116700201207244
E538_337,0.676056338028169
E97_66,0.13078470824949698
E51_310,0.6217303822937625
E428_8,0.014084507042253521
E315_387,0.7766599597585513
E924_112,0.22334004024144868
E732_361,0.7243460764587525
E745_123,0.2454728370221328
E20_59,0.11670020120724346
E794_191,0.3822937625754527
E143_197,0.39436619718309857
E583_177,0.35412474849094566
E781_428,0.8591549295774648
E602_217,0.4346076458752515
E552_277,0.5553319919517102
E123_323,0.647887323943662
E912_337,0.676056338028169
E133_477,0.9577464788732394
E932_376,0.7545271629778671
E182_308,0.6177062374245473
E927_407,0.8169014084507042
E452_318,0.6378269617706237
E610_286,0.5734406438631791
E73_130,0.2595573440643863
E652_387,0.7766599597585513
E544_356,0.7142857142857143
E201_135,0.26961770623742454
E179_473,0.9496981891348089
E658_416,0.8350100603621731
E804_152,0.3038229376257545
E104_495,0.993963782696177
E384_404,0.8108651911468813
E445_388,0.778672032193159
E533_51,0.1006036217303823
E985_87,0.17303822937625754
E181_300,0.6016096579476862
E916_80,0.158953722334004
E18_216,0.43259557344064387
E320_381,0.7645875251509054
E702_479,0.9617706237424547
E357_369,0.7404426559356136
E109_52,0.10261569416498995
E915_252,0.5050301810865191
E769_431,0.8651911468812877
E755_222,0.44466800804828976
E773_302,0.6056338028169014
E340_78,0.15492957746478872
E648_437,0.8772635814889336
E448_469,0.9416498993963782
E418_18,0.03420523138832998
E139_380,0.7625754527162978
E432_464,0.93158953722334
E699_148,0.29577464788732394
E416_469,0.9416498993963782
E124_365,0.7323943661971831
E17_133,0.2655935613682093
E803_339,0.6800804828973843
E209_429,0.8611670020120724
E676_406,0.8148893360160966
E827_352,0.7062374245472837
E565_150,0.29979879275653926
E616_112,0.22334004024144868
E731_405,0.8128772635814889
E502_314,0.6297786720321932
E134_423,0.8490945674044266
E500_455,0.9134808853118712
E280_456,0.9154929577464789
E960_171,0.3420523138832998
E25_317,0.635814889336016
E873_33,0.06438631790744467
E305_492,0.9879275653923542
E806_19,0.03621730382293763
E727_472,0.9476861167002012
E49_141,0.28169014084507044
E564_410,0.8229376257545271
E880_349,0.7002012072434608
E940_246,0.49295774647887325
E296_464,0.93158953722334
E483_164,0.32796780684104626
E264_409,0.8209255533199196
E275_78,0.15492957746478872
E89_375,0.7525150905432596
E336_318,0.6378269617706237
E476_182,0.3641851106639839
E964_410,0.8229376257545271
E914_87,0.17303822937625754
E204_230,0.4607645875251509
E450_226,0.45271629778672035
E787_363,0.7283702213279678
E113_48,0.09456740442655935
E693_273,0.5472837022132797
E988_21,0.04024144869215292
E110_13,0.02414486921529175
E976_405,0.8128772635814889
E819_250,0.5010060362173038
E331_216,0.43259557344064387
E631_104,0.20724346076458752
E849_266,0.5331991951710262
E343_88,0.1750503018108652
E348_44,0.08651911468812877
E813_105,0.20925553319919518
E93_373,0.7484909456740443
E775_434,0.8712273641851107
E471_202,0.4044265593561368
E265_329,0.6599597585513078
E722_5,0.008048289738430584
E214_83,0.16498993963782696
E697_491,0.9859154929577465
E904_163,0.32595573440643866
E228_297,0.5955734406438632
E298_252,0.5050301810865191
E290_171,0.3420523138832998
E150_234,0.4688128772635815
E464_73,0.1448692152917505
E127_359,0.7203219315895373
E672_342,0.6861167002012073
E509_380,0.7625754527162978
E725_415,0.8329979879275654
E379_367,0.7364185110663984
E764_243,0.4869215291750503
