TE	Klf7	Fev	Nr5a2	Pbx1	Atf3	Creb1	Foxo3	Arid5b	Tcf3	Nfic	Nfyb	Hmga2	Hsf2	Ddit3	Meis1	Stat3	Patz1	Xbp1	Trp53	Hnf1b	Sox9	Hbp1	Etv1	Yy1	Isl1	Irx2	Vdr	Srebf2	Sp1	Bbx	Hes1	Zfp148	Ets2	Satb1	Pknox1	Crem	Nr3c1	Zeb1	Gata6	Tcf4	Rfx3	Mxi1	Tcf7l2	Lmx1b	Pbx3	Nr6a1	Nr4a2	Neurod1	Ehf	Meis2	Gabpb1	Ovol2	Nkx2-2	E2f1	Nfatc2	Pax6	Gabpb2	Foxo1	Plag1	Nfib	Bach2	Nfia	Mnx1	Nkx6-1	Pdx1	Pax4	Foxp1	Sox5	Nrf1	Foxa3	Fosb	Usf2	Mef2a	Zfp143	Nr2f6	Nfix	Cbfb	Zfhx3	Tcf12	Arx
Klf7	0	0.017752990940708268	0.022075885524630624	0.043985293643498985	0.04365599066098291	0.08416857106097261	0.04961093028294847	0.06329746234694703	0.12570127805707526	0.1210302807019131	0.10949478694683408	0.06534876983406102	0.057409124036515845	0.06634486468188516	0.03884667639745102	0.13171899105378282	0.08620317037420659	0.06795978999682582	0.09208119359477784	0.044551320563635664	0.1051999663515664	0.08850036329663617	0.05878207808090658	0.07242615097493114	0.049119774639986694	0.06644946714931202	0.08957247599432148	0.05347707495641881	0.04059065390856025	0.13852432028782177	0.028930962306217847	0.11412307018194086	0.10230509726425142	0.04537737221479345	0.0725375123182658	0.05945530574790556	0.10643225063683966	0.004628749177174695	0.11643202457769945	0.09281743399276952	0.09794941658065973	0.10724058556105501	0.05427753516987732	0.03616334889340385	0.0506333813746284	0.02517053095489047	0.03413449928566314	0.08966014538454606	0.008364500065093407	0.04118627712534443	0.07143465605228833	0.05972947395584607	0.09313525930208232	0.024559842914551367	0.029482734602791442	0.022682035421569848	0.04462611245354825	0.10975651033009512	0.012521932570752538	0.041289088903548224	0.010265699669246734	0.03534481871180386	0.054113746477972256	0.018740944689330043	0.04951483002925767	0.0664106255388141	0.11027371438545033	0.02701144931624473	0.054456470659004705	0.10157574334307717	0.030130739835919226	0.045465913679256675	0.06566899380644259	0.03181594508341171	0.13874736424025866	0.01621364710512833	0.1061496360685846	0.08742870917421006	0.07236516857124962	0.06197860177544094
Fev	0.16644170168085223	0	0.03654650624214077	0.05406913003892286	0.044948287226084474	0.10068696658737215	0.06668013770936669	0.07798649967156808	0.16528032926149555	0.16770870160066714	0.16279825467626247	0.096072047026109	0.057320134907035455	0.09075555619941236	0.04448327150366728	0.1822413775489487	0.12723025444167274	0.08053177591375389	0.12640766953339058	0.06782594849158305	0.14098396977632924	0.13287714358677138	0.10029539883349833	0.09533433396891113	0.05459562792507775	0.0942813169883904	0.14756574359028704	0.09783013309830926	0.04603685052682263	0.16983581872412679	0.04309889138059721	0.14760415006797525	0.15800576530455435	0.05468295766265564	0.09871338401028812	0.07514201228229778	0.1626220924395429	0.007757033378483465	0.16374593105726032	0.11996985878091984	0.1414177113199922	0.1431292938223703	0.06124480737922457	0.04230133608548091	0.06962956065242988	0.033118818795370535	0.05528026715163399	0.12413314864335523	0.006511207811547838	0.027782309311222546	0.08926075949598879	0.06970335091917707	0.10217364045031317	0.0362962903798631	0.041796793465522314	0.019372997757345595	0.06992972539462766	0.17432705102409485	0.016528788054231584	0.046136766878059385	0.021803490967412235	0.05188211845475585	0.09296304708704885	0.018209679819034784	0.029441469876115404	0.08835207886102656	0.1519319750968791	0.027971883331976387	0.061099455823702485	0.13135307798090934	0.03712515684470743	0.03420550777444373	0.09479857574512375	0.05133912720320233	0.20960510295403698	0.01537972199621438	0.1461251579300187	0.1260545227104328	0.09457160224810396	0.08877211710054198
Nr5a2	0.028418748933646435	0.002279734108594441	0	0.022551233987417273	0.009680938371635311	0.031617010711608294	0.024488358764283465	0.014640724207226561	0.02192430893363808	0.026409111906619532	0.03628331192961999	0.01493684593117266	0.023820970787381553	0.01993419549360534	0.015034581085146648	0.03304517405941637	0.02159102750679665	0.01231617525321978	0.01506492015656325	0.02212631651631366	0.020761688620315348	0.01701681055898095	0.01672908445338482	0.01003395491179489	0.00967086693518271	0.0157263221605	0.022691736930819245	0.0227720442915923	0.015451785458940394	0.03523848660260267	0.012577944173630158	0.028071613507657512	0.02727975082863865	0.009057577142657106	0.024437961455360157	0.021555130918967533	0.02948399890921615	0.002644943355113501	0.033295016874590404	0.029615133561797	0.02417946387442266	0.039886013352657186	0.012727424612040685	0.008651157542596688	0.017795676882733803	0.013043278451135839	0.011257242003547874	0.0242617809688143	0.0033169937622439635	0.00967567423982599	0.0322055353358074	0.028255200245483898	0.02657717432646708	0.00817979827308625	0.008103856807617282	0.004093054701404545	0.018207911030016982	0.03255627968434522	0.006092172611419295	0.005035962594979563	0.0077837217823465655	0.021039291316062865	0.013232624653862867	0.0023790642347343376	0.016899486024488864	0.014566632350022686	0.02838254061431404	0.014931670645493843	0.010884229879025393	0.015307336748888524	0.006801992345561859	0.012449938022180085	0.028002636226134508	0.018194102000497685	0.03474851831347716	0.006014227858564144	0.02635201335410838	0.021078220485587926	0.02030954695868178	0.009825944556748574
Pbx1	0.04445900370564093	0.00326433909383943	0.010270135933849515	0	0.011441266736107993	0.031723572080576405	0.017712265623590483	0.01682234852819291	0.03633775439905161	0.046639191413720735	0.038330595009039764	0.02781962116277819	0.02942301317103388	0.03213270294890144	0.011367820891227235	0.049024850122450406	0.03443287742096513	0.021154328796833082	0.015197948676826676	0.022403230857987146	0.03815264911584322	0.028335378420538668	0.02149715619333852	0.021247656860181503	0.01660296295962174	0.023505596459469973	0.03159486575941304	0.024388134295264013	0.013879212113140457	0.04667548920472252	0.01201440964988482	0.0426589906824921	0.046994221172511244	0.02226726292875362	0.02900713971927316	0.026098677191147245	0.03766772307350765	0.0031277727631130086	0.03330924934355966	0.025639737470248412	0.053065750898020424	0.04310346416380484	0.022068506729833556	0.014920143152320802	0.017890669149856667	0.011615716550743999	0.01124564558323121	0.028920826178893022	0.0019800462263101933	0.01654831561165991	0.024194891859502143	0.020186388915538526	0.03309381716879586	0.005071360169603782	0.0039048979327299506	0.007321188381595361	0.024439081371650514	0.04014134132050224	0.002868579857472576	0.015087137913600883	0.007265134164328446	0.01286467349020141	0.019003840657486573	0.003965107057890564	0.018349668802222906	0.020114322675093627	0.04343269320570355	0.01589106779848192	0.02146886217108094	0.033485204826740445	0.006240298091941019	0.014028874616947226	0.02552466049658451	0.013496517798397323	0.04456278513813242	0.009804372917547075	0.03294958627377934	0.03241454793115137	0.034255750453217826	0.020558972460675548
Atf3	0.025441501661838426	0.0022864686831035328	0.00900187955261267	0.017045704386012554	0	0.023833378721912886	0.026099538359011857	0.021178437499749268	0.017451242551335573	0.02384725801323623	0.04276260325163587	0.02216350779547056	0.021788376457249785	0.022201602553449242	0.01659871947451972	0.03431543368158539	0.028815220278672282	0.031189882476112037	0.016630236281431034	0.02663286990334546	0.029420639180091048	0.01971174993934792	0.01803768417348262	0.013421738702304335	0.010826977251137316	0.013082727615561765	0.022727364411024662	0.017481247704717092	0.017976399896344034	0.0360676042560087	0.005075026790217374	0.03191131187496077	0.02828854324103252	0.015819480335890004	0.019515873593055802	0.018650041735670444	0.02954312820113445	0.001717976274435352	0.03244482664831084	0.02393133165044796	0.029698385448318074	0.03366904336868709	0.016288910108664657	0.014966623037080367	0.021891891413873082	0.006417870215690668	0.011808413850431763	0.026001704979291905	0.0022781559089087252	0.011203802836635739	0.03268141088820124	0.020405661546769645	0.02679538638943114	0.007175777816821548	0.010137632591197826	0.008404960767936223	0.012680549054449673	0.028354584767080502	0.005875120114195288	0.013592249234482866	0.004507642876731032	0.01402534918351215	0.021104598275971	0.0015860428231562252	0.01441239273406124	0.004843680236280461	0.024024905510884643	0.010773777513206169	0.02566083517835767	0.01448579636344932	0.008523943405303233	0.01107248711483179	0.02621882008861287	0.019019027233870653	0.02598311449303348	0.010788852016754395	0.022895833817542628	0.023872544938560395	0.024160635353455445	0.028218737595385162
Creb1	0.07047086397195305	0.010002981233101636	0.02482374822401739	0.025784414809568657	0.014777047868015163	0	0.03327672539315038	0.029683878491071642	0.06495554273844213	0.07814303531732585	0.07085845218884157	0.03570983864194027	0.03813768682666591	0.03815648092847859	0.02908094364192973	0.0766306283837195	0.05789520939819847	0.03585884949323357	0.05178059917255924	0.030721490554549848	0.07432298523889497	0.05565981619217456	0.03715303350045125	0.03680940967481008	0.01727711162995624	0.032674848938581726	0.056173011717635155	0.03631825811961978	0.029109345938406802	0.05733194121110036	0.0267492409602704	0.07002500573192143	0.051770016417227914	0.02675348573507614	0.045993558656540895	0.03569392028769311	0.05404494864777704	0.007121423071693934	0.07540216016454145	0.057121333024149415	0.050358491165100785	0.0636037413312952	0.0356535773436294	0.02002301645754691	0.027861617848366153	0.014901594239676503	0.020190344520965013	0.05414758032528499	0.0076579844729535345	0.023550348294082216	0.04259254461885314	0.046986188541279436	0.05126774611680767	0.01833129069328794	0.02235720951139536	0.0073822594951950685	0.028261770959621974	0.06830538749191382	0.006879057122434219	0.0262803540086633	0.010740037260175082	0.02324492991263925	0.04215489252352291	0.014177195678891136	0.02634611532451885	0.03935034385207775	0.07790583554010956	0.016744196720707604	0.037464475150059365	0.06181032719650944	0.01637124204362634	0.020582283384720502	0.0358172254060425	0.024666264273039366	0.07286004351377942	0.008858004548328843	0.06064308717459213	0.04489193998791834	0.03502817851083076	0.03607792410408255
Foxo3	0.04762270877800707	0.010565455278739134	0.009940601404258247	0.027273547077290364	0.02099230944178792	0.04139623745344899	0	0.03481570628030305	0.04367441364769809	0.05689647626790659	0.054475784193574524	0.02807909090382816	0.03326153958761196	0.034371532216266425	0.021817925044593872	0.047233448144513	0.0478450080143031	0.029499757942790805	0.036056839513880674	0.021633239505212426	0.05666609619057753	0.039598130107182265	0.026411554250642788	0.029991108108432078	0.014589233574286526	0.023855310132002202	0.047355749962092464	0.0370834488207673	0.02119949730597084	0.05838842646102312	0.0187318651457763	0.05445710431767591	0.05439545286782903	0.020867808857896956	0.0440490702503917	0.03355913529641257	0.044634054726377326	0.0030545887218112705	0.05014565572104472	0.038646590709065266	0.047652195979925455	0.05092047246815358	0.03273138625071393	0.016840820104497504	0.020379691260356478	0.012428012771153693	0.01843633110675081	0.04438238590044825	0.0026757349110279995	0.013639044215973567	0.03503435777922619	0.03695364238043699	0.05075973174458725	0.022111185148941837	0.012840467712039401	0.007579791946181122	0.025886436804418652	0.05709499377405466	0.003781162333603512	0.016148224975210474	0.00864602640723877	0.015208454013775763	0.03055347731687241	0.010675976409042734	0.021558287230664226	0.029493866174024292	0.046902555724791156	0.007586208724554347	0.027005148751770874	0.045412212125886114	0.011551197409254614	0.014761625174661322	0.040364157699584104	0.011686083789718103	0.07064733048018469	0.007182495664409911	0.039299375336817544	0.040702957357199504	0.03528051101369566	0.03165104428622031
Arid5b	0.05903999223459101	0.007925292285156628	0.016348742874708347	0.021366034169700242	0.015368946899194231	0.04382005575454984	0.038458508914310595	0	0.050258467624700244	0.06644263478072587	0.05966533141365384	0.045706466431673545	0.023509466881851425	0.0338979367882563	0.023778275384615355	0.0577208124842952	0.04806984123703257	0.02047118092156247	0.03194338816034938	0.017988148066241334	0.05149572766842382	0.0491106743118785	0.027037768231894847	0.024386793601910345	0.018475883509533525	0.024199236381888964	0.056122830850242146	0.03388244997434592	0.01737103028892367	0.046050200540146705	0.009568787886641185	0.04880241745945988	0.060758715022833545	0.015370006150867248	0.03944422328662497	0.032908266080666326	0.05412104123920441	0.005616698276238093	0.05153544929992295	0.04886292595336617	0.04942212351484072	0.056563440805022604	0.028411649420227583	0.012728013225154319	0.03768144871995834	0.014587707407041567	0.017157194792678264	0.03328438664715459	0.005782482183840859	0.015365410720250352	0.027124331317903462	0.029781410565253356	0.04267530559375069	0.014390180190478304	0.014279985233961266	0.006650405703095794	0.02634887915745509	0.05655549015287538	0.005322471244093262	0.014272262994485654	0.012286322320652585	0.0198280180023525	0.03253239866180405	0.007735834656751363	0.01787810685560932	0.04060859760730103	0.05675056821565418	0.014482232706314399	0.025975405380584474	0.05148146359516782	0.016306464215255584	0.015763238502047354	0.037185169002739486	0.01771029260867165	0.06359267026402116	0.011964853724247278	0.04523891077050875	0.044276815836935685	0.040854221171374626	0.0238385570219959
Tcf3	0.1494577153482141	0.01866143868493424	0.033898071001098644	0.05673895562025296	0.03444660066634831	0.08672874338411017	0.06954171718025487	0.05920624192688226	0	0.1376395127470187	0.15517611600111936	0.07746115518833796	0.05524138131849676	0.06174858275541138	0.04339631140968189	0.16902541239556002	0.09223512529577475	0.08838204147995057	0.09221338047562773	0.058249982127676625	0.1260583590218376	0.10696257540369217	0.060692470310185084	0.08650615692430744	0.061976398140402546	0.06290052928704347	0.09850558143414564	0.07220414220596062	0.037204782226518796	0.14051148752560125	0.03915745903832189	0.13044562397773307	0.12774303717517313	0.03998265340455485	0.07740393572738667	0.06985293607665007	0.1080365538871309	0.011005728651407571	0.1604607537193811	0.10208950795982769	0.10043853629384569	0.1124630390256896	0.04917587725021017	0.047294370611438034	0.05791470819048847	0.0334524831497856	0.039323405004008424	0.08664571212483832	0.010079615035983057	0.047229161625003784	0.08358460839791423	0.07638104666184137	0.09797747230587826	0.021449283619495135	0.035990998067387564	0.016325030013425286	0.053171910801871586	0.12344172701409505	0.008767411460238869	0.03762001324295396	0.01348757578741204	0.04163850765108487	0.058235930364355704	0.018606190524823842	0.06395340680537136	0.07375182535694051	0.13118745963050205	0.024498340687909192	0.04890643666409886	0.09704142150466033	0.023765803705423517	0.046820012608391824	0.07424496959550246	0.03886885634634748	0.15020410166366882	0.022538822163630675	0.12040393115275902	0.09993959811753796	0.07411446811046825	0.05707889880396443
Nfic	0.09927631498949453	0.012992999385931833	0.02059028725172048	0.040593903727470466	0.026050025065300252	0.06112732310896156	0.052090562258543215	0.03949696214553063	0.07651466093804875	0	0.10816565896182272	0.05452919318639878	0.03863941119283945	0.04217045962995616	0.03001506546742988	0.11978898472716634	0.08066027083184599	0.05487745063746515	0.05437786009810944	0.03656757854510907	0.09179209125197162	0.07278484698346428	0.051619717785258874	0.04984710160448715	0.03277137181049864	0.04935782644221182	0.07367335748515706	0.0538214306734009	0.02687826210761094	0.10172996000014267	0.02690970038054692	0.08043251075751322	0.08645969300585984	0.02844727759493802	0.051766146518649386	0.04744957427563674	0.08242355338645713	0.010267316716302736	0.10293413133710859	0.06253204227685087	0.07651009804150012	0.08411769418530717	0.044101840091640955	0.035685088259379064	0.03722437318980975	0.028869618247806077	0.03210847058621589	0.06766556670842581	0.005620981289893752	0.037339694151001995	0.05695029494672901	0.05399008532703561	0.04723950183647448	0.028871990377610537	0.024675132334134015	0.013907440528481883	0.03939062862986777	0.08784111762231059	0.01016511468869525	0.03230636299376522	0.012066621460177054	0.033977328124131796	0.04906307224129461	0.013982816219861369	0.05090611836599459	0.05544173801135498	0.08248477260947171	0.018372518618299933	0.033876026270002295	0.06325728621146216	0.032437974935902496	0.03696687025818896	0.04846394928852176	0.027877812975158275	0.10306993588194212	0.012929904417395083	0.08607159271077801	0.07232555059571112	0.056412824922429966	0.05313379458167929
