TE	Klf7	Fev	Nr5a2	Pbx1	Atf3	Creb1	Foxo3	Arid5b	Tcf3	Nfic	Nfyb	Hmga2	Hsf2	Ddit3	Meis1	Stat3	Patz1	Xbp1	Trp53	Hnf1b	Sox9	Hbp1	Etv1	Yy1	Isl1	Irx2	Vdr	Srebf2	Sp1	Bbx	Hes1	Zfp148	Ets2	Satb1	Pknox1	Crem	Nr3c1	Zeb1	Gata6	Tcf4	Rfx3	Mxi1	Tcf7l2	Lmx1b	Pbx3	Nr6a1	Nr4a2	Neurod1	Ehf	Meis2	Gabpb1	Ovol2	Nkx2-2	E2f1	Nfatc2	Pax6	Gabpb2	Foxo1	Plag1	Nfib	Bach2	Nfia	Mnx1	Nkx6-1	Pdx1	Pax4	Foxp1	Sox5	Nrf1	Foxa3	Fosb	Usf2	Mef2a	Zfp143	Nr2f6	Nfix	Cbfb	Zfhx3	Tcf12	Arx
Klf7	0	0.2887835100252303	0.015618849837634034	0.033270885477432476	0.04182811529878284	0.07290656953296308	0.03370283294911966	0.04487939502233191	0.19671858535790662	0.10061797533168403	0.14086596576595659	0.06609755583478902	0.03690914055959256	0.04614985871269687	0.026831666978693058	0.12480075520851577	0.05901141568272156	0.25515108371940326	0.24770934465105476	0.035368976129572995	0.09238632948158503	0.24087534601950542	0.16428724040604226	0.24702895741313877	0.2661337845238133	0.11122259360745466	0.0789773778726338	0.051989444002335544	0.02537525614117922	0.19387933609257327	0.019311895947180788	0.12677548579860068	0.08558965584520205	0.032910271997659564	0.04978067943494029	0.03689446377086288	0.11229461276032993	0.0038532297456111116	0.11827538453902559	0.070671941714362	0.08051061653737662	0.07525130231770084	0.036973907819035055	0.02370371096741103	0.031362907430662536	0.01776473783311448	0.0319613486315617	0.06905527619459584	0.0117145012476033	0.32313440836061036	0.044408773315458366	0.04675449436427811	0.07387748749287089	0.03234956903893367	0.021444619503381567	0.31087743346322827	0.041288827303783686	0.13946867020668263	0.012371878330458278	0.0409368461417168	0.008887280894333516	0.02570422994634877	0.09307532040300957	0.40083619824449035	0.3342716979243271	0.16754603274668972	0.1546265839146421	0.024241284293502422	0.032560850938316115	0.16329729108206478	0.023175335947827447	0.3341363316840448	0.04482075990082326	0.019246006607757483	0.10671430244887736	0.022371268466573817	0.20628688381069427	0.08072620832035425	0.055030371884688734	0.14797378378132217
Fev	0.24679557053015064	0	0.02827702390730208	0.03572741047712693	0.038822221877979735	0.07213998202266601	0.0450112929938573	0.06287699011259802	0.24219081175556814	0.12853825581563494	0.23029571651623038	0.0834278429268228	0.0346955851887136	0.058650402245244496	0.030878460130877958	0.17848173856889435	0.08874610155273883	0.35688377806446014	0.28704631905578326	0.043946826940114155	0.12571159435487134	0.30473853776356025	0.23842122065868532	0.3510446042902781	0.3255461970227235	0.1675047301605472	0.1326038761335012	0.06647263888861919	0.037038967469322226	0.26312888764222375	0.023738185688020677	0.20117761186026573	0.11029753873445056	0.03498371315304198	0.07141886994737785	0.042181734428937044	0.15497691125196358	0.008454934734001638	0.1767950207054077	0.07559252375854375	0.10740773986977686	0.0905505839471286	0.041347146858118515	0.034425006502393496	0.049659284982770426	0.02220629037550016	0.039513149955488935	0.10439220923975222	0.007152103455856046	0.4133476223866812	0.06202175029763226	0.051669941899520525	0.07745621319270504	0.0388427986273143	0.02337507676790272	0.4183841111884163	0.04356103931559401	0.19752211611248524	0.01619381329171787	0.03829247131841012	0.018399558849190974	0.03226220419961857	0.14604304605615068	0.5169524447215634	0.432746528526433	0.20863062274335514	0.24548754484681004	0.028071669814834176	0.039102348445396375	0.21656936323729586	0.02959033081325359	0.46366167543351866	0.07917004925952631	0.03403640430726546	0.1584899428979713	0.019247169279799844	0.3219446029237331	0.1013112386872036	0.07216707150683473	0.23366651837149793
Nr5a2	0.04776873685740736	0.046552704011635596	0	0.015165550003766183	0.010384758936126302	0.022350651907615194	0.020638621135616257	0.02615247962713109	0.07266985415195107	0.04269635556993178	0.04811954069159463	0.024160466091701232	0.01645918390221195	0.01368050545063729	0.013365904051647368	0.03432230245198261	0.022185306181824745	0.07458983068817075	0.07985434100390677	0.018933983909381214	0.025290878481247964	0.07611894310116502	0.04021072106248549	0.06699083812831039	0.05422734311760588	0.028552313019384892	0.026116250109825736	0.02271072595496343	0.01717641304144876	0.0676328112169103	0.012647373659480592	0.05028863221659246	0.02975615912590345	0.007768472691428353	0.014587298008553141	0.018051050301384753	0.03534873721720004	0.002919292600960502	0.05423632763631259	0.032633618509925466	0.028899593235003972	0.03228966310312099	0.024537017630032	0.008196814501725203	0.013929203972668214	0.01004669178728291	0.0092569748051007	0.0240938601750669	0.009965267068536099	0.0818983141660149	0.020757449367832224	0.02908102861612837	0.026775067698853683	0.007722888639226193	0.007025816498015159	0.059106626513105345	0.019107806717968034	0.042783766249012055	0.005971391487662576	0.01661901009485915	0.007835164366915134	0.02136376633958184	0.02263052476625413	0.09536998826651809	0.08182277127638946	0.039606331253810204	0.048260673363588205	0.020543484355394638	0.006998847856314585	0.0619938338715484	0.005381946737802761	0.087959820939508	0.022211384036584764	0.012611066417816423	0.04962570770794828	0.017223914897466983	0.07044067915624122	0.033838383143424265	0.02852019898495286	0.03566152098811632
Pbx1	0.06646734798110664	0.0741462489150954	0.011210363158526427	0	0.008043306094087288	0.0312614887147557	0.01853688609904985	0.018175235267350785	0.08404351549504507	0.051287729350790005	0.06532715946916696	0.0322205642707861	0.018100880079697963	0.02856100247693947	0.01029172387937931	0.05342302048003934	0.027968709161600706	0.10276227384174276	0.11244238283043011	0.015213725301542897	0.041643677009502576	0.09145343143712004	0.04503627241223296	0.11257858750447161	0.08474127152783434	0.04499835368003756	0.0328272003314111	0.02285672543319499	0.012163616932104396	0.0725326202476829	0.007333567017039037	0.05786465764152923	0.03724016888732799	0.016308112296352237	0.024542768961445954	0.01917827492341684	0.03219545030873747	0.002633397961290196	0.04841150872612999	0.02885006877038049	0.04611229365848258	0.03331836191477983	0.024706808439629503	0.0136167690198557	0.016403558568784424	0.007879733070202018	0.00805043535072567	0.030017235894586592	0.006088395762686032	0.10844523176525012	0.02205277765435856	0.02092593787022098	0.026777852681147615	0.016077321923724457	0.004294644146273531	0.0962619489917643	0.01799632201378489	0.048186644965198505	0.0027350106324003725	0.021919425668138714	0.006024722621568097	0.013678404545601704	0.036654298541092464	0.13318075484066627	0.08669092290839066	0.06516560122266579	0.0685132491252718	0.014995580688699271	0.014463156088793745	0.06323790734060016	0.008179517468215316	0.1246090597500432	0.02078897685473581	0.011423328376101435	0.05736759576106899	0.012832903284728454	0.0942590433732449	0.03369377760900926	0.03368205476679627	0.0548850429972893
Atf3	0.05758652799109473	0.04132014839081536	0.010495540116677672	0.014022076502210493	0	0.017495659173053277	0.030783024784488577	0.02020266919100377	0.06294443117535686	0.032953345490272186	0.04451678923291713	0.026203737530616975	0.016681833661327937	0.01889183565334557	0.015786529721345	0.042828895775466794	0.025035536198230967	0.0678964383970397	0.08410110130977752	0.019430745394434384	0.029825972039263633	0.08806838007930182	0.03370055718282697	0.07691115852965603	0.057116551460275694	0.024862355301023785	0.031404805111576325	0.017309109724360047	0.014065415039364296	0.061897490602787306	0.005596129825598385	0.04128395833658798	0.03233841686365161	0.009417474683595412	0.020530081177035198	0.016192002646328238	0.03174213486042068	0.0016323822305520123	0.053870750309204976	0.025313145878112644	0.030448691986859663	0.03359593489148383	0.015820483726308798	0.01429890148351206	0.02286865440014381	0.005494804659853852	0.011733015606886244	0.022160161113496574	0.006170291549026358	0.0774210612381313	0.026983911248109022	0.024711580010045003	0.027637398836640986	0.020708763417607814	0.007895986535035858	0.06045269751027539	0.01259951507158275	0.02788776811806409	0.0058780198448770745	0.016584917534137163	0.004676703001599967	0.01745452439304668	0.02304676215615078	0.08305132116741477	0.06928305970466156	0.05679086385251705	0.05043515461534331	0.013256091304432026	0.016070947045370973	0.05923270759057112	0.0065134086030191034	0.08312969930047992	0.017716880788034413	0.019017388000226752	0.05597607848054622	0.012522511777083342	0.06943064193293311	0.02456954028199113	0.0220094238570065	0.03624714087620197
Creb1	0.11220887596147622	0.15710204094885288	0.016148608632077763	0.013455993123451082	0.0165033870329344	0	0.021219881817019316	0.02258298909409811	0.1256698997220501	0.08046648842430598	0.09304454840675766	0.03676202087841152	0.02405326886827163	0.02733781332546126	0.02242127991533193	0.08239938048461888	0.04333863097277925	0.1605387210119589	0.14599825980970307	0.02794109420742962	0.06074931089082731	0.1522455457191972	0.10248180864329466	0.1666140662891391	0.14434916417499397	0.07797698043227944	0.058636168264907355	0.03677813829540139	0.02211471995190006	0.10857382377003033	0.018646704579714887	0.090114326805548	0.0439267321557574	0.025921102023593986	0.031288177134361765	0.024282415153518633	0.05625960984074053	0.005401676893129461	0.08297475822147178	0.04852837469210762	0.04395108925246785	0.03928581688353532	0.022610712611359215	0.01652926902139964	0.02377919512910717	0.012734296352860051	0.016035426357390373	0.041165920726566455	0.013288517848965826	0.19542379265280108	0.034288150113307596	0.04414515010420725	0.04563091204659485	0.02483668291510856	0.017929756830962134	0.17005183967917623	0.03225015957303126	0.08112803217493732	0.004936443320613073	0.022892723199834195	0.009006698762180382	0.015709635894141094	0.06451783297803057	0.20956494037742718	0.16786912730642822	0.10784455073939662	0.10925192281682987	0.01449275960694493	0.023995900185931892	0.10303065714613706	0.015476518613252634	0.18208586854814282	0.033429596418362385	0.02165235239040879	0.07504851484518071	0.01486650387247704	0.1386561201166648	0.0635766273498038	0.035503174361882626	0.09241030151316931
Foxo3	0.0941479426920959	0.10598303437177332	0.007518886871838352	0.018578154884852538	0.022286863918532036	0.030767342843403104	0	0.032675051247094695	0.10200911663171801	0.04743160936297995	0.08820833788791013	0.02793682921730109	0.017505291614066932	0.027069820835884908	0.019184503502797746	0.07228997541938909	0.04050144862228806	0.1272908119805932	0.1247802005466946	0.025152247682545564	0.05174640958024917	0.1272008240531661	0.0584650249213903	0.1276661422379033	0.11393417281055551	0.04479905796230725	0.0382591339327213	0.02680049160924472	0.023313556323799396	0.10012360768494272	0.014404704501716537	0.0754808791286451	0.051316486403516395	0.01623467161570377	0.039906419322062826	0.019333682017093894	0.0599899219353582	0.002331898981689001	0.05536886228099245	0.0401156439580142	0.04725779759053664	0.03789814655730968	0.02701134179564446	0.01067113378774078	0.01782979330226612	0.00799100948653792	0.008520253861046278	0.02552433318367603	0.007597259299307143	0.14294694122690751	0.02797628382221333	0.03747786103488243	0.04078972099879281	0.031546072546362824	0.01267811956860134	0.12787437730355442	0.02292300154264094	0.07304669794317445	0.0040256552232099015	0.020115328171569226	0.00530924450360889	0.013131192454212555	0.0464452238364703	0.16127963385220956	0.13446640680295793	0.08142586505298222	0.0982743013554079	0.0073612135065938885	0.01917234273706291	0.08828706780294597	0.007000135786889611	0.15223471758453283	0.041317534476055025	0.008507153645441011	0.07567283559031551	0.014819883067201424	0.11668435600627272	0.043093195755091955	0.03361432957319363	0.07631247931020355
Arid5b	0.09524922316798522	0.12557955641189814	0.02453453571148145	0.013672488208198162	0.015194173871627085	0.03426290955242787	0.02270700888309627	0	0.11191945808345632	0.05225001614468235	0.09231974040559802	0.04595242525389457	0.017706644151054298	0.02881102317537388	0.025178739343450548	0.06526382667913595	0.04040605313754729	0.15036084241792427	0.1302716196034625	0.023579669402641206	0.05788426621485958	0.12369380669758566	0.07105047355142177	0.1367225661477357	0.1087142956984839	0.06751756693867723	0.059371851524087575	0.02838568366094864	0.015846615966199212	0.10863481251466654	0.009763682745069781	0.08784847151751674	0.05779900206157708	0.0076896548899915845	0.031814516096755834	0.017550695983755048	0.06783366096189015	0.0039933270227361945	0.06845346738246053	0.05210873237451902	0.04216653528108344	0.03313607008652903	0.030666265874779698	0.010962881600351573	0.028429931148263723	0.011475732551430837	0.013353622847042942	0.029426569051429416	0.009218576690661338	0.17089799511910025	0.021257988420182547	0.030434090514523077	0.029659603013887863	0.011060919625433839	0.009934818722311832	0.12579576526942454	0.025497623465622916	0.0704637481223236	0.005027420298875439	0.023711661942917985	0.011295009649976168	0.023409913830397543	0.06398749182890924	0.19350064680942755	0.14828966920813397	0.06295099871706751	0.0871864881754386	0.02046812976356033	0.020447549325485335	0.07966624973787587	0.011303229091251237	0.17086704023535956	0.02910481011921453	0.014274703843697374	0.05928489381362345	0.01960967057995018	0.11060682202724312	0.046735388227534806	0.03496266529996097	0.08022949317049305
Tcf3	0.18482797345708035	0.25797641976286084	0.030456345552331277	0.035675772541714904	0.03298391033331891	0.06162865151862868	0.0447978812190965	0.050829628391121415	0	0.12134076060117334	0.155953040839861	0.07090687572906243	0.0327320738118323	0.041868690386611514	0.03111164100463716	0.13936381758072794	0.057912622699309274	0.27625321044585605	0.28354305525041673	0.03973005916092088	0.1053280583743164	0.2834742847607378	0.15504917486923223	0.29745117414072403	0.2395154875651392	0.11493590447110508	0.09686055241635796	0.0554169399707752	0.025015984230710876	0.18228595354962368	0.02780617632313037	0.15347957471990525	0.08245885239796878	0.03216620746544911	0.05348650063152751	0.04365977498455554	0.11361078765940862	0.009238860409946724	0.14603019296681805	0.07555621008620628	0.09744701191809936	0.06937144087524966	0.04248886010599321	0.03442502008450806	0.041429813560668556	0.022131156811995716	0.028243338698340205	0.06386887797012593	0.02274181134965912	0.3517887725723239	0.051448836279962974	0.06181162286857119	0.0681460861683652	0.06005150016350252	0.02690318318237279	0.2995528802906519	0.043591611452971635	0.14972469932001908	0.007688293406449019	0.04629619224534369	0.011586913904648381	0.030472702200045346	0.09528766292528325	0.4826526029603539	0.3340803288749664	0.19997664133386356	0.18261072049932633	0.025207973887177673	0.03290742689583027	0.2137316030617968	0.01792568224170232	0.3483577219530445	0.061280888029934685	0.025056651405757444	0.13344947413240207	0.04326692443650864	0.21294502325232445	0.11074023739672782	0.07066511370620482	0.13757103871119308
Nfic	0.13010495928040797	0.20058678589368628	0.014714041662554399	0.03214983025661487	0.027530435631732478	0.04469642450896112	0.03503929424012094	0.04537420662148416	0.17774932924289386	0	0.11032448340351798	0.044574362130369374	0.033231848705899875	0.03257371795112986	0.02761019509602811	0.09375610716177148	0.05004416711192633	0.21801427979520066	0.19259288567411967	0.030003849932426628	0.06941898120653689	0.17602433620799846	0.1254080846647467	0.19834275747260774	0.17117202806925536	0.08064082970384306	0.06613239778413056	0.04222038294385858	0.02323145977876526	0.15159473066244744	0.016849871029593528	0.09887687540073219	0.06565277017373672	0.022914739152183176	0.03340921032715528	0.031227741274996938	0.09812750301023698	0.00859427935390276	0.09115491090442984	0.05468601073955894	0.06370594151007278	0.05769708713912584	0.03371710219051595	0.03359222644789215	0.0301331666525236	0.02430290446416957	0.02450520655781426	0.0486020291720155	0.007962101105533276	0.25086709177889527	0.033845296722351044	0.04502986834109917	0.0428638682463216	0.04106121604069365	0.014235492101907856	0.21836164641922778	0.029324467357737163	0.09337561818358497	0.009321414753429211	0.03570893478479974	0.011038164738220913	0.02782530635437935	0.07109804642554865	0.3360562285395181	0.24772627076594245	0.1512247388947063	0.11747883614986933	0.014011543838462051	0.021498422774305016	0.14805392221300556	0.023552075143209148	0.2616788553616435	0.04043527957522512	0.017439270460101394	0.08959203558018392	0.029981902168179884	0.16578179391959696	0.06150112063796011	0.05128863214079301	0.13777427015707144
