TE	Klf7	Fev	Nr5a2	Pbx1	Atf3	Creb1	Foxo3	Arid5b	Tcf3	Nfic	Nfyb	Hmga2	Hsf2	Ddit3	Meis1	Stat3	Patz1	Xbp1	Trp53	Hnf1b	Sox9	Hbp1	Etv1	Yy1	Isl1	Irx2	Vdr	Srebf2	Sp1	Bbx	Hes1	Zfp148	Ets2	Satb1	Pknox1	Crem	Nr3c1	Zeb1	Gata6	Tcf4	Rfx3	Mxi1	Tcf7l2	Lmx1b	Pbx3	Nr6a1	Nr4a2	Neurod1	Ehf	Meis2	Gabpb1	Ovol2	Nkx2-2	E2f1	Nfatc2	Pax6	Gabpb2	Foxo1	Plag1	Nfib	Bach2	Nfia	Mnx1	Nkx6-1	Pdx1	Pax4	Foxp1	Sox5	Nrf1	Foxa3	Fosb	Usf2	Mef2a	Zfp143	Nr2f6	Nfix	Cbfb	Zfhx3	Tcf12	Arx
Klf7	0	0.05762683275209217	0.01248724099539051	0.014282801720856763	0.024733248943047074	0.023903517942483767	0.018733514878418348	0.021439506369902023	0.03925295099411179	0.02883357066244623	0.03781586936556219	0.027448224883315678	0.020692284806861746	0.02487465645494258	0.01646764470620967	0.03551681768073744	0.018265879906275272	0.03886130414168251	0.03486110657410047	0.019951181380710104	0.05595275683699279	0.039149751487701036	0.05191366522010979	0.03607752470546828	0.05083158504549932	0.05937226514993744	0.022130722123685238	0.021904980892502944	0.014370031078624184	0.04213216349184132	0.042371503267254335	0.03090446126582186	0.02109616213777321	0.016599037104445463	0.017381877694938316	0.019026103793568033	0.022397089446840622	0.003292368009837788	0.03164924735420603	0.021698798302976018	0.02679159985986656	0.02982650734777114	0.022751241508410177	0.013030988185948639	0.01856996416255982	0.014316088131908914	0.017819161916706162	0.029316739077286103	0.01914445861514718	0.05792867976052234	0.022101238971287657	0.02469904646400932	0.023888423335371264	0.023584846854923073	0.01498403638249928	0.03140506503481761	0.016646392340410415	0.030510956749345567	0.008897205591500625	0.03127663010411609	0.007189185031745637	0.016043841829132103	0.043613497890396126	0.05691045545769315	0.052253818361071465	0.05032253710936802	0.035368349579968344	0.014605803123155892	0.016548457492011757	0.03329704382517395	0.019263639894446908	0.03739851618242849	0.01547910234662886	0.009704584520026977	0.03832566453831636	0.023944652598028106	0.036976481117257	0.027142631042646543	0.023201498834602183	0.05072091185197223
Fev	0.045158956077564726	0	0.022703023678497906	0.007782694824447916	0.023853685744098446	0.024420345255443187	0.020809356925701603	0.02145743274999638	0.059954408730281954	0.030582902010822584	0.06066571807697897	0.037885723602851515	0.021029902086589204	0.019453265093890486	0.016177055441152565	0.03738421384812216	0.030026933211408882	0.06224611487849551	0.059943276568843865	0.02241929356873051	0.04460927366706556	0.04137700132654801	0.09725067283684612	0.049914827098497136	0.09940939308817673	0.0957341005827411	0.06467039981699302	0.037076383178686424	0.017558650785955147	0.04619702647337729	0.025719335912870303	0.047997822181777006	0.03651242563532084	0.015264880430131807	0.02429994164506469	0.01443451390902377	0.04442145624321791	0.005073998997262444	0.04091506600901247	0.028140248491852395	0.028529495234683493	0.02768884566149037	0.03635337470051524	0.019208202516933583	0.025548565818478024	0.014415516386613099	0.02335117709587075	0.045869386978969015	0.014233654726605765	0.08062903962431581	0.02344242295587941	0.03841877530531945	0.03454024661629461	0.03592882191264264	0.013221062371755401	0.08302556152098582	0.024544449299255904	0.04982005167772237	0.01354490729422583	0.031121206590454777	0.013522469604976252	0.018643190900718042	0.0856382202985792	0.06402679576042217	0.08585672593560023	0.059277317335585555	0.054519708911602495	0.018272954544993225	0.01624130329775254	0.07619084620412325	0.018777179865433636	0.05368242364461379	0.027689562047489978	0.016087881405899354	0.04971824739216646	0.028037440632080662	0.045054815755645204	0.034407769890626556	0.03612484015109899	0.08734843017523222
Nr5a2	0.02361094408588763	0.04110872316635154	0	0.011530792532973169	0.008415548073582866	0.009146409210210997	0.01801748483462969	0.021427952164816362	0.032660519798020995	0.02182748825840974	0.0209686430036073	0.030363793385076363	0.00973583028834142	0.006824392161352069	0.012374251927853155	0.021054569685430315	0.010643669692097119	0.03706147709848119	0.03547733771981854	0.021349627187408973	0.045596052839590756	0.03816045546683055	0.029776285723495687	0.026189539281931164	0.030555166301531864	0.023128025086822077	0.021373488313411782	0.013350078914584765	0.008093466817670997	0.03106673799929961	0.04743007112799694	0.02716643379379506	0.0166004789515055	0.00735155204542696	0.009506728328870694	0.012610336578744297	0.01766250800051133	0.002918249037075787	0.025169851651529764	0.014442452210796012	0.024109197166501947	0.00963257226925942	0.02251827246458874	0.003951318588877903	0.012898049067950699	0.005886165571065617	0.010477478203666334	0.014779736849635138	0.02076639699548846	0.052062077524745974	0.01435486192057864	0.01612264485506387	0.00918011731427321	0.013240418860338537	0.0033677543044222263	0.02893140289520244	0.012895759366681466	0.020841836064674702	0.00556534473915309	0.029262421132493503	0.005690669395687636	0.013284585425534989	0.01532531335174171	0.04856285558983897	0.04507628000489941	0.02922260494175537	0.03329775535544348	0.015479165485441836	0.0018440629756839555	0.04073293320416001	0.005301007066723567	0.04245775623376227	0.010717749982619538	0.009980500943776215	0.023092621255842334	0.0152782225024623	0.03298077735235754	0.026581338469689984	0.01863448847144563	0.033990738258795124
Pbx1	0.022700232272644224	0.05140514954106834	0.011911060309481566	0	0.010389298140950456	0.015573302700886046	0.012090648057622777	0.009435223035879669	0.035306665424598316	0.020779746529020458	0.01576179356116922	0.022311545567528773	0.009839203142961451	0.013283776967178869	0.008424981564589198	0.02721328865175975	0.014349922408038491	0.03156234679402803	0.034182342852832816	0.007444066051845566	0.031815439676565686	0.03423028107615029	0.031980753926449994	0.04154126499046933	0.04789059607330941	0.02922104647324299	0.020496236565677745	0.012957824963431381	0.0075409494118672165	0.029405748844754685	0.022731080592868838	0.022423225960212664	0.01405277691478444	0.01431151051989676	0.010893716446726522	0.01075144924257321	0.021359218584271086	0.002658384510179149	0.01923117844542661	0.01636852456582862	0.018928462867727664	0.013136135029401587	0.011394479114184055	0.010476187467028058	0.0081654734803491	0.006225947815601339	0.009248678913041267	0.012642790004731643	0.007692249772125977	0.04072498517678021	0.01164416297198943	0.014583155636430964	0.012090889874625328	0.015272860081451048	0.005164764547355155	0.03876365072213681	0.009560942032099078	0.01903446728327388	0.002569637465730238	0.015525499843105268	0.0036106952901938175	0.007714148415236587	0.020954916998842475	0.04254660954788867	0.03938688580856807	0.040005498920639405	0.028417726062749317	0.006663078557267336	0.009011608528012515	0.039554725911227724	0.0054908027853599346	0.03039636680806788	0.010673281680723495	0.006926011281638227	0.021052991228888984	0.017158970646699166	0.02676702907103402	0.016427036869524986	0.013298112324469858	0.044994337089990906
Atf3	0.03117837483877376	0.05357509614119324	0.010206892042522136	0.008990006883514286	0	0.01159103558104068	0.019187172141131404	0.019214014992354606	0.037626877134716734	0.020490362664880912	0.021003005478047076	0.023932018011721116	0.007918176450315544	0.017335463825006975	0.010413914927608816	0.0200012338779987	0.01692207561412407	0.036817091168689635	0.046761272574473954	0.014290784184803345	0.04142659563862632	0.04864628731566822	0.02288997642384247	0.04682466500716684	0.04420074862941303	0.01984252238258246	0.02170779012625441	0.009649418457781885	0.010332867093859567	0.026273407041946428	0.024636692463849693	0.021567577035336273	0.01939929964555857	0.00936660235593376	0.011543117555406079	0.012244427904005189	0.01802066551881948	0.001858989265101473	0.024077338913969248	0.012511330255168795	0.018501435144305658	0.025791821890689594	0.019617688441907172	0.013218783357927323	0.010381607415152564	0.0048491329149240375	0.013375940200284767	0.012521576231635391	0.004850525270577284	0.054682736872706854	0.019144221473359216	0.01872085294290503	0.018730016133977918	0.018129106353499902	0.007280884156120925	0.041636098542352035	0.008886458718643069	0.017157011947346087	0.005689528032301615	0.024331276463948424	0.0041366418798191	0.007325061189743839	0.013014228483257187	0.05931440461623908	0.047505822228298564	0.06188965571800009	0.039935686717439155	0.007570951626394759	0.01320171295451929	0.055056014130939995	0.006570850816708501	0.045245999617894564	0.013775481044471238	0.014129585719223877	0.03481036294656605	0.012447642350477973	0.04307270707456469	0.021120249540834638	0.013482328902192108	0.029972733483504765
Creb1	0.029360660961448147	0.052136954947657514	0.015375834740010778	0.009421097541585393	0.013060197695920947	0	0.009763276824489112	0.018272579748439002	0.03838547461703538	0.026857602305564922	0.02432428056059964	0.02305332447514187	0.014863756650767649	0.011785438564503297	0.01707344167872341	0.030536423910710996	0.01458362090248605	0.034487658266551556	0.036820326212405	0.013145507547222	0.04968213130978406	0.03587312475214492	0.03206694760118753	0.0426217018591797	0.039458098616758606	0.042150267589042834	0.025436493655458813	0.01751273871964371	0.011184124300035469	0.027678200229255625	0.03296659965850047	0.01382484467340062	0.018645260014906795	0.01639298266184516	0.013043893741283884	0.01307606215944456	0.0184640050865488	0.004349440396571224	0.021476922327712356	0.017010563285012176	0.019668203622733044	0.014791232535140758	0.0160821586996252	0.009626600968581703	0.010624299439424275	0.00852747955062355	0.009330836279212742	0.01568221339041955	0.013557194602931007	0.05805254711984973	0.015133376209372279	0.026022657288764583	0.017916364626767687	0.01912890669506378	0.012279854506101135	0.038135531218199493	0.015284870441179663	0.023389129271957687	0.0038745062129798813	0.025932825160310608	0.007033092698704596	0.007936637434891838	0.03684601988103878	0.05061662017526603	0.05153674504064229	0.04083063493042427	0.03824320411409812	0.008498164324330662	0.012823868572632163	0.04003091674709542	0.012053513792597751	0.04200063652772353	0.017788574147057645	0.015218828783154776	0.03356249112074212	0.017062855076456565	0.034796853242634394	0.031116829282230644	0.019385023802328837	0.04121268530814054
Foxo3	0.03563678344234108	0.0530493208903779	0.00801014381895361	0.00943727790628826	0.014724682396093057	0.019898239993876125	0	0.01929997176188937	0.04162977590621165	0.02183678118597379	0.027398657800939835	0.019796197515021964	0.012734925760897669	0.014093317082143295	0.016453761070045977	0.028088502102151185	0.015874978589389806	0.03880780107025444	0.03219021379055443	0.017331623821470406	0.04473866877312114	0.042900330672197416	0.034572086876590837	0.028367189128264688	0.043581168146738444	0.02908316647694962	0.016214017400734436	0.018473095853762608	0.010689240557132926	0.02649447836771113	0.02985523013576455	0.028504158736658246	0.014128218804063659	0.009651731333158142	0.016587270365570728	0.011555148829281535	0.016924909395316386	0.0022596174447999584	0.024471038847702842	0.010868107134533206	0.0206449483672467	0.01796152381418107	0.023512874026293207	0.010318894724284978	0.012880013847215115	0.006420495487559109	0.005255024015499706	0.015502994156450909	0.014082124254937342	0.04513195103225042	0.01633789588395439	0.026822700577794255	0.020102011553101467	0.02184857173060778	0.009873748636838417	0.0434466079916071	0.013994407598482169	0.02537574510355964	0.0037037398281691575	0.026483553818917604	0.004895041872471601	0.01233409776312067	0.02758847597048758	0.04919353454443014	0.050655690592495216	0.0412492809260876	0.03942818597547298	0.004671433280730524	0.01055211894212138	0.05010537168093062	0.005837717574761366	0.03673399383171173	0.023324986685002592	0.006092972834069851	0.03445315546757259	0.01677602306933108	0.04579094493934631	0.022411199771406952	0.019392290001943324	0.03569529251355447
Arid5b	0.024590345264899907	0.04908227660414583	0.020508209387956822	0.005424045178624626	0.011261397995310129	0.01675111980466126	0.014725543452991464	0	0.0343867701020294	0.014783441626436536	0.02464895627908416	0.040738149350585	0.01359101640279294	0.01150716455982973	0.013275858938589822	0.023904497992163803	0.015195953801335423	0.0333337931050123	0.039364334076236226	0.01792461765619318	0.05328175151322267	0.03434808104154833	0.034474196941398125	0.031822457542074564	0.03533615929657114	0.03454967639307703	0.024285998646507493	0.0164880432382282	0.010972321031209488	0.022280997199443642	0.04714168678726724	0.022707366013118215	0.018621667945181282	0.0049927432569011184	0.01567599873601519	0.009377066500173907	0.026247460881538887	0.0034897303738050485	0.02877066627140622	0.020746859983043323	0.014607487905824274	0.018761146644822927	0.026469983039853203	0.005320881287580801	0.016582927710748013	0.009577705389625156	0.010070632116494458	0.018703426624341372	0.022774541064693916	0.045288802269874355	0.010638981116232708	0.01696549761590734	0.01591928398641472	0.01146023382709537	0.009098746611271899	0.039747272855151346	0.01615319532584376	0.028508430556678614	0.004679433809381043	0.029798018288047196	0.005887944265837087	0.014176677700665124	0.03920905993860708	0.05504602485768805	0.06045963663595547	0.029297884308966054	0.04126738124610376	0.010171213054931637	0.011628993899638626	0.029861735796204356	0.010772114236481275	0.03897682957973082	0.015168773493915965	0.007262487912343143	0.028278120787569132	0.020510897269973852	0.023684351027327476	0.03611922843936764	0.020403342315398223	0.037648628900439275
Tcf3	0.03267524609014287	0.06619482465466787	0.021450841744744285	0.012477588385474353	0.01810585189707908	0.017943959672585996	0.01989113316754821	0.02612050909012857	0	0.030130287058544664	0.025490264520156188	0.04103046784517944	0.017171502716101135	0.01759354307264309	0.01381956405676509	0.03786918952458306	0.017477169651866638	0.04250537722961324	0.037087849184921036	0.01832681935669623	0.07885837698995142	0.034553369351447975	0.0470682025281535	0.03945062642074506	0.05790935422099408	0.052433537797126305	0.03974092645085464	0.025513791279932998	0.009521349285555838	0.02945465049635821	0.06597232412160196	0.030890410687250763	0.02264974348219357	0.020057718890241515	0.023495134612239687	0.020350800879096766	0.03011870076683797	0.008903316911335583	0.032836162547581704	0.02876398792230917	0.029041630829693504	0.02353780426755637	0.03224259298784511	0.01803790118893872	0.02137736565841824	0.01683518617668558	0.014899230784852073	0.029709660970898225	0.038624646128449465	0.05070517124369261	0.01958821575405609	0.032100782020948654	0.021570771983065607	0.04516676638988903	0.023353991070934714	0.05131180924580721	0.018607041274889078	0.039199420199182905	0.007384535804194945	0.050937664662275756	0.009084210849495188	0.02090736031463154	0.04553635786947882	0.043277290891318765	0.05477141908225724	0.050412121952460476	0.04105854685237017	0.012951937746499876	0.0137179458544987	0.0523154593646895	0.012574439220227766	0.04427142082573665	0.022789061332347316	0.010029423949680157	0.035666940785039854	0.04008249066534742	0.0217947365121439	0.03282784752565808	0.027085942316102538	0.049598522386502454
Nfic	0.027849283910776845	0.04656423438077793	0.010536387452326677	0.010891563626424572	0.018051070290434724	0.016654125710729554	0.01485600236340069	0.014771441955427176	0.039158271315932754	0	0.021924793770461606	0.025279709254817588	0.013962822569417943	0.014809304037561808	0.012716492869058531	0.026458092511231778	0.017747875781496957	0.03541979944415617	0.033275216177090707	0.01362164317924732	0.04641008562827732	0.03425550046103966	0.03345651366118138	0.03230088534297743	0.03391210657563565	0.034027950166530783	0.02106279398302856	0.02235803332738288	0.012891193134739569	0.028958163685381996	0.034780765326890964	0.021334684107652224	0.0204228803788684	0.01222115643772528	0.010382420137033308	0.015386581382893134	0.028182730308067158	0.006963003275128579	0.030215079065429966	0.018906157514781582	0.022220341819610242	0.020647643218354328	0.019200959515065417	0.017071369229301647	0.01754480930155713	0.013897232508889456	0.015213334762321534	0.022516109982789294	0.01613458179549238	0.04263453474223484	0.013002199059749963	0.027860341120557814	0.013837297380055076	0.03097759473457286	0.01270215250142745	0.032566823685911156	0.016978921687525232	0.02797185841018551	0.006078632040409531	0.024465971467428425	0.005666891313248847	0.020517975228926212	0.0363939322181536	0.04715181810255571	0.051106642591487145	0.04992056934937406	0.035159530163479794	0.010416950223038648	0.011576060410957953	0.03517848900529712	0.017955661383191768	0.03624504762262252	0.01966324804512531	0.009868656595946667	0.03146749213719472	0.028357579287977882	0.02850144591401782	0.023418817117424145	0.01971468574878264	0.04009285788110499
