TE	0	1	2	3	4	5	6	7	8	9
0	0	0.003577645655093635	0.05156515276219325	0.05913925795460232	0.03686515703920879	0.044497168428073025	0.07597079798687285	0.06194412894616943	0.012113074744903122	0.013172445034044584
1	0.014358964810496887	0	0.03922538987320172	0.03384667132314296	0.00704177998739636	0.00650861884067469	0.04734847534373248	0.04500952745743061	0.023253761981032406	0.011638280361082134
2	0.05147682099313955	0.01968849646842175	0	0.05165765830775802	0.05834527775610174	0.046971258677867	0.07775297079850611	0.0703008362757735	0.023712129088129606	0.014851064156438717
3	0.04491104304147298	0.021295779411136823	0.048364694506431195	0	0.05564346581974959	0.06838912433366591	0.06862870928273167	0.06067814332347106	0.031218346924453775	0.018573932494198985
4	0.025412429285081365	0.0016332761594902829	0.05813452664477734	0.05642414840652777	0	0.09136845715834908	0.06893512719114697	0.05844059999125992	0.022192473277571727	0.0032960552280762202
5	0.03298408795245131	0.0026154197633012815	0.05419025240595913	0.044140845651597205	0.0883446871206077	0	0.08353414649639118	0.040478252315113046	0.01278499209954116	0.005263062828122005
6	0.03948249872222487	0.005825376131794235	0.05217185092903351	0.03260768960509989	0.06398528774297954	0.060553382250527296	0	0.08240245687863215	0.014577037552115018	0.010478078518641264
7	0.044264359206503213	0.0074002244687968	0.05376894893422065	0.0461173227378503	0.05482888084119641	0.07026442733937469	0.10053457439118765	0	0.01693752036308762	0.019925469150613218
8	0.04384309833574531	0.022104962656469898	0.049487488163158955	0.03910548773988351	0.03806134077079678	0.05741009944655067	0.07755608928088681	0.07006971792467215	0	0.018650583820075336
9	0.04512342952611922	0.018913291632859763	0.05717211556618067	0.05451275579868261	0.017631774613532488	0.018688062258327313	0.0729538808731316	0.06166284826567458	0.022215912706059535	0
