TE	0	1	2	3	4	5	6	7	8	9
0	0	0.02821296332150951	0.027139100482738317	0.012784859370409993	0.036918542070368494	0.049608034666970724	0.054673404490643215	0.06811780619206757	0.008842761554550868	0.01986862228831921
1	0.03397344912964584	0	0.02663840213622467	0.009646379130034207	0.03933255172851907	0.04375322423521957	0.05869751925629672	0.06165406615905239	0.014704921105870981	0.023956847803026097
2	0.04815005515712444	0.02481271666731112	0	0.026989135800171076	0.05012329186943106	0.03964853282687507	0.05966968623150258	0.053390490062125144	0.0077180158244457816	0.018194835672192614
3	0.022493398361355395	0.009468944772325377	0.02805732364323667	0	0.04068310789469382	0.05346897287223981	0.07211840574254373	0.060279175182214186	0.0037404528159049994	0.009269161057108191
4	0.01543010169851911	0.0033660074118741397	0.01710840460695867	0.02245509142700985	0	0.28525819679049436	0.08240385576276424	0.09875869749998634	0.027043164422463607	0.023850113211988083
5	0.010600581071881353	0.005262802030632468	0.02541051584460832	0.031036308420557282	0.26948356939903456	0	0.10120870053845905	0.09461058467980056	0.011721882479522851	0.026347285581900456
6	0.011901091765830676	0.0010989303137660124	0.018700513622807946	0.009993189786109873	0.10545019616083764	0.1512109039243058	0	0.20718966816877418	0.014496646139187374	0.01893662486662593
7	0.01501304373539968	0.007720460929604349	0.020457568659238146	0.029881839931410574	0.14199981856421562	0.12250749650415278	0.20713101869753828	0	0.019793208780256633	0.039305943819249595
8	0.010781865980316094	0.01664969847447662	0.01696783855462298	0.026620866914848877	0.1219630354674685	0.09133845742126062	0.062422532165692005	0.07690326671256043	0	0.02614038309807061
9	0.02202340686246723	0.02031605548198729	0.015088474221071043	0.01342563429749448	0.09117870634328992	0.09588310305600609	0.06206884438808229	0.08947569607952233	0.024135988570818282	0
