TE	0	1	2	3	4	5	6	7	8	9
0	0	0.005449568034803846	0.042901771224985445	0.039398655478620044	0.04673083286628088	0.04248819314158736	0.12092012008495708	0.08035912823235722	0.011373778763162559	0.008685129187157886
1	0.013154768797377515	0	0.030166187431091316	0.027132102188127317	0.008302322016820204	0.01109624361812185	0.062129359350653	0.04947083656751238	0.022404796335571082	0.009472749830747968
2	0.04110511544410371	0.020663692007093462	0	0.03771160073582628	0.06171466972753566	0.04669718343774208	0.08715860758205266	0.0999086270702946	0.01658610090321256	0.013922863973230767
3	0.03696911360943923	0.013010855467804847	0.03345355384095315	0	0.05858855129191861	0.07404701676633066	0.11543934960545392	0.10404762185591059	0.02479981965152017	0.00774058304872245
4	0.0178867455287795	0.0019796030648901774	0.04119888817267483	0.0483379926374649	0	0.12664985768132184	0.12927857087231723	0.09607866413733171	0.023535244139392668	0.003853931648153906
5	0.014672782456892804	0.003051930324759404	0.038456054768430864	0.03796864661647559	0.12585184607820182	0	0.13022764792737776	0.08847398260969427	0.01404381956383832	0.003527620876871509
6	0.03186980275034273	0.0038859035532170963	0.03543824406441225	0.020006432271266257	0.1087280780512241	0.0900621484970245	0	0.12198016511575628	0.009994847410693085	0.007831535830490486
7	0.037523597335684125	0.008782001350011956	0.03180230442082936	0.03434576031489938	0.06749768533072478	0.09572978733186142	0.14109333476644775	0	0.01771683228855052	0.0177813093637451
8	0.02908054854368057	0.016028471927022604	0.03624423725578031	0.03674780991330835	0.08268022861937703	0.06707854740845524	0.13832964843840082	0.12644656789462966	0	0.013065199489433759
9	0.03573735457359181	0.020843822880942182	0.03873279347667005	0.03685231965508801	0.026246897435403954	0.029363262681880595	0.13086628743630507	0.11760204145340221	0.014856025297045635	0
