TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0023419200929519104	0.0976612002577398	0.11104903222906175	0.006835684081931397	0.014587589520379503	0.030822833261636033	0.02649862891529498	0.04511609221143585	0.024068724028794133
1	0.009150484329518118	0	0.0667170014917953	0.08312317283409668	0.0023391348584651406	0.005642730687024307	0.034000861145942626	0.03256715538138502	0.04472025267976966	0.033142447079523935
2	0.06904211619533399	0.026165293238608615	0	0.10476272536452448	0.016669329342443324	0.014830890622189712	0.032968387911252325	0.023593889901924344	0.047056427938596206	0.039129672593942635
3	0.07791890936472085	0.03378027683678532	0.09418715316610726	0	0.023953298541682624	0.019232693944856494	0.02601796185732693	0.023546897429996973	0.04505088831450129	0.03891500258012727
4	0.06911211175475741	0.0007349847756255511	0.12112528612855826	0.11007539119355068	0	0.025102807705487947	0.012051433899272636	0.01642841872410743	0.018926545339230876	0.0007350467372625253
5	0.06488420014009702	0.0029423586873284164	0.10996786878000596	0.10574635245983807	0.018466240279858263	0	0.02725687232866035	0.012363872520417405	0.026012950477831583	0.005648288882275999
6	0.06759353696552689	0.010796548570919747	0.09485296040214314	0.0701110799022064	0.014189798413890108	0.016102222903655747	0	0.026484221375627403	0.01805020570652879	0.01896405612912818
7	0.06189334235664714	0.00873600848954481	0.08844773076431806	0.10878097942342459	0.014071203035857977	0.008756686296627864	0.025297372380935036	0	0.032874568235101626	0.03515828282399166
8	0.04390037837932914	0.022715407896060306	0.09763846075151171	0.0966115829763426	0.00889131344705388	0.011608777295034787	0.024036114730013037	0.02212217637641665	0	0.02591153251421797
9	0.03919039299618125	0.02280565385943911	0.09950972494434457	0.11583109834624197	0.009092799744561893	0.006119765343207043	0.034092035318512744	0.024321021025495344	0.02466977635837581	0
