SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  9 ,1,activation/repression
Gene  12 ,Gene  8 ,0.922605548348915,activation/repression
Gene  12 ,Gene  7 ,0.793818471564252,activation/repression
Gene  12 ,Gene  10 ,0.717372959128713,activation/repression
Gene  12 ,Gene  6 ,0.635496954802705,activation/repression
Gene  12 ,Gene  11 ,0.490397743607266,activation/repression
Gene  12 ,Gene  1 ,0.440538634970854,activation/repression
Gene  11 ,Gene  9 ,0.411662332254598,activation/repression
Gene  11 ,Gene  8 ,0.4005478065839,activation/repression
Gene  16 ,Gene  15 ,0.375088775279932,activation/repression
Gene  11 ,Gene  7 ,0.328976579679643,activation/repression
Gene  6 ,Gene  5 ,0.309862661815693,activation/repression
Gene  11 ,Gene  10 ,0.289546510627419,activation/repression
Gene  12 ,Gene  5 ,0.262435399626433,activation/repression
Gene  11 ,Gene  6 ,0.255182803826407,activation/repression
Gene  16 ,Gene  14 ,0.25213839633299,activation/repression
Gene  6 ,Gene  3 ,0.222355989538439,activation/repression
Gene  6 ,Gene  4 ,0.199447569203525,activation/repression
Gene  4 ,Gene  3 ,0.193924159444832,activation/repression
Gene  12 ,Gene  16 ,0.189773611189145,activation/repression
Gene  12 ,Gene  13 ,0.185266753881443,activation/repression
Gene  4 ,Gene  2 ,0.182351688060593,activation/repression
Gene  11 ,Gene  1 ,0.182168577914947,activation/repression
Gene  12 ,Gene  2 ,0.176086220719954,activation/repression
Gene  12 ,Gene  4 ,0.155261034476927,activation/repression
Gene  12 ,Gene  18 ,0.155045418563714,activation/repression
Gene  12 ,Gene  3 ,0.125751481002415,activation/repression
Gene  11 ,Gene  16 ,0.110552711718163,activation/repression
Gene  11 ,Gene  12 ,0.106149341686195,activation/repression
Gene  11 ,Gene  5 ,0.103741669371093,activation/repression
Gene  11 ,Gene  14 ,0.0922885897043657,activation/repression
Gene  11 ,Gene  15 ,0.0869936959562577,activation/repression
Gene  5 ,Gene  3 ,0.0825019223158304,activation/repression
Gene  13 ,Gene  12 ,0.0801805164982179,activation/repression
Gene  1 ,Gene  16 ,0.0653755795984325,activation/repression
Gene  1 ,Gene  8 ,0.0642946699089634,activation/repression
Gene  11 ,Gene  18 ,0.0634651843561743,activation/repression
Gene  12 ,Gene  14 ,0.0614774659612425,activation/repression
Gene  11 ,Gene  4 ,0.0603595981896874,activation/repression
Gene  12 ,Gene  15 ,0.0603046411422109,activation/repression
Gene  11 ,Gene  2 ,0.058103912405954,activation/repression
Gene  1 ,Gene  7 ,0.0579208448476639,activation/repression
Gene  1 ,Gene  9 ,0.0543640804857052,activation/repression
Gene  12 ,Gene  17 ,0.0526700561143395,activation/repression
Gene  1 ,Gene  15 ,0.0524993156599005,activation/repression
Gene  1 ,Gene  17 ,0.0512705968715545,activation/repression
Gene  11 ,Gene  17 ,0.048298045862897,activation/repression
Gene  11 ,Gene  13 ,0.0479011704182462,activation/repression
Gene  5 ,Gene  2 ,0.0356455513805148,activation/repression
Gene  13 ,Gene  11 ,0.0353765657667406,activation/repression
Gene  1 ,Gene  14 ,0.0351831417377215,activation/repression
Gene  5 ,Gene  4 ,0.0320964353205843,activation/repression
Gene  1 ,Gene  10 ,0.0303960751120791,activation/repression
Gene  11 ,Gene  3 ,0.0170235387751529,activation/repression
Gene  13 ,Gene  9 ,0.014272378138061,activation/repression
Gene  1 ,Gene  2 ,0.012988207708169,activation/repression
Gene  1 ,Gene  6 ,0.00992300597015887,activation/repression
Gene  13 ,Gene  8 ,0.00988415371861335,activation/repression
Gene  1 ,Gene  11 ,0.00611734367606254,activation/repression
Gene  13 ,Gene  1 ,0.00411364631147965,activation/repression
Gene  1 ,Gene  18 ,0.00266220508681657,activation/repression
Gene  5 ,Gene  6 ,0.00242503077633374,activation/repression
Gene  13 ,Gene  7 ,0.000685830052003343,activation/repression
Gene  13 ,Gene  10 ,0.000245310007865343,activation/repression
Gene  14 ,Gene  13 ,7.35910495452557e-36,activation/repression
Gene  7 ,Gene  5 ,7.21037835419982e-36,activation/repression
Gene  18 ,Gene  17 ,6.83850071100632e-36,activation/repression
Gene  15 ,Gene  14 ,6.71569773379437e-36,activation/repression
Gene  17 ,Gene  15 ,6.17650061472779e-36,activation/repression
Gene  8 ,Gene  5 ,5.68869291968407e-36,activation/repression
Gene  2 ,Gene  18 ,4.86204534406446e-36,activation/repression
Gene  7 ,Gene  4 ,4.51573006200074e-36,activation/repression
Gene  18 ,Gene  16 ,4.32883197612648e-36,activation/repression
Gene  17 ,Gene  16 ,4.21096102655817e-36,activation/repression
Gene  3 ,Gene  2 ,3.58138652346714e-36,activation/repression
Gene  8 ,Gene  4 ,3.49053752292073e-36,activation/repression
Gene  3 ,Gene  18 ,3.35551054371472e-36,activation/repression
Gene  7 ,Gene  3 ,3.23051240596413e-36,activation/repression
Gene  2 ,Gene  17 ,3.02503859423425e-36,activation/repression
Gene  9 ,Gene  5 ,2.96535263402817e-36,activation/repression
Gene  14 ,Gene  12 ,2.91672281909277e-36,activation/repression
Gene  8 ,Gene  3 ,2.8559681721197e-36,activation/repression
Gene  7 ,Gene  6 ,2.61144413955096e-36,activation/repression
Gene  8 ,Gene  6 ,2.25185536892451e-36,activation/repression
Gene  15 ,Gene  13 ,2.02391434259879e-36,activation/repression
Gene  9 ,Gene  4 ,1.79477078734688e-36,activation/repression
Gene  9 ,Gene  3 ,1.41955333489806e-36,activation/repression
Gene  9 ,Gene  6 ,1.21856798894856e-36,activation/repression
Gene  17 ,Gene  14 ,8.94142237843673e-37,activation/repression
Gene  10 ,Gene  5 ,8.72499792932212e-37,activation/repression
Gene  10 ,Gene  4 ,5.36686739737959e-37,activation/repression
Gene  10 ,Gene  12 ,3.81292078302511e-37,activation/repression
Gene  10 ,Gene  3 ,3.09432376815701e-37,activation/repression
Gene  9 ,Gene  12 ,2.78786879685323e-38,activation/repression
Gene  10 ,Gene  6 ,2.40981595977694e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
