,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.00788472163904372,0.006494395787262516,0.007277594622339129,0.0060629416876244735,0.006121851712993008,0.008625647462079084,0.012234894207472981,0.024242239345179713,0.21369917319313927,0.09359053125338258,0.030683992067019255,0.015535869676035386,0.010974733094043036,0.010283057854478896,0.008270469585068461,0.007792215060750383,0.007753426670476868
g10,0.048822064262510984,0.0,0.24607858572976177,0.09898859207967767,0.06394055080528106,0.037977303068173415,0.02508504843792553,0.018719483601413997,0.01989777244399843,0.025342096091598872,0.04571183634210781,0.031512252224120706,0.02551787533264408,0.026954158251614842,0.04222672424400188,0.061884503090299366,0.10223403538222732,0.28226662682658127
g11,0.04718070362134717,0.31626531815692993,0.0,0.25360983106728535,0.11469952521799444,0.05831420517040446,0.03263362679134034,0.022321017918413278,0.020362783943562446,0.0340846685868972,0.04990361205255574,0.03054512983442537,0.02117554836425594,0.02090933089471668,0.023438703817544475,0.03772678450864772,0.06464401758688841,0.12657617734306964
g12,0.048951722310926246,0.12360809332511398,0.2720214145103981,0.0,0.21693858493654702,0.14013818488429725,0.06593008784441595,0.03179169423447688,0.0322332615225274,0.031119095826088166,0.045909647908831154,0.028599239662525724,0.020002664635349776,0.017755174931663523,0.019324351265675804,0.020368303217847085,0.031863577360428774,0.0635700210243939
g13,0.04798821443064989,0.06075817948842523,0.1256563291470546,0.2567111914980334,0.0,0.2727769084707769,0.12643187489901309,0.06710198127817718,0.04562280349313732,0.030044784906884104,0.043132187472195396,0.029061174329333094,0.01662973384403611,0.01341491417991167,0.012687165863053393,0.013826683468232433,0.014678417111584739,0.029564293168531378
g14,0.048432369997141275,0.0319701672100896,0.06428928439963201,0.15097387727458578,0.3197705795343313,0.0,0.23115348625110238,0.11930869779176369,0.0627938778978562,0.042730130129153734,0.04733990434951963,0.02985079085289751,0.01773500923347142,0.011966220849424626,0.010949034590219451,0.009523175541549165,0.013113122269774811,0.01638990809599366
g15,0.05650207234510489,0.01939684206852489,0.024985888131480855,0.05283606768334004,0.12141362741510232,0.26933510561605883,0.0,0.24866867057995146,0.12221729270395403,0.06308040400013849,0.053314091506655385,0.028023719231786995,0.01724366671823899,0.01202054164779623,0.009533478684035621,0.009970101577197249,0.009009755614284718,0.012515781016945724
g16,0.06432987609874781,0.007901462303681966,0.012430311241955549,0.02756846384670139,0.0486347108745785,0.09598400487858494,0.3195584086772206,0.0,0.31402132557971085,0.08814427891746078,0.04723961405502771,0.03127842363666514,0.01848351589085075,0.01256973864793495,0.010334687428747694,0.007306427095816167,0.0069045276963696205,0.007868842646388494
g17,0.06447598625483295,0.006828088974999861,0.007362843810571576,0.008786575172989884,0.012737247146519689,0.034800712697751125,0.09158237905386421,0.33557145314103004,0.0,0.2725526176866377,0.049996812043621816,0.0295132374729883,0.014605116782727039,0.011621314398096145,0.010557908122417768,0.008229826659483365,0.008009871592434815,0.00815297658090373
g18,0.1407254536385178,0.00684571433221574,0.007203569231960219,0.006533595483984644,0.0072248239732811016,0.009942458609859388,0.02052104823084431,0.05828800957359653,0.23751857728387446,0.0,0.04678381554652129,0.028812430527175054,0.018373552107426642,0.012078454159973186,0.01072658779351269,0.00769641114884321,0.007631337814239751,0.009565266430530055
g2,0.08705244867846819,0.006927241220292624,0.007236248533779357,0.005930722657662085,0.006887053930506848,0.0073032570740030715,0.008055095862794648,0.008418070471364072,0.013545401747962597,0.03150302598153826,0.0,0.10933699469600805,0.02431261932228005,0.01455961627550484,0.011435901885390443,0.008841935536357553,0.008716957100712543,0.007470777812431848
g3,0.051405656970974156,0.006883017811667584,0.00896820879141557,0.007217294232603869,0.0051672181009047346,0.005967226820237915,0.00750971325479438,0.007748356463376607,0.018501597311052116,0.027403063872139255,0.15000763766890765,0.0,0.1587247462437491,0.054623190256735156,0.025599929286963908,0.012747904887544502,0.009273329806807229,0.009305482827925624
g4,0.04860685949868418,0.008164686811958564,0.007291862878040037,0.0060043884432133664,0.006935652431938523,0.007275355466553854,0.009278765075959145,0.01180356182870339,0.016797930176223975,0.022784589006387603,0.0835855189670291,0.2617015299665308,0.0,0.22367174633424008,0.07816238767166717,0.035966649875552245,0.023654960473439478,0.012720007480818243
g5,0.045631841787434436,0.01317734408335935,0.00952734352516049,0.006588341056411601,0.006526369420685509,0.0054418922466645,0.006979229214078148,0.008518720272288944,0.012461004996671713,0.022460034470866197,0.05046958993201565,0.13246420596052025,0.3241360697614342,0.0,0.21274570123313813,0.08890511894876775,0.05168560421262847,0.028247907425772642
g6,0.05788617297492321,0.024625462316984432,0.01669733311569171,0.013282034272001579,0.00914143432899755,0.007985905113538088,0.008216214813202392,0.013212929043282848,0.01686008257142233,0.023578062012768384,0.04907183102083793,0.07353210034082845,0.14008410959795345,0.290270638012144,0.0,0.2113833038557015,0.11717278122172604,0.047644250814746596
g7,0.04817477413274067,0.04457873466182189,0.027872582032717762,0.014391958066671696,0.011611151938508514,0.00992972227004008,0.0081575813649416,0.009688882655845969,0.012655207792954561,0.01915491302807416,0.05142878134977461,0.052417804025145516,0.07877575715028276,0.13151873098332137,0.31385285178201894,0.0,0.2468643017035055,0.10395750626974316
g8,0.04858202105542942,0.09457632739123532,0.04020609269989216,0.027247763205227003,0.01668174641596925,0.012722264737314734,0.010992780754965724,0.009987636325771022,0.014175899794194,0.026520361896848654,0.04862009515433694,0.03800283279550034,0.052442268287622815,0.07916346779211138,0.13405621677287127,0.3161029023929311,0.0,0.2256012478481473
g9,0.04612846347491565,0.21843435156338778,0.11512365439107923,0.05509532343562167,0.02219232735233198,0.017739643853419255,0.0182696381838539,0.012476644195647282,0.016162368937610014,0.0278167632645773,0.04197604086535122,0.035402368764295464,0.035241646985338264,0.05296461398134163,0.06436929638282086,0.13928890515999195,0.27534961876797487,0.0
