,PseudoTime1,PseudoTime2
E43_467,NA,0.58469
E637_560,NA,0.70138
E721_591,0.74028,NA
E738_19,0.02258,NA
E642_544,NA,0.6813
E40_486,0.60853,NA
E259_611,0.76537,NA
E379_479,NA,0.59975
E614_222,NA,0.27729
E969_119,0.14806,NA
E137_552,NA,0.69134
E992_105,0.13049,NA
E477_549,NA,0.68758
E794_460,NA,0.57591
E349_104,NA,0.12923
E409_78,NA,0.09661
E612_465,NA,0.58218
E251_490,NA,0.61355
E146_403,NA,0.50439
E663_418,NA,0.52321
E988_569,NA,0.71267
E236_139,NA,0.17315
E122_530,0.66374,NA
E413_461,NA,0.57716
E892_752,NA,0.94228
E132_558,0.69887,NA
E882_750,NA,0.93977
E953_342,0.42785,NA
E484_662,NA,0.82936
E64_609,NA,0.76286
E341_178,NA,0.22208
E611_206,NA,0.25721
E785_430,0.53827,NA
E861_177,0.22083,NA
E606_511,0.6399,NA
E603_154,0.19197,NA
E53_759,NA,0.95107
E407_100,NA,0.12422
E390_408,NA,0.51066
E901_203,NA,0.25345
E860_704,0.88206,NA
E148_333,0.41656,NA
E104_190,0.23714,NA
E944_284,NA,0.35508
E295_649,NA,0.81305
E639_390,NA,0.48808
E991_624,NA,0.78168
E936_744,0.93225,NA
E513_106,0.13174,NA
E659_108,0.13425,NA
E715_550,NA,0.68883
E743_588,NA,0.73651
E688_119,NA,0.14806
E203_110,0.13676,NA
E269_174,0.21706,NA
E831_92,0.11418,NA
E968_11,0.01255,NA
E941_238,NA,0.29737
E647_325,NA,0.40652
E689_25,NA,0.03011
E585_156,NA,0.19448
E852_140,0.1744,NA
E732_496,0.62108,NA
E511_764,NA,0.95734
E26_36,NA,0.04391
E93_454,0.56838,NA
E997_514,0.64366,NA
E33_438,0.54831,NA
E106_655,NA,0.82058
E45_494,NA,0.61857
E196_318,NA,0.39774
E781_684,0.85696,NA
E421_575,NA,0.7202
E29_28,0.03388,NA
E193_159,0.19824,NA
E434_676,0.84693,NA
E553_209,NA,0.26098
E497_124,0.15433,NA
E551_538,NA,0.67378
E748_503,0.62986,NA
E383_144,0.17942,NA
E694_101,NA,0.12547
E841_559,NA,0.70013
E103_150,NA,0.18695
E543_367,NA,0.45922
E579_575,0.7202,NA
E58_511,NA,0.6399
E894_40,NA,0.04893
E652_236,0.29486,NA
E701_685,NA,0.85822
E17_355,0.44417,NA
E11_750,0.93977,NA
E420_360,0.45044,NA
E112_193,NA,0.2409
E580_103,NA,0.12798
E916_796,NA,0.99749
E198_119,0.14806,NA
E382_23,NA,0.0276
E829_576,NA,0.72146
E727_268,0.33501,NA
E317_473,0.59222,NA
E840_382,NA,0.47804
E963_521,0.65245,NA
E549_377,0.47177,NA
E636_98,0.12171,NA
E3_764,0.95734,NA
E649_237,NA,0.29611
E631_714,NA,0.8946
E673_494,NA,0.61857
E199_752,0.94228,NA
E635_422,NA,0.52823
E422_158,NA,0.19699
E316_61,NA,0.07528
E902_775,0.97114,NA
E912_730,0.91468,NA
E643_375,NA,0.46926
E499_482,NA,0.60351
E220_226,NA,0.28231
E595_740,NA,0.92723
E677_202,0.2522,NA
E361_708,0.88708,NA
E298_40,0.04893,NA
E709_567,NA,0.71016
E545_134,NA,0.16688
E108_63,0.07779,NA
E369_585,NA,0.73275
E605_663,NA,0.83061
E410_84,0.10414,NA
E989_756,NA,0.9473
E717_374,0.46801,NA
E23_135,NA,0.16813
E49_562,0.70389,NA
E290_20,NA,0.02384
E142_589,0.73777,NA
E604_294,NA,0.36763
E609_72,NA,0.08908
E816_297,NA,0.37139
E905_655,0.82058,NA
E895_745,NA,0.9335
E796_112,NA,0.13927
E474_153,NA,0.19072
E402_731,0.91593,NA
E775_498,NA,0.62359
E453_361,0.45169,NA
E698_602,0.75408,NA
E703_456,NA,0.57089
E818_391,0.48934,NA
E20_388,0.48557,NA
E226_28,NA,0.03388
E863_698,NA,0.87453
E270_44,0.05395,NA
E440_292,0.36512,NA
E46_287,0.35885,NA
E788_422,0.52823,NA
E849_143,0.17817,NA
E975_23,NA,0.0276
E448_434,0.54329,NA
E399_683,0.85571,NA
E830_518,NA,0.64868
E321_631,NA,0.79046
E271_523,0.65496,NA
E760_194,NA,0.24216
E337_317,0.39649,NA
E594_442,0.55332,NA
E610_76,0.0941,NA
E801_418,NA,0.52321
E340_30,NA,0.03639
