SourceGENES,TargetGENES,Interaction,Edges
Gene  5 ,Gene  6 ,1,activation/repression
Gene  6 ,Gene  5 ,0.756568747739065,activation/repression
Gene  5 ,Gene  3 ,0.707007221942178,activation/repression
Gene  6 ,Gene  3 ,0.624155534203341,activation/repression
Gene  4 ,Gene  5 ,0.305687732752677,activation/repression
Gene  4 ,Gene  6 ,0.270739078530546,activation/repression
Gene  7 ,Gene  5 ,0.2471265168324,activation/repression
Gene  4 ,Gene  3 ,0.212318731989072,activation/repression
Gene  7 ,Gene  6 ,0.209512211307831,activation/repression
Gene  2 ,Gene  7 ,0.191655841798504,activation/repression
Gene  2 ,Gene  1 ,0.137284574316712,activation/repression
Gene  2 ,Gene  8 ,0.131242200551406,activation/repression
Gene  1 ,Gene  5 ,0.116999683959479,activation/repression
Gene  1 ,Gene  4 ,0.103699905516052,activation/repression
Gene  7 ,Gene  4 ,0.0831214438937217,activation/repression
Gene  2 ,Gene  6 ,0.0785791769161698,activation/repression
Gene  1 ,Gene  7 ,0.0773392702201693,activation/repression
Gene  2 ,Gene  4 ,0.0739282960252621,activation/repression
Gene  1 ,Gene  6 ,0.0720328183826074,activation/repression
Gene  8 ,Gene  7 ,0.0484296876682317,activation/repression
Gene  8 ,Gene  4 ,0.0457468454585065,activation/repression
Gene  8 ,Gene  5 ,0.0453313868583339,activation/repression
Gene  8 ,Gene  6 ,0.0430241229455265,activation/repression
Gene  8 ,Gene  1 ,0.029450510760067,activation/repression
Gene  2 ,Gene  5 ,0.0199425381416001,activation/repression
Gene  8 ,Gene  3 ,0.0104693457154696,activation/repression
Gene  8 ,Gene  2 ,0.00783473535788987,activation/repression
Gene  3 ,Gene  2 ,6.13184813583056e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
