SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  10 ,1,activation/repression
Gene  1 ,Gene  10 ,0.973963983490936,activation/repression
Gene  4 ,Gene  3 ,0.969548651211228,activation/repression
Gene  3 ,Gene  8 ,0.904144679903756,activation/repression
Gene  3 ,Gene  2 ,0.893673905819545,activation/repression
Gene  3 ,Gene  1 ,0.72439416468386,activation/repression
Gene  4 ,Gene  1 ,0.670826958063551,activation/repression
Gene  4 ,Gene  2 ,0.642942071941841,activation/repression
Gene  3 ,Gene  10 ,0.581220989682602,activation/repression
Gene  1 ,Gene  2 ,0.491802386301583,activation/repression
Gene  8 ,Gene  6 ,0.458661846482751,activation/repression
Gene  7 ,Gene  6 ,0.435300893023748,activation/repression
Gene  3 ,Gene  7 ,0.32806094873764,activation/repression
Gene  6 ,Gene  5 ,0.306290837422699,activation/repression
Gene  7 ,Gene  5 ,0.218407895816574,activation/repression
Gene  6 ,Gene  4 ,0.194367670884689,activation/repression
Gene  8 ,Gene  5 ,0.186032851029072,activation/repression
Gene  3 ,Gene  4 ,0.153565398870791,activation/repression
Gene  8 ,Gene  10 ,0.118883273004301,activation/repression
Gene  2 ,Gene  9 ,0.0933038430181915,activation/repression
Gene  1 ,Gene  8 ,0.0709006074941125,activation/repression
Gene  3 ,Gene  9 ,0.0112537069303113,activation/repression
Gene  10 ,Gene  9 ,8.99584311004906e-36,activation/repression
Gene  9 ,Gene  7 ,7.88474144975672e-36,activation/repression
Gene  5 ,Gene  4 ,4.44090113613163e-36,activation/repression
Gene  10 ,Gene  7 ,3.88688600189201e-36,activation/repression
Gene  9 ,Gene  6 ,3.0638806763405e-36,activation/repression
Gene  5 ,Gene  6 ,2.3782754462993e-36,activation/repression
Gene  9 ,Gene  8 ,7.16505167590599e-37,activation/repression
Gene  9 ,Gene  5 ,4.8573497149871e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  8 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
