,PseudoTime
E786_1026,0.6047197640117994
E999_1276,0.7522123893805309
E818_833,0.49085545722713864
E304_1122,0.6613569321533923
E273_1017,0.5994100294985251
E87_28,0.01592920353982301
E940_952,0.5610619469026549
E534_4,0.0017699115044247787
E886_10,0.005309734513274336
E439_744,0.4383480825958702
E645_1458,0.8595870206489675
E801_1380,0.8135693215339233
E198_714,0.4206489675516224
E589_581,0.3421828908554572
E920_984,0.5799410029498525
E868_344,0.20235988200589972
E420_1691,0.9970501474926253
E952_266,0.15634218289085547
E613_1559,0.9191740412979351
E177_799,0.47079646017699117
E433_255,0.14985250737463127
E393_226,0.13274336283185842
E443_1467,0.8648967551622418
E150_184,0.1079646017699115
E220_1331,0.7846607669616519
E394_305,0.17935103244837758
E435_680,0.40058997050147493
E863_480,0.2825958702064897
E219_822,0.48436578171091443
E278_721,0.4247787610619469
E387_1126,0.6637168141592921
E343_609,0.35870206489675516
E747_745,0.4389380530973451
E819_935,0.5510324483775811
E206_1006,0.5929203539823009
E342_194,0.11386430678466077
E299_1151,0.6784660766961652
E183_1530,0.9020648967551622
E979_329,0.1935103244837758
E669_1567,0.9238938053097345
E242_1227,0.7233038348082595
E438_1615,0.952212389380531
E789_1015,0.5982300884955752
E107_1428,0.8418879056047197
E969_566,0.3333333333333333
E16_20,0.011209439528023599
E605_244,0.1433628318584071
E222_325,0.1911504424778761
E989_1218,0.7179941002949852
E68_1253,0.7386430678466077
E743_914,0.5386430678466076
E156_1186,0.6991150442477876
E270_1560,0.91976401179941
E803_1243,0.7327433628318584
E145_60,0.03480825958702065
E995_303,0.17817109144542773
E328_1389,0.8188790560471977
E651_622,0.3663716814159292
E66_240,0.1410029498525074
E814_856,0.504424778761062
E972_675,0.3976401179941003
E21_1065,0.6277286135693215
E175_1185,0.6985250737463127
E78_1067,0.6289085545722713
E84_163,0.09557522123893805
E465_1562,0.9209439528023599
E37_86,0.05014749262536873
E359_111,0.06489675516224189
E773_1013,0.5970501474926254
E485_973,0.5734513274336284
E727_1120,0.6601769911504425
E687_1053,0.6206489675516225
E463_855,0.503834808259587
E862_1534,0.904424778761062
E366_1565,0.9227138643067847
E486_11,0.0058997050147492625
E326_83,0.04837758112094395
E400_519,0.3056047197640118
E310_420,0.2471976401179941
E38_1009,0.5946902654867257
E142_1007,0.5935103244837758
E279_19,0.010619469026548672
E22_101,0.058997050147492625
E97_91,0.05309734513274336
E341_378,0.2224188790560472
E621_206,0.12094395280235988
E574_1323,0.7799410029498525
E609_395,0.23244837758112094
E92_969,0.5710914454277286
E398_201,0.11799410029498525
E701_783,0.46135693215339235
E162_1306,0.7699115044247787
E530_200,0.11740412979351032
E48_1434,0.8454277286135693
E466_434,0.25545722713864305
E402_1598,0.9421828908554573
E96_827,0.4873156342182891
E138_713,0.4200589970501475
E639_975,0.5746312684365782
E388_727,0.4283185840707965
E271_122,0.07138643067846608
E201_1081,0.6371681415929203
E182_1230,0.7250737463126844
E888_786,0.4631268436578171
E981_1317,0.776401179941003
E474_1082,0.6377581120943953
E289_1485,0.8755162241887906
E327_760,0.44778761061946903
E121_1346,0.7935103244837758
E709_73,0.04247787610619469
E618_901,0.5309734513274337
E193_1510,0.8902654867256637
E734_1103,0.6501474926253688
E723_983,0.5793510324483776
E164_190,0.11150442477876106
E18_580,0.3415929203539823
E461_1428,0.8418879056047197
E982_813,0.4790560471976401
E555_670,0.39469026548672564
E3_506,0.29793510324483774
E207_748,0.4407079646017699
E579_92,0.05368731563421829
E128_298,0.1752212389380531
E163_1241,0.7315634218289085
E143_317,0.1864306784660767
E34_335,0.19705014749262537
E167_1554,0.9162241887905604
E95_5,0.002359882005899705
E825_580,0.3415929203539823
E58_636,0.3746312684365782
E213_1086,0.640117994100295
E265_147,0.08613569321533923
E746_905,0.5333333333333333
E559_1103,0.6501474926253688
E707_1227,0.7233038348082595
E274_1141,0.672566371681416
E203_1369,0.8070796460176991
E459_398,0.23421828908554573
E946_381,0.22418879056047197
E481_1595,0.9404129793510324
E810_1121,0.6607669616519174
E196_355,0.2088495575221239
E235_37,0.021238938053097345
E416_774,0.456047197640118
E197_132,0.07728613569321534
E906_1230,0.7250737463126844
E195_1051,0.6194690265486725
E869_81,0.0471976401179941
E539_830,0.48908554572271384
E694_703,0.41415929203539825
E792_1459,0.8601769911504424
E896_1233,0.7268436578171091
E753_1143,0.6737463126843658
E934_551,0.32448377581120946
E932_161,0.0943952802359882
E476_446,0.26253687315634217
E678_187,0.10973451327433628
E189_774,0.456047197640118
E158_819,0.4825958702064897
E593_417,0.24542772861356932
E616_1282,0.7557522123893805
E516_887,0.5227138643067847
E791_1322,0.7793510324483776
E212_1213,0.7150442477876107
E32_447,0.26312684365781713
E668_672,0.3958702064896755
E788_1237,0.7292035398230089
E897_167,0.09793510324483776
E300_729,0.4294985250737463
E902_1388,0.8182890855457227
E730_644,0.3793510324483776
E415_928,0.5469026548672566
E724_253,0.1486725663716814
E557_786,0.4631268436578171
E332_727,0.4283185840707965
E950_79,0.04601769911504425
E56_1601,0.943952802359882
E357_749,0.44129793510324483
E673_423,0.24896755162241888
E846_17,0.00943952802359882
E184_1399,0.8247787610619469
E90_570,0.335693215339233
