SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  2 ,Gene  1 ,0.170516070196882,activation/repression
Gene  2 ,Gene  6 ,0.0525970415064374,activation/repression
Gene  7 ,Gene  6 ,4.8091601260426e-37,activation/repression
Gene  4 ,Gene  3 ,3.96607596010234e-37,activation/repression
Gene  5 ,Gene  3 ,3.41689302072847e-37,activation/repression
Gene  7 ,Gene  5 ,3.37115621795798e-37,activation/repression
Gene  6 ,Gene  5 ,3.03155432991134e-37,activation/repression
Gene  1 ,Gene  5 ,2.75810296522109e-37,activation/repression
Gene  6 ,Gene  7 ,1.82663552856961e-37,activation/repression
Gene  5 ,Gene  4 ,1.55082085437009e-37,activation/repression
Gene  6 ,Gene  4 ,1.18213006350464e-37,activation/repression
Gene  7 ,Gene  4 ,9.95576804288002e-38,activation/repression
Gene  7 ,Gene  3 ,8.51698200673317e-38,activation/repression
Gene  6 ,Gene  3 ,2.26950838555041e-38,activation/repression
Gene  1 ,Gene  4 ,1.57337734624011e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
