,g1,g10,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.5073157819080835,0.29275076390663923,0.05893065590178212,0.03919119104499923,0.03938464296747957,0.043856572677017334,0.046220456103696184,0.11315637959321666,0.18104437738749113
g10,0.4564848251977282,0.0,0.19048854192053205,0.06736847020893796,0.05123720495895996,0.05814077299519183,0.054647924985460644,0.05491354162126233,0.16440675167377572,0.3398127720339942
g2,0.11973237303760448,0.10940076549076627,0.0,0.24924408609453522,0.023296651732632085,0.020945341159450036,0.04000719591890835,0.033885609708722154,0.03503875608396976,0.03893944813424596
g3,0.013281736161141812,0.006580654039890317,0.17930806007646574,0.0,0.07184670777875188,0.07430363511928964,0.04236726783950507,0.043293510804497795,0.027510281117107415,0.011982165231059749
g4,0.030814999478566602,0.02512633562835968,0.04818959316583245,0.1367956573153498,0.0,0.17840484642740947,0.35406796835483645,0.2189216978540742,0.04364736348247139,0.058359597672371914
g5,0.03233119100451475,0.020057470566919776,0.044504868579218274,0.13751978567614973,0.16273078434899846,0.0,0.19564819779042328,0.34133559262200003,0.04913785194694075,0.05347761527672055
g6,0.022855116991997774,0.017292160366716228,0.04872752601330123,0.07714687168150546,0.30747966735597454,0.12269693216767143,0.0,0.0795849410840914,0.0690983257059981,0.022706154696997112
g7,0.022478067969448335,0.019851167552691534,0.04878477276700638,0.07022832409727518,0.13266041031110826,0.29848656245285304,0.0743920716603879,0.0,0.06426172096155261,0.018868648460599744
g8,0.09014894682717364,0.07464749176430141,0.053059870282386165,0.11723465986309145,0.07529561973446287,0.08518532248312917,0.14164031015630196,0.13437184806083224,0.0,0.27415756174436445
g9,0.2103951480050316,0.21870187854058343,0.0923567796558167,0.08399083806227466,0.1350279966031859,0.12105405819882473,0.05393047143985112,0.04775235860252065,0.4329233020729163,0.0
