,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.00835750802497043,0.008448028892106439,0.006324446862175157,0.006938361517381352,0.0064342707209454585,0.010620161944359482,0.013208658923406287,0.02894908117548565,0.18563554255041548,0.06445295000332792,0.03558590328229249,0.02195141358876421,0.014791323251219329,0.01094158842505764,0.00858206523683991,0.007333564801736086,0.006592156775812116
g10,0.04799436509513401,0.0,0.23771859100475104,0.12060524986299706,0.05900897400148039,0.030927959194332718,0.0241107264227546,0.015346033423814985,0.0169918430006453,0.024764415543138914,0.05060003477620467,0.03850798534568664,0.027976040722346492,0.02968565054447937,0.03923090947599199,0.0842493920226662,0.1303694261224957,0.2924380459583493
g11,0.06208127180733814,0.27885807217236763,0.0,0.2366558591721068,0.10474850061365146,0.05026430850647159,0.032641056358473954,0.023862064039309766,0.024123978546719826,0.023319380404080776,0.05872971709193428,0.033381708900306395,0.023484922147236215,0.02107416143417694,0.027388926278171556,0.043377712798647994,0.05192595530981884,0.10039420074909641
g12,0.052435528137222645,0.13047478883975638,0.29593250810473204,0.0,0.2405551988322384,0.11861867642585032,0.05718989006773996,0.04031479987544813,0.02771133522090493,0.031015383337358395,0.05178591264463886,0.03847353253180226,0.025479559853371487,0.018560304366630264,0.019966746133613007,0.024852562414128823,0.039232730942819316,0.05273417971677375
g13,0.05074058456224984,0.06110799178946885,0.12297302742880876,0.30328483264268036,0.0,0.25165752900480476,0.11668208209539958,0.07454130707360111,0.04153853377518747,0.030054243735020587,0.05281966300999489,0.032620019175378774,0.022802042051905908,0.01774889677733398,0.014940868138875577,0.014793936802269397,0.01936977118965818,0.02816608429737637
g14,0.04691593962667057,0.030019344622643707,0.050552756814913856,0.10737766079747041,0.3140172570532531,0.0,0.265080672049926,0.13146939299718666,0.07410555008213748,0.04303823667503836,0.05093587861859198,0.0359425993427396,0.021022135835154127,0.01516272754461581,0.012670328188786937,0.012694758733991836,0.012075024436003385,0.015537026190765545
g15,0.0530725757076896,0.013689264956494366,0.02020351817353902,0.05304410860498471,0.10530628218646466,0.3037473116584958,0.0,0.27715598752632853,0.12740662851498402,0.06291267214931127,0.04739191646896272,0.035262318975880676,0.021993684131680683,0.01588952445848873,0.0109467952224338,0.010321988464616008,0.00842877504522774,0.00851530254214504
g16,0.0653122812910798,0.01008277222108804,0.01573598194668873,0.020377130104562904,0.05707551594446841,0.10550806189849926,0.2879809117155411,0.0,0.3126775373622338,0.11064900843399347,0.058055799358639415,0.03560130253139243,0.020626033166531346,0.013309407528696792,0.011456854081185476,0.00958298867803476,0.008940094796720649,0.00745166205192368
g17,0.06787037967082629,0.007527665642155108,0.00735392541041383,0.009434237676972124,0.016293334999985754,0.04359931419416458,0.10574277922750559,0.29313036632179207,0.0,0.2827443280401206,0.057588586804841774,0.03067012418345706,0.026346935302963156,0.014913322657050879,0.01084730842406114,0.009343285892620064,0.007428828482372033,0.006704423098732539
g18,0.1324055452808685,0.006778430040443255,0.008256079855033443,0.006152081739365827,0.0072299681777684794,0.00902724014376644,0.016250561585610657,0.04541478288863512,0.22424065330105467,0.0,0.05779312368645558,0.03955588465881456,0.023491296973097247,0.013968709733861526,0.01057961887428683,0.007556474390090163,0.00726733028508231,0.006962308113798076
g2,0.06792587106780158,0.007172382564618729,0.00688885727368145,0.007447602386752471,0.007181557858554392,0.0060446535184983255,0.007466964412374523,0.009506745813643169,0.014824632807902898,0.03514141933360488,0.0,0.09344474039746739,0.028587988334842485,0.015695593917825424,0.012074637978370316,0.009876532883883155,0.008138683777737014,0.00847775313248556
g3,0.049771235648105344,0.006651231440335771,0.008261177115478748,0.007461915240137987,0.0069561580199218945,0.007441480774861173,0.00896646260825323,0.012748907842396467,0.015546839436729626,0.019625911824258407,0.11029890509167124,0.0,0.15642860170296755,0.043175971649242834,0.020698268802706622,0.011281852960783191,0.009945410884095118,0.008354564682155749
g4,0.04655706064492701,0.010282162021778963,0.007114790877527982,0.005777778414880294,0.006459418758084411,0.006756751149164173,0.009018947301924131,0.010015767064287008,0.016790850223212736,0.017165390368758433,0.0690739696015171,0.24234670223952498,0.0,0.19073961402174552,0.06471533741532355,0.024066036314757285,0.016037330493531708,0.011322575665314255
g5,0.053444026693761644,0.012072287974969259,0.009472811553092928,0.007846388327542173,0.006138608335296086,0.007287283424846483,0.009358475516267185,0.007599471762391323,0.016505904499143655,0.031878754045971965,0.05707625015834783,0.10306068234606694,0.2709374017579172,0.0,0.19813692882339734,0.07581177686983426,0.03781375195616798,0.025171013832638037
g6,0.051743195173215295,0.02582355937367663,0.015982807825264886,0.012609324126509381,0.010162885384449417,0.009190146984944733,0.009783866535560301,0.010122732454882103,0.0148831906544906,0.017707875662949523,0.056101397818115836,0.06484581141907486,0.14802755734621165,0.30169724668285614,0.0,0.20199882355145465,0.09487953120958005,0.053535389263313804
g7,0.047009027719467585,0.06425453332920536,0.03430411724235734,0.014685251970477703,0.010781544076151298,0.00970902436835554,0.009132579394036706,0.010123790124962017,0.01610582549777736,0.023575604850659806,0.054048107418733615,0.050096672003669115,0.07085974353858593,0.1388332446158866,0.32379761609308744,0.0,0.24439695281663049,0.11884134794031102
g8,0.050895562354171434,0.10644084134108679,0.053665289070832796,0.029262076241511028,0.016349875999735048,0.012210685672451005,0.010698290077916974,0.011502262947790545,0.013829194282902715,0.02440268216297629,0.04960548075532173,0.04895521473778681,0.046066324039005124,0.07808688952850977,0.1340592264735061,0.29693968121221886,0.0,0.24770211536580433
g9,0.05131264324064293,0.21974708561717146,0.09620959456138271,0.05027665030823792,0.024364463036823464,0.02102379533251542,0.015772167004838713,0.012857858611619463,0.0174291099565089,0.03356615398013481,0.0514891357147425,0.04147464102198907,0.04224149673272369,0.05642643115249792,0.07681490614618623,0.15302745937123075,0.2950829228589381,0.0
