SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  1 ,1,activation/repression
Gene  1 ,Gene  4 ,0.667646483316532,activation/repression
Gene  2 ,Gene  8 ,0.595085074321933,activation/repression
Gene  1 ,Gene  5 ,0.512247796047993,activation/repression
Gene  2 ,Gene  9 ,0.353771896842289,activation/repression
Gene  2 ,Gene  5 ,0.111759742134498,activation/repression
Gene  8 ,Gene  9 ,0.108078619531365,activation/repression
Gene  1 ,Gene  3 ,0.0603788310781452,activation/repression
Gene  8 ,Gene  1 ,0.0520628748588809,activation/repression
Gene  3 ,Gene  2 ,0.051924513384854,activation/repression
Gene  2 ,Gene  4 ,0.0456295818749826,activation/repression
Gene  3 ,Gene  8 ,0.0414984127996593,activation/repression
Gene  8 ,Gene  4 ,0.0343303232718724,activation/repression
Gene  8 ,Gene  6 ,0.0287951689065079,activation/repression
Gene  8 ,Gene  5 ,0.0276111112176865,activation/repression
Gene  8 ,Gene  7 ,0.0208346497056761,activation/repression
Gene  3 ,Gene  1 ,0.0163204957105545,activation/repression
Gene  3 ,Gene  7 ,0.0151626670528958,activation/repression
Gene  5 ,Gene  3 ,3.371350256879e-37,activation/repression
Gene  7 ,Gene  9 ,3.23705296530337e-37,activation/repression
Gene  4 ,Gene  3 ,2.66046774274579e-37,activation/repression
Gene  9 ,Gene  5 ,2.6477173330746e-37,activation/repression
Gene  7 ,Gene  8 ,1.48372072974921e-37,activation/repression
Gene  9 ,Gene  4 ,1.27058081327337e-37,activation/repression
Gene  7 ,Gene  1 ,7.14281862686318e-38,activation/repression
Gene  6 ,Gene  3 ,5.73243286747866e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  6 ,0,no regulation
Gene  9 ,Gene  7 ,0,no regulation
Gene  9 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
