TE	0	1	2	3	4	5	6	7	8	9
0	0	0.009009663435785239	0.056447561257920324	0.042378743457653294	0.03106229996586535	0.056477875773727315	0.06099143471406599	0.10183337379961041	0.03244011192022558	0.03025382815587952
1	0.007508596072622004	0	0.043069797937789686	0.043666825985579694	0.006317064484920009	0.010874194160075023	0.02698856411777461	0.04434917434775328	0.03411926623272652	0.0274529432639823
2	0.04325122964399936	0.027687224218283246	0	0.036278547896528714	0.034996660052561294	0.048221929665357564	0.05421394436204993	0.08176691002144879	0.03552803362303386	0.03021482002584061
3	0.057658322953288384	0.03591490592345446	0.02999235201198918	0	0.03589597899205635	0.04264303482099264	0.05263202947248467	0.0725739897707631	0.02274443598519838	0.030940114417535636
4	0.03168680764639894	0.003408976658103445	0.07441677162346447	0.03726777572438287	0	0.10772699577455253	0.0633370300469504	0.08433687274380182	0.04274269842092085	0.007167246126009341
5	0.05306905651748858	0.003209028117737103	0.05999265282004598	0.051956704322842655	0.11719270396548856	0	0.07007201648839019	0.07443632551444267	0.04000501656768465	0.009522560380174495
6	0.04491932839125078	0.01142456053409218	0.033012081024664436	0.03373783921039796	0.09350480809240944	0.07822872989229973	0	0.10906524259545253	0.04307110081303004	0.024343708133367364
7	0.051247119312057665	0.015170437660922402	0.05589794196009379	0.04887749991173853	0.053717242885123855	0.07583608090094404	0.07197948613226823	0	0.048486814795825256	0.0255084561679243
8	0.040295309673305156	0.01782137504555762	0.04264879219952584	0.044960030989312116	0.05113512098235568	0.06245067247886453	0.07112477944088529	0.11011469943370354	0	0.035468134114056284
9	0.04004275191770331	0.03445650560913567	0.04827364232018902	0.04667119196544721	0.012012148174435026	0.02960896103628063	0.0494997758527309	0.08185487863112247	0.03843896305965868	0
