TE	0	1	2	3	4	5	6	7	8	9
0	0	0.006121052806862095	0.026783638681862256	0.012014625055814928	0.04750393359029771	0.057534445236405184	0.06424040194859602	0.061725923332172555	0.024697163847064805	0.0027692410365439896
1	0.02003687966333088	0	0.027413814565318308	0.015631226261944464	0.014140676249634037	0.023877380105864036	0.03239507089571835	0.04446373259519902	0.022906327697338524	0.005060396785363341
2	0.034283825361641054	0.013841514515507854	0	0.012781582518465305	0.04286135230178309	0.04291906129568679	0.05346963541150698	0.056663058582063844	0.012405856029175965	0.014208320862165752
3	0.029731996344182565	0.01747551506369162	0.03093786434836002	0	0.03708772305567636	0.04353439007132878	0.05189790925050581	0.043965490962778554	0.007966558070979821	0.014274079491228265
4	0.01746397416205053	0.004639872808979988	0.030301028346069372	0.016842275994179087	0	0.1706868084111691	0.09392256989191608	0.08175574564601247	0.049133977453920945	0.009893962534729602
5	0.020695053504536296	0.0031887621536844405	0.021272012222744097	0.015714021436177898	0.1655708233634522	0	0.08586529643539707	0.08779858764738692	0.03133946880489413	0.01067211217343107
6	0.019605368427291128	0.00857322733510832	0.013102768891011892	0.01845363295856545	0.08006887951000295	0.11459263420395668	0	0.12245406012250341	0.028635857675171277	0.016981403399334672
7	0.01812221404313585	0.015020746101495612	0.024594024771677644	0.010403269130782097	0.05814757431213302	0.0982825544459107	0.11524122932520464	0	0.04026553141734201	0.016565096095630782
8	0.013015956988496637	0.014288420185974152	0.018716527811587603	0.01940516541324558	0.09683201336153194	0.09883450728564086	0.08772324263103004	0.0853273099955692	0	0.023052760486771084
9	0.017151387684884396	0.024791416330977246	0.021442034135895245	0.0162754498054892	0.048433287944395734	0.057315186177912696	0.08055101923814416	0.0728222811943449	0.043043489967395376	0
