SourceGENES,TargetGENES,Interaction,Edges
Gene  5 ,Gene  4 ,1,activation/repression
Gene  6 ,Gene  5 ,0.484241546891683,activation/repression
Gene  2 ,Gene  1 ,0.312688672644808,activation/repression
Gene  2 ,Gene  7 ,0.246196249979337,activation/repression
Gene  2 ,Gene  6 ,0.145647424544367,activation/repression
Gene  7 ,Gene  6 ,0.0513602856131775,activation/repression
Gene  7 ,Gene  5 ,0.0431488666190546,activation/repression
Gene  2 ,Gene  5 ,0.0270711289356123,activation/repression
Gene  7 ,Gene  1 ,0.000686808973935234,activation/repression
Gene  1 ,Gene  7 ,7.73961716600335e-37,activation/repression
Gene  1 ,Gene  6 ,6.8494361411895e-37,activation/repression
Gene  3 ,Gene  2 ,4.82251853405312e-37,activation/repression
Gene  1 ,Gene  3 ,2.99673935597321e-37,activation/repression
Gene  1 ,Gene  2 ,2.19916375052449e-37,activation/repression
Gene  1 ,Gene  5 ,2.13976069631756e-37,activation/repression
Gene  4 ,Gene  3 ,1.78490778244139e-37,activation/repression
Gene  1 ,Gene  4 ,1.09445334603511e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
