228,58,77,166,170,119,120,189,283,297,309,26,130,84,66,55,46,99
144,203,237,243,249,255,262,271,284,298,12,21,131,44,96,22,39,143
1,230,238,244,171,148,263,272,285,218,81,83,220,136,194,196,198,73
201,163,164,245,250,256,264,273,286,299,63,30,132,52,53,17,20,74
202,145,24,93,251,257,265,274,287,300,64,43,133,95,67,23,57,114
4,91,41,116,172,258,266,275,288,301,151,152,134,156,87,69,318,160
3,100,101,167,147,259,267,276,289,219,106,153,178,180,88,89,182,199
10,76,47,102,103,212,268,277,290,302,126,129,135,157,68,56,183,161
229,115,48,49,29,50,121,278,291,303,82,176,179,85,140,70,111,162
186,92,78,34,32,60,122,124,215,304,42,154,192,137,195,71,159,225
2,231,146,208,210,173,213,125,292,80,127,177,310,221,223,110,112,320
8,232,206,168,104,61,187,105,190,305,18,191,311,138,224,97,98,321
40,233,239,209,211,174,214,279,293,37,5,9,312,313,158,197,184,226
15,204,207,169,118,35,150,94,216,175,38,27,193,222,314,141,113,200
28,234,240,246,252,149,188,280,294,62,7,14,107,86,315,316,185,322
11,205,165,117,59,36,123,79,217,306,128,51,155,139,181,317,142,227
6,235,241,247,253,260,269,281,295,307,25,31,65,45,54,90,319,323
75,236,242,248,254,261,270,282,296,308,16,19,108,33,109,13,72,324
