314,131,55,92,21,214,147,277,229,313,219,266,178,162,35,49,189,34
260,119,257,232,2,63,12,108,115,295,244,169,157,136,80,166,304,249
322,305,150,293,238,263,27,42,28,261,181,192,36,13,22,65,23,291
269,122,319,148,285,48,118,18,123,280,210,172,109,83,46,154,302,98
276,82,268,299,40,77,215,153,139,311,199,195,121,105,89,188,175,41
273,164,231,286,307,117,251,297,50,235,185,120,68,43,25,99,101,38
290,156,201,179,303,256,33,272,171,292,234,155,81,104,44,75,47,31
278,78,151,85,289,294,310,213,186,245,191,126,132,96,76,62,30,97
233,84,15,10,226,265,316,320,206,267,217,177,130,69,60,73,149,53
287,116,32,57,26,207,129,321,282,275,228,196,200,143,110,127,102,74
324,90,114,67,52,72,107,224,165,246,281,312,144,140,88,216,124,112
323,58,39,86,4,141,51,167,128,239,284,254,230,248,146,240,209,54
317,113,17,61,134,93,14,197,152,252,241,300,223,187,279,160,95,125
301,106,19,16,7,218,5,138,135,270,247,253,262,180,211,236,205,170
255,70,3,56,1,71,6,168,176,258,283,203,158,309,204,271,250,212
318,59,91,11,37,221,24,173,100,242,222,182,137,202,274,194,296,198
264,94,174,183,45,145,29,103,79,220,193,111,159,184,243,315,161,306
259,288,225,20,9,64,8,142,66,237,227,208,87,163,133,298,308,190
