SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  1 ,1,activation/repression
Gene  1 ,Gene  2 ,0.369654850221594,activation/repression
Gene  2 ,Gene  6 ,0.200145737463178,activation/repression
Gene  1 ,Gene  3 ,0.162834742043518,activation/repression
Gene  1 ,Gene  4 ,0.13414420497551,activation/repression
Gene  1 ,Gene  6 ,0.120060773882836,activation/repression
Gene  2 ,Gene  3 ,0.0939777125443026,activation/repression
Gene  1 ,Gene  7 ,0.0571716914680775,activation/repression
Gene  6 ,Gene  5 ,0.0502224084783175,activation/repression
Gene  2 ,Gene  7 ,0.0441880768709818,activation/repression
Gene  4 ,Gene  3 ,0.0342534064395283,activation/repression
Gene  6 ,Gene  7 ,0.0138995539156155,activation/repression
Gene  5 ,Gene  4 ,8.39765833739603e-37,activation/repression
Gene  7 ,Gene  6 ,4.1868020304998e-37,activation/repression
Gene  7 ,Gene  5 ,3.84025882200372e-37,activation/repression
Gene  5 ,Gene  7 ,2.67870321048246e-37,activation/repression
Gene  3 ,Gene  2 ,2.32339385683223e-37,activation/repression
Gene  7 ,Gene  4 ,1.75683796388312e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
