,PseudoTime1,PseudoTime2
E142_402,0.50314,NA
E842_39,0.04768,NA
E414_372,0.4655,NA
E139_416,NA,0.5207
E408_760,NA,0.95232
E186_603,NA,0.75533
E267_485,0.60728,NA
E642_21,NA,0.02509
E530_636,NA,0.79674
E690_266,NA,0.3325
E963_448,0.56085,NA
E443_781,NA,0.97867
E475_226,NA,0.28231
E782_533,0.6675,NA
E653_599,0.75031,NA
E177_739,NA,0.92597
E294_714,NA,0.8946
E752_675,0.84567,NA
E451_470,NA,0.58846
E620_257,0.3212,NA
E400_364,0.45546,NA
E959_179,NA,0.22334
E325_58,NA,0.07152
E286_173,NA,0.21581
E165_107,NA,0.133
E442_258,NA,0.32246
E506_47,NA,0.05772
E894_538,NA,0.67378
E334_81,0.10038,NA
E804_75,0.09285,NA
E295_525,NA,0.65747
E622_631,NA,0.79046
E588_316,NA,0.39523
E596_464,0.58093,NA
E865_301,NA,0.37641
E695_669,NA,0.83814
E12_403,NA,0.50439
E737_543,NA,0.68005
E656_484,0.60602,NA
E187_257,0.3212,NA
E285_178,0.22208,NA
E96_492,0.61606,NA
E696_557,0.69762,NA
E607_213,NA,0.266
E971_404,NA,0.50565
E300_471,0.58971,NA
E918_699,NA,0.87578
E500_510,NA,0.63864
E739_785,NA,0.98369
E512_370,NA,0.46299
E127_298,NA,0.37265
E321_604,NA,0.75659
E200_279,NA,0.34881
E545_328,NA,0.41029
E828_571,0.71518,NA
E519_639,NA,0.8005
E832_609,0.76286,NA
E55_518,NA,0.64868
E93_270,0.33752,NA
E78_713,0.89335,NA
E35_789,NA,0.98871
E257_25,NA,0.03011
E760_664,NA,0.83187
E490_541,0.67754,NA
E224_219,0.27353,NA
E749_51,NA,0.06274
E66_316,NA,0.39523
E744_259,0.32371,NA
E662_365,0.45671,NA
E765_31,NA,0.03764
E599_552,NA,0.69134
E707_202,0.2522,NA
E755_258,NA,0.32246
E555_785,0.98369,NA
E172_735,NA,0.92095
E889_511,NA,0.6399
E287_315,NA,0.39398
E110_55,0.06775,NA
E932_749,NA,0.93852
E83_245,0.30615,NA
E204_582,0.72898,NA
E592_151,0.18821,NA
E202_761,0.95358,NA
E375_343,0.42911,NA
E906_2,0.00125,NA
E178_741,0.92848,NA
E611_335,NA,0.41907
E976_787,NA,0.9862
E137_11,NA,0.01255
E405_472,0.59097,NA
E722_404,0.50565,NA
E554_333,0.41656,NA
E908_471,NA,0.58971
E128_376,0.47051,NA
E228_90,NA,0.11167
E763_539,NA,0.67503
E236_208,NA,0.25972
E670_269,0.33626,NA
E386_243,NA,0.30364
E989_746,NA,0.93476
E353_1,0.0,NA
E364_239,0.29862,NA
E983_792,NA,0.99247
E751_407,NA,0.50941
E326_447,0.5596,NA
E431_130,0.16186,NA
E332_549,0.68758,NA
E560_534,NA,0.66876
E704_271,NA,0.33877
E608_452,0.56587,NA
E939_521,0.65245,NA
E404_702,NA,0.87955
E606_289,0.36136,NA
E698_305,0.38143,NA
E730_114,NA,0.14178
E463_270,0.33752,NA
E251_681,NA,0.8532
E988_704,NA,0.88206
E541_409,NA,0.51192
E513_477,0.59724,NA
E428_246,0.3074,NA
E320_724,0.90715,NA
E770_529,NA,0.66248
E308_270,NA,0.33752
E753_452,NA,0.56587
E806_581,0.72773,NA
E820_608,NA,0.76161
E198_787,0.9862,NA
E508_60,0.07403,NA
E710_596,NA,0.74655
E821_257,NA,0.3212
E861_322,0.40276,NA
E222_580,0.72647,NA
E437_651,0.81556,NA
E460_192,NA,0.23965
E867_131,0.16311,NA
E799_494,0.61857,NA
E51_484,NA,0.60602
E709_76,NA,0.0941
E587_266,NA,0.3325
E274_752,NA,0.94228
E117_196,0.24467,NA
E559_627,NA,0.78545
E729_62,NA,0.07654
E498_209,NA,0.26098
E247_645,0.80803,NA
E945_221,0.27604,NA
E140_94,0.11669,NA
E105_504,NA,0.63112
E503_475,0.59473,NA
E949_570,NA,0.71393
E261_14,NA,0.01631
