TE	0	1	2	3	4	5	6	7	8	9
0	0	0.002042389670679974	0.09103486992669003	0.08521727099366608	0.018827404550262297	0.025595366215643418	0.01802296412465462	0.02601170823995974	0.03246064988002876	0.027030294204520338
1	0.006312298366396801	0	0.06864176026058764	0.08359620110456209	0.006637317059864686	0.0020884149499610536	0.010755444913323984	0.01662631034492767	0.03453005679850532	0.03558596724477688
2	0.05078548607451716	0.02908227847445029	0	0.08339850602501694	0.013748174679293162	0.02140749865542478	0.01859637153892959	0.015790006328922794	0.03749147340721781	0.02870754496276386
3	0.0675766361216084	0.03382681068876283	0.10977668246474065	0	0.010641976101175657	0.033369652550527706	0.0163845381023197	0.017235939379296395	0.03797110090663867	0.026917017067040375
4	0.090137225856785	0.0018334487914372646	0.13121429327289522	0.0962771330752529	0	0.04399434178524739	0.020100044501079307	0.035655549283870595	0.03245189855176278	0.0026039579828102156
5	0.05602548560336649	0.004883065411607456	0.11578560369555775	0.08158932486082648	0.02787746266492334	0	0.02345823967731958	0.021309595008547143	0.019275773030718497	0.0032019269253215146
6	0.07979643787938097	0.0017536602321493715	0.10464899522220136	0.085226024202697	0.019262005207790988	0.036397880283902055	0	0.039541555915105324	0.044395969292461875	0.011835325723665096
7	0.06113985581165552	0.01443405282909491	0.09892904152682148	0.08478789531128798	0.011001011354389635	0.02626311024874751	0.02632080940865893	0	0.02311158635627847	0.022986289465658505
8	0.06300974899571443	0.03004742447984442	0.13074290527253496	0.08639155986258723	0.017169634080231026	0.02592403423128706	0.021973312513876637	0.0257281882840443	0	0.01884123937793815
9	0.04944941714884502	0.01835854452087836	0.11593364237162646	0.08136885748335389	0.009622215883065303	0.01784288399831276	0.0227055620220245	0.03674662747772956	0.027339679734070716	0
