TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0013627615293360204	0.08714134071061298	0.05139659291944739	0.034131024013570536	0.025775636033411844	0.01800626601508487	0.06397595303154524	0.02387029725393391	0.017738805447143197
1	0.009464671670262142	0	0.0768122993041093	0.04510001361861436	0.011689806295748765	0.0029779483931849596	0.013590449243550429	0.03714477993189619	0.03138273161864999	0.02714089956697626
2	0.047419784518949716	0.033979281665468174	0	0.0437729596236669	0.03157407563221387	0.0412298073257964	0.016559337580316934	0.04393494886549147	0.03534599070074811	0.014942469097533906
3	0.05244836934509144	0.03178286217219532	0.07953642058982166	0	0.037456409165336116	0.03493077953898338	0.022915138759229868	0.04234730918091254	0.029708950252013686	0.01240083421500746
4	0.06626815682142514	0.00343453587419659	0.1104849131827875	0.056930987739018835	0	0.07699528975895295	0.0360248539846409	0.05839761472266346	0.02892308646010011	0.0026397148743236005
5	0.04694504726459466	0.009451699604132795	0.0888963966849901	0.05462351182693345	0.07087676191993206	0	0.031131755886618238	0.03867145832616767	0.017714435364766065	0.0012012528019678939
6	0.05477473924458702	0.0009729460831929917	0.08525980392263434	0.046974607344742396	0.03643109389350325	0.0554175078342403	0	0.07377478166769938	0.025240235787357408	0.012569630750094884
7	0.056095893378082254	0.012874581116476548	0.0599367924803129	0.055380412351929705	0.03981457381971629	0.04228558070067836	0.04050777150967308	0	0.024214386176302033	0.02205106288980075
8	0.06270953724650245	0.02596046766644049	0.08515062991231587	0.04926382866623161	0.04949859378875261	0.04993498816803139	0.042224318990449934	0.05859339120770552	0	0.015707678388643027
9	0.04573954129131305	0.023575415483220646	0.09308501809079385	0.049021259490616816	0.021764092632920708	0.023457181311736117	0.038903377001940756	0.058488015028429576	0.022673100948732115	0
