TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0023035282102556193	0.09062703881372407	0.03780655278696979	0.04596275341030334	0.04781438428433275	0.04405903767836334	0.0928086356914975	0.0206642686691877	0.015004432312111347
1	0.008128784355026591	0	0.07179539374424639	0.040103724413449976	0.012945562860484627	0.002916108402083233	0.015590781424542979	0.051064698968637946	0.023475191867613168	0.022442661592794035
2	0.035628616822372505	0.02986244088195539	0	0.04461793913605491	0.04769226449716934	0.0648750338574803	0.046452643855276275	0.07407599709284213	0.03341488905152076	0.006813806140089549
3	0.04044872698869125	0.031941356684516205	0.06284016107836476	0	0.04970868920917507	0.04233883325793351	0.03039996413023763	0.058774890086541534	0.03473514200970066	0.010628210175332848
4	0.04670825522140724	0.003424517645175438	0.08056734629365543	0.049976387058213466	0	0.10528716665491587	0.06268258777479865	0.07220437290539568	0.026611689766039785	0.0020514415902737385
5	0.034486316984611395	0.007831748507535978	0.06753333481950437	0.05019736405806107	0.09576891090404102	0	0.05108850420705519	0.052834663478930885	0.0124902661120358	-0.0002446463599872725
6	0.03573791847856712	0.002038541189536233	0.06020918867088757	0.03605286479560579	0.06479212375378801	0.06767247826229326	0	0.08516011029684385	0.024823570354010352	0.012777615977185835
7	0.04491385368194392	0.01144326425209962	0.0499783655252785	0.05231848921544926	0.05921944548740222	0.06364979469370215	0.05761523888218904	0	0.026107285505791757	0.015871819241502102
8	0.05135232976098269	0.022061115729995952	0.057184336103243694	0.04332270670668426	0.0675980401231052	0.0722310777900425	0.05930843699340086	0.08829139686590025	0	0.018549306072243244
9	0.036830005436432625	0.020268437630684956	0.08567479711802485	0.03976696630384582	0.026792429435573285	0.02954809247647315	0.06188173189506759	0.07000208268359237	0.02093384503327802	0
