TE	0	1	2	3	4	5	6	7	8	9
0	0	0.00718353296663397	0.11854179642455671	0.09281297993256159	0.014669809720026765	0.023012883658071907	0.02390152395686659	0.01685639586948955	0.03568704557018488	0.024227619581625275
1	0.006692372377660997	0	0.0652885734033542	0.06641005659012915	0.003721622132369611	0.008852470000012875	0.013977831004975754	0.014846909867338108	0.03691269439512541	0.03312791600247957
2	0.042063226748443414	0.03792196411598927	0	0.09653434051648731	0.019375045923641247	0.019798204989569777	0.015170765551729786	0.020111808522587718	0.03675509333253635	0.03278033232306753
3	0.07273963039845445	0.04828538863219271	0.10938901904287018	0	0.0262201065479442	0.02011751444289851	0.02621966660446952	0.018950645721817986	0.03704897801265662	0.04120703969790403
4	0.0724618875861938	0.002828386134099792	0.09451502221731108	0.08727637224551549	0	0.04195168894475429	0.026371459440965188	0.03693367094903835	0.020943944129127662	0.0027084382006543894
5	0.06504150075749703	0.0026916341796758034	0.12847333134300415	0.09280796098910758	0.04171352890188621	0	0.03243854524006618	0.014990951029947783	0.03302576497011733	0.008600739771651916
6	0.07056735606367953	0.009558922038430345	0.08869107106406784	0.08629503936232721	0.011610651228060483	0.02387347254653704	0	0.034706750923947455	0.03440897111840183	0.021584625135461784
7	0.04896563675129288	0.005291867402261812	0.09418799122458102	0.09199533998147032	0.016670007835500045	0.013255243265812325	0.03648966704258876	0	0.03641661692848994	0.021889391527720705
8	0.046178467703487144	0.029096290981343167	0.10930125801758532	0.07809174937144084	0.013837483891896723	0.015395283828043761	0.014110376445882308	0.01995794045119019	0	0.017564353555592174
9	0.034764868155972066	0.02102672552342514	0.085721874735854	0.08973124142382263	0.008383747199687784	0.005583920371210847	0.021091480986986804	0.01456760979222003	0.028812517351038475	0
