,0,1,2,3,4,5,6,7,8,9
0,1.0897721,0.014759336,0.10277132,0.0029633439,0.01,0.011797971,0.017329292,0.016035888,0.0076312716,0.017536886
1,1.401722,0.005223215,0.3356753,0.012967078,0.012210437,0.003031166,0.008377765,0.0017280036,0.048239354,0.009625634
2,1.5797145,0.0021976342,0.15794386,0.0005626143,0.012708064,0.0025006088,0.01664051,0.014223942,0.07720764,0.017276913
3,1.1857464,0.010127634,0.22543815,0.017986385,0.022347251,0.0048795496,0.00884053,0.005548291,0.009435782,0.010990559
4,1.2389778,0.016903425,0.4929165,0.0015493282,0.0034846691,0.07777541,0.023170605,0.0003933164,0.016369382,0.027239664
5,1.617464,0.0029171663,0.42696822,0.01000958,0.0010534086,0.0102774,0.014027966,0.050180677,0.03172641,0.002899253
6,1.8590543,0.00059326115,0.29227883,0.0025115514,0.0046810037,0.0071149934,0.0103511205,0.031228807,0.0059536276,0.0022602156
7,1.9282104,0.0075965137,0.3430257,0.018395392,0.017479545,0.012059232,0.030412152,0.0024180142,0.0049942075,0.008606883
8,1.5097103,0.0048241913,0.6206039,0.0001842954,0.0017877708,0.13091387,0.018932698,0.011894314,0.00045704562,0.0062622214
9,1.9201876,0.048665494,0.46846604,0.0043136827,0.0022209587,0.024593601,0.00030952904,0.000916917,0.045023847,0.010098915
10,1.1644076,0.006081234,0.8121576,0.0091721,0.010906714,0.05938784,0.010294359,0.011058959,0.03363349,0.0021646465
11,1.5619007,0.0136223165,0.72429043,0.028172867,0.002514174,0.0022286635,0.012648059,0.002043762,0.002905231,0.0047380873
12,1.468306,0.023230711,0.7992509,0.012458442,0.006530829,0.047434475,0.006041099,0.045785367,0.009717704,0.014238095
13,1.403484,0.0025794331,0.8373103,0.00047309257,0.0114389835,0.0053738127,0.06348153,0.007372187,9.348807e-05,0.00039270497
14,1.59724,0.028087778,0.7398219,0.010578873,0.0023128104,0.0044134166,0.022526287,0.0823524,0.021016644,0.0004943687
15,1.5884311,0.050386302,0.8246648,0.04174703,0.045801606,0.024225978,0.030655013,0.007342017,0.07582721,0.023174763
16,1.7210162,0.020660946,0.7512422,0.0041925674,0.062140163,0.0013184807,0.012370959,0.013464503,0.018259527,0.008387459
17,1.9341651,0.0011753908,0.65229225,0.015913192,0.016301181,0.023687478,0.010117554,0.20445465,0.0064942343,0.045799587
18,1.6871388,0.10326566,0.7547891,0.04273002,0.0380095,0.05851374,0.038690433,0.024548061,0.0004512799,0.10951799
19,1.777122,0.07295035,0.7289093,0.0090672355,0.022155402,0.061226647,0.008456562,0.000504703,0.012800777,0.046927735
20,1.5251789,0.037538555,0.89619833,0.005044511,0.036352612,0.04115919,0.014486117,0.014456362,0.0060202125,0.029201986
21,1.9328351,0.0028778089,0.7975546,0.036183797,0.0370908,0.073329225,0.026609955,0.041951027,0.007315933,0.011901602
22,2.0214994,0.028585007,0.74370944,0.05364143,0.016939955,0.008484903,0.0040247636,0.11759784,0.01930747,0.0002750061
23,1.5837256,0.000978854,1.0550698,0.017140953,0.002682979,0.025938746,0.025580546,0.0053382497,0.04831486,0.01933375
24,1.7352173,0.026836812,1.0357522,0.0013552184,0.13110778,0.11300053,0.014500666,0.0029237594,0.0033765938,0.00040022863
25,2.037397,0.016053304,1.000114,0.005335139,0.02345861,0.029581785,0.012960781,0.03903023,0.0007936707,0.0030525394
26,2.0155756,0.0064158295,1.0308683,0.06297295,0.00033177083,0.08842794,0.0049875067,0.011408991,0.018973986,0.043556705
27,2.0976367,0.08022632,0.97946596,0.02793323,0.0044095865,0.0046695815,0.0049765906,0.031642325,0.0036606288,0.0017778636
28,2.0600054,0.020711856,1.0347002,0.0011537968,0.003620873,0.0021564683,0.001828974,0.012494698,2.3214083e-05,0.03157634
29,1.6853266,0.001303169,1.1475729,0.14946364,0.0025091975,0.005222869,0.0058702314,0.0007205826,0.00015045369,0.023470355
30,1.7911005,0.0043000258,1.1512135,0.0052712127,0.014989264,0.0062329876,0.010433282,0.06939269,0.015442387,0.0117188115
31,2.120979,0.0031394053,1.0244119,0.028019212,0.0013717496,0.0224373,0.012496944,0.0017573037,0.00614621,0.003331521
32,1.6481664,0.011477137,1.2148709,0.010373174,0.0069347867,0.009664801,0.0068739178,0.010137946,0.007686347,0.026057813
33,1.744544,0.0015671009,1.1201799,0.015639734,0.31917706,0.005982041,0.04764514,0.17595214,0.008455428,0.0091112405
34,2.2222357,0.14031914,1.1131531,0.12557864,0.044194743,0.062212873,0.0030721708,0.017621292,0.004817657,0.039863482
35,2.1389995,0.0058126566,1.1226481,0.031219447,0.03080472,0.0022535447,0.027665284,0.028105175,0.10124518,0.0026865404
