TE	0	1	2	3	4	5	6	7	8	9
0	0	0.006897922592468429	0.024859050065779636	0.03520810602375178	0.03558429163567649	0.03768693235756773	0.06801622105500667	0.0718199301739371	0.006141044180747763	0.010331934219506367
1	0.013505410698321039	0	0.02759765608365617	0.03873497477651469	0.021688002237079035	0.02531167832683949	0.04470294449568504	0.04374367001988275	0.009613357638497824	0.01057535435934211
2	0.05131248190780916	0.026072417797313115	0	0.040369469041211324	0.05958095902725631	0.060233129197272674	0.07135842068784977	0.058481174225896985	0.01082982143140497	0.007236222956895469
3	0.02861225604951088	0.02999773305151207	0.022654185502936946	0	0.05797022027757878	0.05354276495418537	0.0854360665426692	0.07085632634824088	0.018863991382965305	0.005985141935811124
4	0.013905794405192094	0.006234300921267645	0.02361047111897611	0.024426749689791506	0	0.19461229462959362	0.117256928230709	0.09762926661762246	0.01652167211727723	0.0061034951226912795
5	0.014542058838995486	0.007384590845689771	0.02654693467489771	0.025172940967298288	0.18836087269508311	0	0.09279834075509734	0.08613917420138416	0.006508185857000407	0.02122095196479277
6	0.025756192261755698	0.004243487111481217	0.035147749924730395	0.03095292308484155	0.10119285900418146	0.11381671052331613	0	0.15188841962150657	0.008118091628493392	0.008763643273771294
7	0.028712894501963723	0.012385585519559244	0.016710995468156607	0.032666957364059696	0.10954667150025113	0.10901135384670155	0.17280977774206246	0	0.019398192920606287	0.02586799028900962
8	0.020888833879083576	0.017075864266899964	0.033390948859639086	0.02127962672502702	0.08290394367649877	0.11057778992979206	0.10151516383914051	0.08754653537487024	0	0.020333561884888086
9	0.019895476915448157	0.024540974665191936	0.02410585832755112	0.02537854963093353	0.04469659391432479	0.05741017842369439	0.09619294773767914	0.06696780433301967	0.012022286157103415	0
