SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  1 ,1,activation/repression
Gene  3 ,Gene  6 ,0.423681457057004,activation/repression
Gene  3 ,Gene  9 ,0.33211356777885,activation/repression
Gene  3 ,Gene  2 ,0.182425834327121,activation/repression
Gene  6 ,Gene  7 ,1.02006112071603e-36,activation/repression
Gene  8 ,Gene  9 ,6.85823246530286e-37,activation/repression
Gene  1 ,Gene  4 ,6.22915587800623e-37,activation/repression
Gene  6 ,Gene  4 ,6.08726286767563e-37,activation/repression
Gene  2 ,Gene  1 ,5.59137262444678e-37,activation/repression
Gene  7 ,Gene  8 ,5.36406201687798e-37,activation/repression
Gene  5 ,Gene  7 ,4.24861587603637e-37,activation/repression
Gene  5 ,Gene  6 ,4.1948750116442e-37,activation/repression
Gene  9 ,Gene  3 ,3.94862882994006e-37,activation/repression
Gene  4 ,Gene  7 ,3.84153968488001e-37,activation/repression
Gene  2 ,Gene  4 ,3.82900016173005e-37,activation/repression
Gene  4 ,Gene  9 ,3.76644682584265e-37,activation/repression
Gene  5 ,Gene  9 ,3.68609861734912e-37,activation/repression
Gene  4 ,Gene  6 ,3.53818147745616e-37,activation/repression
Gene  6 ,Gene  5 ,3.38753263883556e-37,activation/repression
Gene  1 ,Gene  5 ,3.35796346071992e-37,activation/repression
Gene  2 ,Gene  5 ,3.20326196107617e-37,activation/repression
Gene  5 ,Gene  1 ,2.56257369483096e-37,activation/repression
Gene  1 ,Gene  3 ,2.52086149600196e-37,activation/repression
Gene  5 ,Gene  2 ,1.79451071299908e-37,activation/repression
Gene  9 ,Gene  6 ,1.7089406422273e-37,activation/repression
Gene  4 ,Gene  1 ,1.39047188013064e-37,activation/repression
Gene  1 ,Gene  6 ,1.17976334257736e-37,activation/repression
Gene  4 ,Gene  2 ,1.16046938438882e-37,activation/repression
Gene  2 ,Gene  3 ,9.29369738261447e-38,activation/repression
Gene  6 ,Gene  3 ,7.21575208619921e-38,activation/repression
Gene  4 ,Gene  5 ,5.90567846720572e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  9 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  3 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  5 ,0,no regulation
Gene  8 ,Gene  6 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  5 ,0,no regulation
Gene  9 ,Gene  7 ,0,no regulation
Gene  9 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
