,PseudoTime1,PseudoTime2
E496_710,NA,0.88959
E528_670,NA,0.8394
E743_313,NA,0.39147
E437_786,0.98494,NA
E517_348,NA,0.43538
E489_498,NA,0.62359
E775_616,0.77164,NA
E202_668,0.83689,NA
E931_519,0.64994,NA
E471_391,0.48934,NA
E792_430,0.53827,NA
E915_165,NA,0.20577
E381_727,0.91092,NA
E802_660,0.82685,NA
E800_213,0.266,NA
E243_443,NA,0.55458
E531_112,0.13927,NA
E129_475,NA,0.59473
E438_154,0.19197,NA
E47_205,NA,0.25596
E833_232,NA,0.28984
E581_586,0.734,NA
E593_196,0.24467,NA
E42_241,NA,0.30113
E29_129,0.1606,NA
E353_736,NA,0.92221
E67_408,0.51066,NA
E870_54,NA,0.0665
E856_559,NA,0.70013
E577_434,NA,0.54329
E549_206,0.25721,NA
E91_504,NA,0.63112
E903_706,NA,0.88457
E717_603,0.75533,NA
E43_239,NA,0.29862
E132_623,NA,0.78043
E837_273,0.34128,NA
E933_593,0.74279,NA
E148_607,NA,0.76035
E384_47,0.05772,NA
E364_614,NA,0.76913
E816_134,NA,0.16688
E369_368,NA,0.46048
E630_380,0.47553,NA
E390_303,0.37892,NA
E845_185,0.23087,NA
E808_620,0.77666,NA
E803_497,NA,0.62233
E760_258,0.32246,NA
E391_660,0.82685,NA
E961_479,0.59975,NA
E15_424,NA,0.53074
E125_776,NA,0.9724
E665_528,NA,0.66123
E183_310,0.3877,NA
E217_587,NA,0.73526
E664_794,NA,0.99498
E512_516,NA,0.64617
E56_628,NA,0.7867
E236_574,0.71895,NA
E113_305,0.38143,NA
E675_127,0.15809,NA
E241_754,NA,0.94479
E343_365,0.45671,NA
E969_407,0.50941,NA
E513_618,NA,0.77415
E878_772,0.96738,NA
E962_466,NA,0.58344
E139_287,0.35885,NA
E692_451,NA,0.56462
E953_358,0.44793,NA
E457_653,0.81807,NA
E508_453,NA,0.56713
E410_23,0.0276,NA
E860_27,0.03262,NA
E516_281,0.35132,NA
E54_92,0.11418,NA
E327_362,0.45295,NA
E572_530,NA,0.66374
E358_178,0.22208,NA
E698_187,0.23338,NA
E93_336,NA,0.42033
E66_530,0.66374,NA
E736_596,0.74655,NA
E505_459,0.57465,NA
E186_603,NA,0.75533
E522_386,0.48306,NA
E753_47,0.05772,NA
E562_126,0.15684,NA
E208_64,0.07905,NA
E225_586,NA,0.734
E576_366,0.45797,NA
E185_191,NA,0.23839
E71_659,NA,0.8256
E442_90,NA,0.11167
E68_384,0.48055,NA
E334_370,NA,0.46299
E192_668,NA,0.83689
E587_684,NA,0.85696
E31_332,0.41531,NA
E841_192,0.23965,NA
E226_230,NA,0.28733
E880_194,0.24216,NA
E196_281,NA,0.35132
E81_256,0.31995,NA
E469_777,0.97365,NA
E681_566,NA,0.70891
E652_559,0.70013,NA
E910_394,NA,0.4931
E582_580,NA,0.72647
E9_743,0.93099,NA
E726_749,0.93852,NA
E205_640,NA,0.80176
E747_647,0.81054,NA
E255_614,0.76913,NA
E78_287,NA,0.35885
E595_25,0.03011,NA
E24_617,NA,0.7729
E761_152,NA,0.18946
E172_656,0.82183,NA
E975_398,NA,0.49812
E122_237,NA,0.29611
E655_137,NA,0.17064
E197_515,NA,0.64492
E484_282,NA,0.35257
E281_385,0.48181,NA
E276_737,NA,0.92346
E400_612,0.76662,NA
E722_327,0.40903,NA
E603_296,NA,0.37014
E973_197,NA,0.24592
E480_712,NA,0.8921
E429_368,0.46048,NA
E575_318,0.39774,NA
E177_705,NA,0.88331
E674_377,NA,0.47177
E638_186,NA,0.23212
E219_539,0.67503,NA
E923_721,NA,0.90339
E734_86,NA,0.10665
E885_445,0.55709,NA
E338_795,NA,0.99624
