,0,1,2,3,4,5,6,7
0,1.1598583,0.103429206,0.01,0.014675387,0.010467683,0.027191184,0.012343017,0.20367482
1,1.1425846,0.4963664,0.02549412,0.0074199387,0.01967886,0.02129228,0.009894255,1.0521626
2,1.2928,0.3907189,0.0004309984,0.004571641,0.011579662,0.012416726,0.003997064,0.9553465
3,1.1785688,0.30376065,0.016659757,0.009318161,0.0037579844,0.00020081391,0.021473207,0.5990161
4,1.0904828,0.1850699,0.01562714,0.009774871,0.017700698,0.045460846,0.019509323,0.50591236
5,1.0789812,0.13559635,0.01,0.019449797,0.009987663,0.010547021,0.012643923,0.2060207
6,1.3562508,0.0044280626,0.074022405,0.21434216,0.4350118,0.17771801,0.071424104,1.3069655
7,1.3276075,0.6210115,0.0011250668,0.008687439,0.01184077,0.024673857,0.0014277532,1.1232631
8,1.5318859,0.4721856,0.013296004,0.024931068,0.006429617,0.01139135,0.019379482,0.96007305
9,1.6400973,0.5197621,0.0056985416,0.0014574599,0.0128640765,0.005970506,0.04443037,0.9868979
10,1.5177917,0.35051844,0.008719181,0.010764256,0.042118218,0.001188182,0.0039183125,1.0329523
11,1.3845438,0.5532853,0.0035421248,0.00807924,0.025144042,0.029906347,0.039441388,0.7365994
12,1.4553466,0.2855323,0.05575499,0.0145965675,0.011314855,0.011906146,0.0064389138,1.3323336
13,1.3311584,0.15563764,0.03057061,0.024650183,0.006693031,0.013779178,0.008414008,0.32943857
14,1.247907,0.857115,0.0015742696,0.0091923755,0.11181738,0.025561793,0.0011182653,1.4285631
15,1.1830825,0.2271348,0.007862335,0.023600403,0.004753449,0.01578744,0.013060574,0.45135018
16,1.6488146,0.8234532,0.003418772,0.008352612,0.00043993694,0.008274719,0.013958566,1.2282865
17,1.5629431,0.86381847,0.008832328,0.13084973,0.008106599,0.0031609705,0.008161377,1.3953859
18,1.7741051,0.68137914,0.010648294,0.0011196274,0.0024564636,0.017477296,0.02687573,1.1662025
19,1.3133177,0.9701056,0.004970773,0.07274544,0.006449382,0.00028930936,0.007519005,1.4335968
20,1.5720916,0.7771607,0.022146149,0.10201602,0.008340456,0.0054241726,0.03930035,1.5157816
21,1.7448962,0.9013498,0.0013564501,0.005326367,0.006894323,0.044191375,0.038930018,1.4910587
22,1.5404842,0.99373156,0.007865154,0.0014645109,0.002270864,0.08177365,0.018418998,1.5950192
23,1.8329114,0.8010982,0.0012992484,0.028834898,0.06748678,0.12266852,0.0066646547,1.4964119
24,1.6707835,0.8879476,0.047835577,0.0032331578,0.0018824626,0.00047770166,0.012031607,1.7629727
25,2.1525018,0.97199076,0.07030151,0.002200259,0.017567884,0.010417385,0.0046583125,1.4162017
26,1.7685665,0.30925873,0.0061771683,0.098521106,0.023271503,0.0060196645,0.031071413,1.8599218
27,2.0206745,1.1689799,0.002650846,0.0022592058,0.012582798,0.018820614,0.000734124,1.387933
28,1.7592213,1.0862259,0.0017435064,0.002558287,0.044361874,0.02308988,0.0069866814,1.9106575
29,1.624415,1.1777142,0.0050567603,0.000847995,0.006838058,0.03508438,0.00637199,1.8689001
30,1.4568328,0.85048234,0.005419747,0.002424331,0.002838035,0.26548883,0.025482938,2.0601265
