SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  1 ,1,activation/repression
Gene  4 ,Gene  5 ,0.133108105074284,activation/repression
Gene  2 ,Gene  8 ,0.110117934771082,activation/repression
Gene  4 ,Gene  6 ,0.105496635989685,activation/repression
Gene  3 ,Gene  2 ,0.00996937005818736,activation/repression
Gene  1 ,Gene  5 ,1.42557647668044e-36,activation/repression
Gene  5 ,Gene  6 ,1.35888432820416e-36,activation/repression
Gene  1 ,Gene  6 ,1.32746813905652e-36,activation/repression
Gene  7 ,Gene  5 ,1.07200747009553e-36,activation/repression
Gene  1 ,Gene  4 ,9.02361284882699e-37,activation/repression
Gene  8 ,Gene  5 ,7.10656323345445e-37,activation/repression
Gene  1 ,Gene  7 ,5.6523166219068e-37,activation/repression
Gene  8 ,Gene  6 ,5.63485695465532e-37,activation/repression
Gene  7 ,Gene  6 ,5.50573354097367e-37,activation/repression
Gene  6 ,Gene  5 ,5.37435912174179e-37,activation/repression
Gene  5 ,Gene  4 ,3.81201213717331e-37,activation/repression
Gene  6 ,Gene  3 ,2.49079837247796e-37,activation/repression
Gene  8 ,Gene  4 ,2.31059790357897e-37,activation/repression
Gene  7 ,Gene  4 ,1.23265390944302e-37,activation/repression
Gene  8 ,Gene  3 ,8.90784148443037e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  3 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
