SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  2 ,Gene  4 ,0.469372329275841,activation/repression
Gene  8 ,Gene  6 ,0.405951161543223,activation/repression
Gene  2 ,Gene  1 ,0.400151516401898,activation/repression
Gene  8 ,Gene  5 ,0.392348949865896,activation/repression
Gene  2 ,Gene  7 ,0.371668347431401,activation/repression
Gene  8 ,Gene  7 ,0.254712292139468,activation/repression
Gene  8 ,Gene  3 ,0.202607237466474,activation/repression
Gene  2 ,Gene  8 ,0.115016727872911,activation/repression
Gene  8 ,Gene  1 ,0.0972497544873117,activation/repression
Gene  8 ,Gene  2 ,0.0834592861563854,activation/repression
Gene  8 ,Gene  4 ,0.0524829585310501,activation/repression
Gene  1 ,Gene  6 ,2.35244574617276e-36,activation/repression
Gene  1 ,Gene  5 ,2.30752910231606e-36,activation/repression
Gene  1 ,Gene  4 ,1.88009523551372e-36,activation/repression
Gene  1 ,Gene  7 ,1.85754631898514e-36,activation/repression
Gene  1 ,Gene  3 ,1.06569229532281e-36,activation/repression
Gene  6 ,Gene  2 ,9.91172574470188e-37,activation/repression
Gene  6 ,Gene  4 ,9.45804745663654e-37,activation/repression
Gene  5 ,Gene  3 ,8.47239111982581e-37,activation/repression
Gene  5 ,Gene  4 ,6.81930538990112e-37,activation/repression
Gene  4 ,Gene  3 ,5.71977948815844e-37,activation/repression
Gene  7 ,Gene  6 ,5.54123362356477e-37,activation/repression
Gene  4 ,Gene  5 ,4.33843583772967e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
