,PseudoTime1,PseudoTime2,PseudoTime3
E87_227,0.28356,NA,NA
E685_763,NA,NA,0.95609
E755_51,0.06274,NA,NA
E959_513,0.64241,NA,NA
E189_517,0.64743,NA,NA
E527_199,NA,0.24843,NA
E383_258,NA,0.32246,NA
E531_469,0.5872,NA,NA
E716_48,NA,NA,0.05897
E860_385,NA,0.48181,NA
E515_679,NA,0.85069,NA
E104_705,NA,0.88331,NA
E68_539,0.67503,NA,NA
E759_555,0.69511,NA,NA
E161_310,0.3877,NA,NA
E737_421,0.52698,NA,NA
E986_440,NA,NA,0.55082
E137_100,NA,0.12422,NA
E191_701,NA,0.87829,NA
E645_511,NA,NA,0.6399
E369_420,NA,NA,0.52572
E790_220,0.27478,NA,NA
E964_7,0.00753,NA,NA
E276_635,NA,0.79548,NA
E936_405,0.5069,NA,NA
E172_334,NA,0.41782,NA
E483_63,NA,NA,0.07779
E923_407,NA,0.50941,NA
E471_691,0.86575,NA,NA
E760_172,NA,NA,0.21455
E930_552,0.69134,NA,NA
E423_678,0.84944,NA,NA
E695_134,0.16688,NA,NA
E621_687,0.86073,NA,NA
E563_16,NA,NA,0.01882
E447_503,NA,0.62986,NA
E731_474,NA,NA,0.59348
E613_545,NA,NA,0.68256
E64_731,NA,0.91593,NA
E870_472,NA,NA,0.59097
E194_275,NA,NA,0.34379
E785_407,NA,NA,0.50941
E310_189,NA,0.23588,NA
E876_99,NA,NA,0.12296
E945_621,0.77792,NA,NA
E829_290,NA,NA,0.36261
E69_65,0.0803,NA,NA
E60_493,NA,0.61731,NA
E962_207,NA,0.25847,NA
E911_332,NA,0.41531,NA
E921_418,0.52321,NA,NA
E309_153,0.19072,NA,NA
E840_444,NA,0.55583,NA
E718_184,0.22961,NA,NA
E261_768,NA,0.96236,NA
E103_265,NA,0.33124,NA
E62_145,0.18068,NA,NA
E914_484,0.60602,NA,NA
E54_157,NA,0.19573,NA
E443_286,0.35759,NA,NA
E715_223,NA,0.27854,NA
E410_22,0.02635,NA,NA
E135_186,NA,NA,0.23212
E306_4,NA,NA,0.00376
E224_465,0.58218,NA,NA
E979_389,NA,NA,0.48683
E992_274,0.34253,NA,NA
E665_739,NA,NA,0.92597
E739_230,0.28733,NA,NA
E419_688,0.86198,NA,NA
E664_51,0.06274,NA,NA
E513_461,0.57716,NA,NA
E85_279,0.34881,NA,NA
E589_288,NA,NA,0.3601
E45_629,NA,NA,0.78795
E353_32,NA,NA,0.0389
E720_776,0.9724,NA,NA
E904_97,NA,0.12045,NA
E584_611,NA,0.76537,NA
E260_568,NA,0.71142,NA
E637_268,NA,0.33501,NA
E653_412,NA,0.51568,NA
E89_597,NA,0.7478,NA
E987_268,0.33501,NA,NA
E71_698,0.87453,NA,NA
E679_720,NA,0.90213,NA
E828_477,0.59724,NA,NA
E348_608,NA,0.76161,NA
E127_448,NA,NA,0.56085
E980_62,NA,NA,0.07654
E634_368,NA,0.46048,NA
E35_189,NA,0.23588,NA
E560_534,NA,NA,0.66876
E868_285,0.35634,NA,NA
E344_449,NA,NA,0.56211
E658_764,NA,0.95734,NA
E187_595,0.74529,NA,NA
E473_270,0.33752,NA,NA
E648_672,NA,0.84191,NA
E99_622,NA,0.77917,NA
E800_502,NA,NA,0.62861
E877_6,0.00627,NA,NA
E411_117,0.14555,NA,NA
E628_8,NA,0.00878,NA
E918_153,NA,NA,0.19072
E364_138,NA,NA,0.17189
E174_690,0.86449,NA,NA
E343_481,0.60226,NA,NA
E963_553,NA,NA,0.6926
E91_210,0.26223,NA,NA
E442_111,NA,0.13802,NA
E742_153,NA,0.19072,NA
E366_571,0.71518,NA,NA
E970_432,0.54078,NA,NA
E677_78,0.09661,NA,NA
E240_455,NA,NA,0.56964
E572_431,NA,NA,0.53952
E204_31,NA,NA,0.03764
E421_797,NA,0.99875,NA
E395_618,NA,NA,0.77415
E640_537,NA,NA,0.67252
E279_355,0.44417,NA,NA
E766_273,NA,NA,0.34128
E79_120,NA,NA,0.14931
E497_724,0.90715,NA,NA
E444_155,0.19322,NA,NA
E704_162,0.20201,NA,NA
E445_385,0.48181,NA,NA
E55_251,NA,NA,0.31368
E943_126,0.15684,NA,NA
E726_626,NA,NA,0.78419
E274_723,NA,0.9059,NA
E824_113,NA,NA,0.14053
E697_565,0.70765,NA,NA
E283_623,NA,0.78043,NA
E745_11,NA,NA,0.01255
E905_781,NA,0.97867,NA
E909_436,NA,NA,0.5458
E976_500,NA,NA,0.6261
E219_513,0.64241,NA,NA
E129_734,NA,NA,0.9197
E105_567,NA,0.71016,NA
E625_765,NA,0.95859,NA
E754_502,NA,0.62861,NA
E316_752,0.94228,NA,NA
E102_139,0.17315,NA,NA
E193_696,NA,NA,0.87202
E492_398,0.49812,NA,NA
E53_709,NA,NA,0.88833
E937_401,NA,NA,0.50188
E215_202,NA,0.2522,NA
E662_592,0.74153,NA,NA
E925_360,NA,NA,0.45044
E33_43,NA,0.0527,NA
E928_374,0.46801,NA,NA
E666_167,NA,0.20828,NA
E183_158,NA,NA,0.19699
E461_584,NA,0.73149,NA
E111_275,0.34379,NA,NA
E88_646,NA,0.80928,NA
E145_761,0.95358,NA,NA
E831_462,0.57842,NA,NA
E303_379,0.47428,NA,NA
E844_390,NA,0.48808,NA
E272_203,0.25345,NA,NA
E823_524,0.65621,NA,NA
E338_285,NA,0.35634,NA
E1_580,NA,NA,0.72647
E635_248,NA,0.30991,NA
E241_461,0.57716,NA,NA
E841_68,NA,0.08407,NA
E575_538,NA,0.67378,NA
E549_379,0.47428,NA,NA
E354_254,NA,NA,0.31744
E460_132,0.16437,NA,NA
E30_133,0.16562,NA,NA
E94_140,NA,NA,0.1744
E927_282,NA,NA,0.35257
E311_725,NA,NA,0.90841
E984_390,NA,NA,0.48808
E573_501,0.62735,NA,NA
E878_96,NA,NA,0.1192
E830_183,NA,0.22836,NA
E213_123,NA,NA,0.15307
E246_207,0.25847,NA,NA
E801_392,NA,NA,0.49059
E564_253,0.31619,NA,NA
E890_373,NA,NA,0.46675
E392_603,0.75533,NA,NA
E693_653,NA,NA,0.81807
E655_355,0.44417,NA,NA
E255_511,0.6399,NA,NA
E149_440,NA,NA,0.55082
E972_238,NA,0.29737,NA
E788_264,NA,NA,0.32999
E235_178,NA,0.22208,NA
E155_614,0.76913,NA,NA
E96_474,NA,NA,0.59348
E525_365,0.45671,NA,NA
E123_777,NA,0.97365,NA
E176_519,NA,0.64994,NA
E603_464,NA,0.58093,NA
E245_60,NA,0.07403,NA
E530_542,NA,NA,0.6788
E28_767,NA,NA,0.9611
E620_195,0.24341,NA,NA
E657_679,NA,NA,0.85069
E121_616,NA,0.77164,NA
E100_289,NA,NA,0.36136
E65_239,0.29862,NA,NA
E681_152,NA,NA,0.18946
E296_260,0.32497,NA,NA
E815_776,NA,0.9724,NA
E426_177,0.22083,NA,NA
E230_196,0.24467,NA,NA
E441_140,0.1744,NA,NA
E569_175,NA,0.21832,NA
E195_463,0.57967,NA,NA
E214_2,0.00125,NA,NA
E481_279,NA,0.34881,NA
E49_569,NA,0.71267,NA
E380_774,NA,NA,0.96989
E916_424,NA,0.53074,NA
E688_547,NA,0.68507,NA
E22_364,NA,NA,0.45546
E571_463,NA,NA,0.57967
E359_666,0.83438,NA,NA
E289_600,0.75157,NA,NA
