,PseudoTime1,PseudoTime2,PseudoTime3
E178_399,0.49937,NA,NA
E492_224,0.2798,NA,NA
E956_103,0.12798,NA,NA
E686_771,0.96612,NA,NA
E203_274,NA,0.34253,NA
E383_346,NA,0.43287,NA
E737_430,0.53827,NA,NA
E510_740,NA,NA,0.92723
E864_675,0.84567,NA,NA
E343_233,0.29109,NA,NA
E349_719,NA,0.90088,NA
E188_56,NA,NA,0.06901
E968_350,0.43789,NA,NA
E173_319,NA,0.399,NA
E607_676,NA,NA,0.84693
E596_167,NA,0.20828,NA
E34_752,NA,0.94228,NA
E627_758,NA,NA,0.94981
E965_580,NA,0.72647,NA
E688_286,NA,0.35759,NA
E699_120,NA,NA,0.14931
E593_446,NA,0.55834,NA
E560_13,NA,NA,0.01506
E39_167,0.20828,NA,NA
E12_279,NA,0.34881,NA
E60_777,NA,0.97365,NA
E972_407,NA,0.50941,NA
E774_426,0.53325,NA,NA
E973_93,0.11543,NA,NA
E949_458,NA,NA,0.5734
E6_166,NA,0.20703,NA
E663_446,NA,0.55834,NA
E717_328,NA,NA,0.41029
E507_336,0.42033,NA,NA
E614_219,NA,0.27353,NA
E251_703,NA,NA,0.8808
E570_739,NA,NA,0.92597
E309_261,0.32622,NA,NA
E141_739,NA,NA,0.92597
E837_325,NA,0.40652,NA
E635_788,NA,0.98745,NA
E420_373,0.46675,NA,NA
E436_530,0.66374,NA,NA
E472_235,NA,NA,0.2936
E856_788,0.98745,NA,NA
E418_668,NA,0.83689,NA
E769_447,NA,0.5596,NA
E246_224,0.2798,NA,NA
E191_8,NA,0.00878,NA
E42_467,NA,0.58469,NA
E771_780,NA,0.97742,NA
E447_299,NA,0.3739,NA
E935_187,0.23338,NA,NA
E131_590,0.73902,NA,NA
E505_11,NA,NA,0.01255
E879_406,0.50816,NA,NA
E612_334,NA,0.41782,NA
E683_403,NA,0.50439,NA
E622_208,NA,NA,0.25972
E990_748,NA,0.93726,NA
E408_210,NA,0.26223,NA
E756_763,0.95609,NA,NA
E2_706,0.88457,NA,NA
E67_251,NA,NA,0.31368
E870_486,NA,NA,0.60853
E244_571,NA,NA,0.71518
E602_733,0.91844,NA,NA
E145_546,0.68381,NA,NA
E129_597,NA,NA,0.7478
E373_768,0.96236,NA,NA
E240_215,NA,NA,0.26851
E880_27,NA,NA,0.03262
E326_186,NA,0.23212,NA
E826_134,NA,NA,0.16688
E465_128,NA,NA,0.15935
E932_68,NA,0.08407,NA
E351_79,0.09787,NA,NA
E783_427,NA,0.5345,NA
E903_570,0.71393,NA,NA
E914_592,0.74153,NA,NA
E417_496,NA,NA,0.62108
E50_576,0.72146,NA,NA
E529_489,0.6123,NA,NA
E915_310,NA,NA,0.3877
E996_492,NA,0.61606,NA
E195_288,0.3601,NA,NA
E994_288,NA,0.3601,NA
E89_9,NA,0.01004,NA
E357_31,NA,NA,0.03764
E531_607,0.76035,NA,NA
E782_550,0.68883,NA,NA
E634_371,NA,0.46424,NA
E642_208,NA,NA,0.25972
E833_389,0.48683,NA,NA
E649_587,NA,0.73526,NA
E281_621,NA,0.77792,NA
E252_177,NA,NA,0.22083
E449_608,NA,NA,0.76161
E912_328,0.41029,NA,NA
E811_145,NA,0.18068,NA
E546_465,0.58218,NA,NA
E57_494,0.61857,NA,NA
E853_391,NA,0.48934,NA
E528_308,NA,0.38519,NA
E233_730,0.91468,NA,NA
E890_717,NA,NA,0.89837
E572_753,NA,NA,0.94354
E10_467,0.58469,NA,NA
E301_648,0.81179,NA,NA
E893_47,NA,0.05772,NA
E814_280,NA,NA,0.35006
E75_608,0.76161,NA,NA
E845_212,NA,0.26474,NA
E817_495,NA,0.61982,NA
E901_276,NA,NA,0.34504
E568_157,NA,NA,0.19573
E709_65,0.0803,NA,NA
E940_221,NA,NA,0.27604
E957_294,NA,0.36763,NA
E182_385,NA,NA,0.48181
E413_504,0.63112,NA,NA
E70_733,0.91844,NA,NA
E623_147,NA,NA,0.18319
E73_281,NA,0.35132,NA
E951_740,NA,NA,0.92723
E481_49,NA,0.06023,NA
E199_111,NA,NA,0.13802
E114_484,NA,0.60602,NA
E48_62,0.07654,NA,NA
E90_634,NA,NA,0.79423
E762_126,NA,0.15684,NA
E399_782,0.97992,NA,NA
E125_231,0.28858,NA,NA
E566_639,0.8005,NA,NA
E653_163,NA,0.20326,NA
E390_776,NA,NA,0.9724
E573_572,0.71644,NA,NA
E432_17,NA,0.02008,NA
E625_544,NA,0.6813,NA
E140_519,NA,0.64994,NA
E363_438,NA,0.54831,NA
E291_39,NA,0.04768,NA
E808_125,0.15558,NA,NA
E380_757,NA,NA,0.94856
E391_213,NA,0.266,NA
E850_668,NA,0.83689,NA
E29_241,0.30113,NA,NA
E78_24,0.02886,NA,NA
E506_116,0.14429,NA,NA
E954_265,0.33124,NA,NA
E952_468,0.58595,NA,NA
E660_86,NA,NA,0.10665
E219_401,0.50188,NA,NA
E665_30,NA,NA,0.03639
E448_671,NA,NA,0.84065
E911_20,NA,0.02384,NA
E181_6,NA,NA,0.00627
E5_50,0.06148,NA,NA
E202_316,NA,NA,0.39523
E498_54,NA,0.0665,NA
E441_321,0.40151,NA,NA
E484_337,NA,0.42158,NA
E711_651,0.81556,NA,NA
E746_552,NA,NA,0.69134
E679_333,NA,0.41656,NA
E404_388,NA,NA,0.48557
E842_545,NA,NA,0.68256
E732_362,NA,NA,0.45295
E88_166,NA,0.20703,NA
E758_44,NA,0.05395,NA
E267_614,NA,0.76913,NA
E0_393,NA,0.49184,NA
E429_239,NA,NA,0.29862
E446_582,NA,NA,0.72898
E414_698,0.87453,NA,NA
E201_150,0.18695,NA,NA
E730_249,NA,0.31117,NA
E377_142,NA,0.17691,NA
E124_252,NA,0.31493,NA
E320_538,NA,NA,0.67378
E701_86,NA,NA,0.10665
E777_472,0.59097,NA,NA
E907_710,NA,NA,0.88959
E641_298,NA,NA,0.37265
E567_580,NA,NA,0.72647
E297_270,0.33752,NA,NA
E462_610,NA,0.76412,NA
E744_265,NA,0.33124,NA
E900_630,NA,NA,0.78921
E497_195,0.24341,NA,NA
E587_553,0.6926,NA,NA
E160_416,NA,0.5207,NA
E84_192,NA,NA,0.23965
E4_719,0.90088,NA,NA
E661_71,0.08783,NA,NA
E858_579,0.72522,NA,NA
E787_636,0.79674,NA,NA
E282_397,NA,0.49686,NA
E765_252,NA,0.31493,NA
E844_764,NA,0.95734,NA
E898_189,NA,NA,0.23588
E555_212,0.26474,NA,NA
E861_658,NA,NA,0.82434
E542_338,0.42284,NA,NA
E761_557,NA,0.69762,NA
E216_452,NA,NA,0.56587
E945_785,0.98369,NA,NA
E885_216,NA,NA,0.26976
E261_244,NA,0.30489,NA
E310_578,NA,0.72396,NA
E849_603,NA,0.75533,NA
E259_677,NA,NA,0.84818
E458_512,0.64115,NA,NA
E306_49,NA,NA,0.06023
E322_331,NA,0.41405,NA
E435_39,NA,0.04768,NA
E356_153,NA,0.19072,NA
E503_237,NA,0.29611,NA
E491_421,0.52698,NA,NA
E920_299,NA,0.3739,NA
E411_165,0.20577,NA,NA
E318_582,NA,NA,0.72898
E558_777,0.97365,NA,NA
E113_504,NA,0.63112,NA
E81_129,NA,0.1606,NA
E910_186,NA,NA,0.23212
E865_598,NA,0.74906,NA
E80_313,NA,0.39147,NA
E662_164,0.20452,NA,NA
E11_246,NA,0.3074,NA
E658_682,NA,0.85445,NA
E426_158,0.19699,NA,NA
E905_354,NA,0.44291,NA
E314_533,NA,NA,0.6675
E31_576,NA,0.72146,NA
E571_389,NA,NA,0.48683
E552_521,NA,0.65245,NA
E585_270,NA,NA,0.33752
E564_388,0.48557,NA,NA
E991_443,NA,NA,0.55458
E327_165,NA,NA,0.20577
E766_736,NA,NA,0.92221
E91_708,0.88708,NA,NA
E213_563,NA,NA,0.70514
E487_547,NA,NA,0.68507
E964_17,0.02008,NA,NA
E480_667,NA,0.83563,NA
E736_154,NA,NA,0.19197
E509_600,NA,NA,0.75157
E440_646,0.80928,NA,NA
E28_213,NA,NA,0.266
E721_381,NA,0.47679,NA
E38_171,NA,0.2133,NA
E757_484,NA,0.60602,NA
E652_297,NA,NA,0.37139
E827_254,NA,0.31744,NA
E866_577,0.72271,NA,NA
E812_189,NA,NA,0.23588
E467_301,NA,0.37641,NA
E422_670,NA,NA,0.8394
E451_68,NA,NA,0.08407
E867_464,NA,NA,0.58093
E877_400,0.50063,NA,NA
E394_273,NA,0.34128,NA
E115_97,NA,NA,0.12045
E438_50,NA,NA,0.06148
E978_106,NA,0.13174,NA
E540_471,0.58971,NA,NA
E375_752,0.94228,NA,NA
E13_699,0.87578,NA,NA
E103_360,NA,0.45044,NA
E644_722,NA,0.90464,NA
E116_117,0.14555,NA,NA
E672_39,0.04768,NA,NA
E748_8,NA,NA,0.00878
E584_783,NA,0.98118,NA
E16_732,NA,NA,0.91719
E194_289,NA,NA,0.36136
E645_515,NA,NA,0.64492
E367_620,NA,0.77666,NA
E425_444,NA,0.55583,NA
E583_567,NA,0.71016,NA
E883_757,NA,NA,0.94856
E618_502,NA,0.62861,NA
E1_532,NA,NA,0.66625
E416_18,0.02133,NA,NA
E928_383,0.4793,NA,NA
E296_542,0.6788,NA,NA
E925_594,NA,NA,0.74404
E82_154,NA,0.19197,NA
E532_272,NA,0.34003,NA
E319_610,0.76412,NA,NA
E428_250,NA,0.31242,NA
E843_518,0.64868,NA,NA
E659_307,NA,NA,0.38394
E138_737,0.92346,NA,NA
E963_302,NA,NA,0.37767
E228_727,0.91092,NA,NA
E53_643,NA,NA,0.80552
E316_70,0.08657,NA,NA
E798_261,0.32622,NA,NA
E220_157,NA,0.19573,NA
E927_125,NA,NA,0.15558
E338_663,NA,0.83061,NA
E887_695,0.87077,NA,NA
E142_138,0.17189,NA,NA
E835_353,0.44166,NA,NA
E234_480,NA,0.601,NA
E630_702,NA,0.87955,NA
E71_178,0.22208,NA,NA
E684_586,0.734,NA,NA
E943_633,0.79297,NA,NA
E337_108,NA,NA,0.13425
E118_222,0.27729,NA,NA
E501_312,0.39021,NA,NA
E841_739,NA,0.92597,NA
E225_369,NA,0.46173,NA
E159_96,NA,0.1192,NA
E565_513,NA,NA,0.64241
E969_616,NA,NA,0.77164
E632_492,NA,NA,0.61606
E862_359,0.44918,NA,NA
E379_358,NA,0.44793,NA
E589_461,NA,NA,0.57716
E515_380,NA,0.47553,NA
E198_489,0.6123,NA,NA
E226_147,0.18319,NA,NA
E667_768,0.96236,NA,NA
E460_387,0.48432,NA,NA
E576_217,0.27102,NA,NA
E431_703,NA,NA,0.8808
E640_482,NA,NA,0.60351
E147_743,NA,0.93099,NA
E312_460,NA,0.57591,NA
E809_96,NA,0.1192,NA
E415_658,0.82434,NA,NA
E311_74,NA,NA,0.09159
E65_407,0.50941,NA,NA
E423_772,0.96738,NA,NA
E329_69,0.08532,NA,NA
E586_69,NA,0.08532,NA
E797_771,NA,0.96612,NA
E98_708,NA,0.88708,NA
E647_741,0.92848,NA,NA
E551_96,0.1192,NA,NA
E496_274,NA,NA,0.34253
E97_97,NA,NA,0.12045
E272_572,0.71644,NA,NA
E738_264,0.32999,NA,NA
E360_155,0.19322,NA,NA
E603_242,NA,0.30238,NA
E235_268,NA,0.33501,NA
E46_287,NA,NA,0.35885
E557_347,NA,0.43413,NA
E153_212,NA,0.26474,NA
E19_567,NA,NA,0.71016
E175_656,NA,0.82183,NA
E818_27,0.03262,NA,NA
E158_348,NA,0.43538,NA
E795_34,NA,0.04141,NA
E264_331,0.41405,NA,NA
E998_427,NA,0.5345,NA
E482_315,NA,0.39398,NA
E345_266,NA,0.3325,NA
E922_720,NA,0.90213,NA
E287_665,0.83312,NA,NA
E549_644,0.80678,NA,NA
E230_623,0.78043,NA,NA
E470_726,0.90966,NA,NA
E171_1,NA,NA,0.0
E161_653,0.81807,NA,NA
E541_23,NA,0.0276,NA
E210_361,NA,NA,0.45169
E796_506,NA,0.63363,NA
E388_284,NA,0.35508,NA
E682_721,NA,0.90339,NA
E970_639,0.8005,NA,NA
E263_120,0.14931,NA,NA
E986_291,NA,NA,0.36386
E358_25,NA,0.03011,NA
E601_386,0.48306,NA,NA
E704_154,0.19197,NA,NA
E669_13,0.01506,NA,NA
E696_402,NA,NA,0.50314
E992_540,0.67629,NA,NA
E960_54,NA,NA,0.0665
E120_549,0.68758,NA,NA
E815_298,NA,0.37265,NA
E749_611,NA,NA,0.76537
E755_607,0.76035,NA,NA
E289_189,0.23588,NA,NA
E236_141,NA,NA,0.17566
E369_790,NA,NA,0.98996
E278_172,0.21455,NA,NA
E727_738,NA,0.92472,NA
E260_679,NA,0.85069,NA
E610_713,0.89335,NA,NA
E735_85,NA,0.1054,NA
E489_536,0.67127,NA,NA
E215_328,NA,0.41029,NA
E616_417,0.52196,NA,NA
E187_216,0.26976,NA,NA
E364_779,NA,NA,0.97616
E154_617,NA,NA,0.7729
E3_66,NA,NA,0.08156
E878_761,NA,NA,0.95358
E111_426,0.53325,NA,NA
E108_719,NA,0.90088,NA
E919_521,0.65245,NA,NA
E69_40,0.04893,NA,NA
E303_247,0.30866,NA,NA
E189_114,0.14178,NA,NA
E257_671,0.84065,NA,NA
E366_482,0.60351,NA,NA
E535_695,0.87077,NA,NA
E692_590,0.73902,NA,NA
E190_224,0.2798,NA,NA
E819_579,0.72522,NA,NA
E174_186,0.23212,NA,NA
E979_123,NA,NA,0.15307
E794_61,0.07528,NA,NA
E518_122,0.15182,NA,NA
E784_89,NA,0.11041,NA
E407_199,0.24843,NA,NA
E444_696,0.87202,NA,NA
E315_646,0.80928,NA,NA
E200_520,0.65119,NA,NA
E323_711,0.89084,NA,NA
E280_93,NA,0.11543,NA
E595_206,NA,0.25721,NA
E298_35,NA,NA,0.04266
E185_218,0.27227,NA,NA
E821_465,NA,0.58218,NA
E8_450,0.56336,NA,NA
E204_429,NA,NA,0.53701
E18_397,NA,0.49686,NA
E163_71,0.08783,NA,NA
E710_289,NA,0.36136,NA
E409_698,0.87453,NA,NA
E810_559,NA,0.70013,NA
E706_474,NA,NA,0.59348
E40_598,0.74906,NA,NA
E834_545,NA,0.68256,NA
E648_224,NA,0.2798,NA
E207_328,NA,NA,0.41029
E776_640,NA,NA,0.80176
E983_625,NA,NA,0.78294
E504_743,NA,NA,0.93099
E279_369,0.46173,NA,NA
E770_258,NA,NA,0.32246
E739_626,0.78419,NA,NA
E950_212,NA,0.26474,NA
E61_652,NA,0.81681,NA
E344_718,NA,NA,0.89962
E445_158,0.19699,NA,NA
E924_134,NA,NA,0.16688
E72_539,NA,0.67503,NA
E955_586,0.734,NA,NA
E993_334,NA,0.41782,NA
E575_115,NA,0.14304,NA
E350_81,NA,NA,0.10038
E574_396,0.49561,NA,NA
E52_607,NA,NA,0.76035
E525_320,0.40025,NA,NA
E719_505,NA,NA,0.63237
E211_188,0.23463,NA,NA
E694_616,NA,NA,0.77164
E102_668,0.83689,NA,NA
E697_778,0.97491,NA,NA
E454_123,NA,0.15307,NA
E439_533,NA,0.6675,NA
E803_511,0.6399,NA,NA
E838_718,0.89962,NA,NA
E400_187,NA,NA,0.23338
E362_455,0.56964,NA,NA
E742_193,NA,0.2409,NA
E166_662,0.82936,NA,NA
E668_269,0.33626,NA,NA
E513_309,0.38645,NA,NA
E733_35,NA,NA,0.04266
E247_649,0.81305,NA,NA
E785_648,NA,NA,0.81179
E348_245,NA,0.30615,NA
E126_238,NA,0.29737,NA
E705_12,NA,0.0138,NA
E43_137,0.17064,NA,NA
E608_649,NA,NA,0.81305
E14_281,NA,NA,0.35132
E361_213,NA,0.266,NA
E227_243,0.30364,NA,NA
E336_231,0.28858,NA,NA
E657_742,NA,NA,0.92974
E330_519,NA,0.64994,NA
E768_657,0.82309,NA,NA
E54_31,NA,0.03764,NA
E591_702,0.87955,NA,NA
E636_521,0.65245,NA,NA
E624_625,NA,0.78294,NA
E371_428,NA,NA,0.53576
E759_738,0.92472,NA,NA
E852_750,NA,0.93977,NA
E443_479,0.59975,NA,NA
E132_418,NA,0.52321,NA
E629_436,NA,NA,0.5458
E241_579,0.72522,NA,NA
E51_539,NA,0.67503,NA
E674_64,NA,NA,0.07905
E508_438,NA,NA,0.54831
E107_394,NA,0.4931,NA
E799_69,NA,NA,0.08532
E958_332,NA,0.41531,NA
E197_557,NA,NA,0.69762
E221_774,NA,0.96989,NA
E86_50,NA,NA,0.06148
E250_638,NA,0.79925,NA
E286_191,0.23839,NA,NA
E41_433,NA,NA,0.54203
E650_401,0.50188,NA,NA
E295_363,NA,0.4542,NA
E412_724,0.90715,NA,NA
E335_144,0.17942,NA,NA
E779_568,NA,NA,0.71142
E421_449,NA,0.56211,NA
E192_252,NA,NA,0.31493
E328_324,0.40527,NA,NA
E130_112,NA,NA,0.13927
E466_173,NA,0.21581,NA
E609_610,NA,0.76412,NA
E222_69,0.08532,NA,NA
E170_798,1.0,NA,NA
E707_758,NA,NA,0.94981
E553_157,NA,NA,0.19573
E559_333,0.41656,NA,NA
E695_45,0.05521,NA,NA
E495_368,NA,0.46048,NA
E980_350,NA,NA,0.43789
E96_619,NA,NA,0.77541
E825_727,NA,0.91092,NA
E324_209,NA,0.26098,NA
E577_125,0.15558,NA,NA
E723_144,NA,NA,0.17942
E268_654,0.81932,NA,NA
E536_155,NA,0.19322,NA
E85_101,0.12547,NA,NA
E680_580,0.72647,NA,NA
E747_244,NA,NA,0.30489
E378_783,NA,NA,0.98118
E224_681,0.8532,NA,NA
E597_669,NA,0.83814,NA
E389_242,0.30238,NA,NA
E687_445,NA,0.55709,NA
E135_560,NA,NA,0.70138
E619_288,NA,0.3601,NA
E396_290,0.36261,NA,NA
E92_535,NA,0.67001,NA
E15_445,NA,0.55709,NA
E387_354,NA,NA,0.44291
E104_176,NA,0.21957,NA
E164_433,NA,NA,0.54203
E516_617,0.7729,NA,NA
E511_544,0.6813,NA,NA
E25_700,0.87704,NA,NA
E984_239,NA,NA,0.29862
E144_349,NA,NA,0.43664
E255_466,0.58344,NA,NA
E962_394,NA,0.4931,NA
E68_621,0.77792,NA,NA
E615_348,NA,NA,0.43538
E136_141,NA,0.17566,NA
E253_238,NA,0.29737,NA
E740_337,NA,NA,0.42158
E162_320,0.40025,NA,NA
E760_452,NA,NA,0.56587
E475_285,NA,0.35634,NA
E791_348,0.43538,NA,NA
E946_368,NA,NA,0.46048
E995_270,0.33752,NA,NA
E772_707,NA,NA,0.88582
E262_455,0.56964,NA,NA
E605_605,NA,0.75784,NA
E981_764,NA,0.95734,NA
E340_742,0.92974,NA,NA
E127_26,NA,NA,0.03137
E157_312,NA,0.39021,NA
E302_468,0.58595,NA,NA
E974_36,NA,0.04391,NA
E988_681,0.8532,NA,NA
E494_24,0.02886,NA,NA
E35_737,NA,0.92346,NA
E931_233,NA,NA,0.29109
E208_626,NA,NA,0.78419
E450_496,0.62108,NA,NA
E545_322,NA,NA,0.40276
E961_31,NA,0.03764,NA
E223_629,NA,NA,0.78795
E654_611,NA,NA,0.76537
E906_331,0.41405,NA,NA
E921_575,0.7202,NA,NA
E881_506,0.63363,NA,NA
E594_344,NA,NA,0.43036
E353_157,NA,NA,0.19573
E793_69,NA,NA,0.08532
E433_8,NA,NA,0.00878
E398_116,0.14429,NA,NA
E237_148,0.18444,NA,NA
E889_306,NA,NA,0.38269
E64_190,NA,0.23714,NA
E370_152,0.18946,NA,NA
E884_700,NA,NA,0.87704
E664_44,0.05395,NA,NA
E933_527,NA,0.65997,NA
E87_687,0.86073,NA,NA
