,PseudoTime1,PseudoTime2
E691_463,NA,0.57915
E510_281,NA,0.3505
E363_762,NA,0.95477
E934_404,0.50503,NA
E991_61,NA,0.07412
E187_361,0.45101,NA
E297_381,0.47613,NA
E181_466,NA,0.58291
E755_597,NA,0.74749
E996_604,0.75628,NA
E761_410,NA,0.51256
E331_492,NA,0.61558
E555_298,NA,0.37186
E657_293,NA,0.36558
E714_541,0.67714,NA
E151_270,0.33668,NA
E499_741,NA,0.92839
E677_55,NA,0.06658
E280_370,0.46231,NA
E607_343,NA,0.42839
E608_574,NA,0.71859
E220_259,0.32286,NA
E128_411,NA,0.51382
E792_149,0.18467,NA
E139_253,0.31533,NA
E809_271,NA,0.33794
E692_59,NA,0.07161
E982_183,NA,0.22739
E338_216,NA,0.26884
E395_759,NA,0.95101
E319_491,NA,0.61432
E826_80,0.09799,NA
E488_208,0.25879,NA
E603_546,NA,0.68342
E278_141,0.17462,NA
E520_759,NA,0.95101
E503_345,NA,0.4309
E724_391,0.48869,NA
E101_435,0.54397,NA
E924_177,0.21985,NA
E584_554,NA,0.69347
E294_443,NA,0.55402
E457_760,0.95226,NA
E871_566,0.70854,NA
E513_668,NA,0.83668
E250_733,0.91834,NA
E478_501,0.62688,NA
E683_550,0.68844,NA
E172_554,0.69347,NA
E839_762,NA,0.95477
E958_726,0.90955,NA
E390_14,0.01508,NA
E245_319,NA,0.39824
E589_737,0.92337,NA
E346_369,NA,0.46106
E387_41,0.04899,NA
E709_205,NA,0.25503
E73_713,0.89322,NA
E322_540,NA,0.67588
E27_699,0.87563,NA
E874_441,0.55151,NA
E123_681,0.85302,NA
E927_410,NA,0.51256
E512_472,NA,0.59045
E933_519,0.6495,NA
E26_377,0.47111,NA
E120_647,NA,0.8103
E111_646,0.80905,NA
E629_535,NA,0.6696
E701_562,0.70352,NA
E734_568,NA,0.71106
E438_406,0.50754,NA
E791_491,NA,0.61432
E956_282,NA,0.35176
E460_159,NA,0.19724
E188_553,NA,0.69221
E165_768,NA,0.96231
E30_490,0.61307,NA
E893_298,NA,0.37186
E532_247,NA,0.30779
E653_453,NA,0.56658
E173_465,0.58166,NA
E529_517,0.64698,NA
E209_541,NA,0.67714
E109_14,NA,0.01508
E2_299,NA,0.37312
E231_685,0.85804,NA
E415_471,0.5892,NA
E977_289,NA,0.36055
E570_393,NA,0.49121
E291_87,NA,0.10678
E117_142,NA,0.17588
E876_524,0.65578,NA
E905_402,NA,0.50251
E789_473,NA,0.59171
E163_31,NA,0.03643
E578_712,NA,0.89196
E147_372,NA,0.46482
E405_543,NA,0.67965
E397_594,NA,0.74372
E367_127,NA,0.15704
E974_686,0.8593,NA
E808_793,0.99372,NA
E867_421,NA,0.52638
E851_65,0.07915,NA
E386_650,0.81407,NA
E222_219,NA,0.27261
E162_171,NA,0.21231
E628_698,NA,0.87437
E775_429,0.53643,NA
E364_786,NA,0.98492
E433_738,0.92462,NA
E439_250,NA,0.31156
E921_66,0.0804,NA
E835_713,NA,0.89322
E99_156,NA,0.19347
E720_376,NA,0.46985
E45_570,0.71357,NA
E859_262,0.32663,NA
E403_285,NA,0.35553
E164_690,0.86432,NA
E685_139,0.17211,NA
E959_213,0.26508,NA
E753_409,0.51131,NA
E452_725,NA,0.90829
E320_34,NA,0.0402
E509_669,NA,0.83794
E739_298,NA,0.37186
E379_577,NA,0.72236
E25_473,NA,0.59171
E341_345,0.4309,NA
E964_203,0.25251,NA
E301_506,NA,0.63317
E224_65,NA,0.07915
E14_305,NA,0.38065
E878_212,0.26382,NA
E817_508,0.63568,NA
E344_110,NA,0.13568
E591_221,0.27513,NA
E880_140,0.17337,NA
E256_349,NA,0.43593
E133_538,0.67337,NA
E679_770,NA,0.96482
E483_109,NA,0.13442
E866_672,0.84171,NA
