SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  2 ,Gene  10 ,0.970493658735922,activation/repression
Gene  3 ,Gene  7 ,0.886508725732535,activation/repression
Gene  3 ,Gene  1 ,0.884084976691617,activation/repression
Gene  10 ,Gene  9 ,0.816965877885648,activation/repression
Gene  4 ,Gene  3 ,0.774402396541908,activation/repression
Gene  7 ,Gene  6 ,0.529601193216243,activation/repression
Gene  8 ,Gene  6 ,0.518995131110748,activation/repression
Gene  3 ,Gene  8 ,0.452239568017109,activation/repression
Gene  8 ,Gene  5 ,0.433414310205925,activation/repression
Gene  7 ,Gene  5 ,0.323219674152333,activation/repression
Gene  3 ,Gene  10 ,0.28785449299462,activation/repression
Gene  4 ,Gene  1 ,0.257548304650768,activation/repression
Gene  7 ,Gene  10 ,0.232580355247205,activation/repression
Gene  2 ,Gene  9 ,0.226667485519662,activation/repression
Gene  4 ,Gene  2 ,0.217749270511601,activation/repression
Gene  9 ,Gene  8 ,0.217563353834093,activation/repression
Gene  9 ,Gene  7 ,0.180733962274349,activation/repression
Gene  1 ,Gene  10 ,0.123182007422051,activation/repression
Gene  3 ,Gene  4 ,0.118604753666207,activation/repression
Gene  9 ,Gene  6 ,0.050898244561371,activation/repression
Gene  9 ,Gene  5 ,0.0487400200863853,activation/repression
Gene  5 ,Gene  6 ,0.0428872844791985,activation/repression
Gene  1 ,Gene  2 ,0.0393728902387064,activation/repression
Gene  8 ,Gene  9 ,0.0248513208971716,activation/repression
Gene  5 ,Gene  4 ,0.0172912703717595,activation/repression
Gene  3 ,Gene  5 ,0.00795225806643154,activation/repression
Gene  8 ,Gene  10 ,0.00543275784486925,activation/repression
Gene  6 ,Gene  4 ,2.09385328317383e-36,activation/repression
Gene  6 ,Gene  5 ,8.04058527377527e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  7 ,0,no regulation
Gene  10 ,Gene  8 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
