308,190,130,197,67,240,210,218,242,313,225,185,142,31,24,137,110,36
284,186,181,297,133,153,100,171,145,285,184,68,41,21,84,164,241,265
195,316,229,269,256,141,99,160,131,260,232,54,16,5,7,72,250,213
267,224,305,206,239,165,128,226,196,299,149,75,30,3,76,87,178,148
221,230,252,320,140,298,278,132,179,257,124,14,10,1,146,106,57,162
231,215,216,277,317,192,280,219,159,255,85,109,98,9,59,29,79,122
318,151,238,135,314,300,105,287,211,310,193,48,15,12,49,20,38,13
247,163,155,187,233,323,315,244,169,272,201,89,64,2,53,70,108,28
264,174,143,199,222,262,312,253,245,304,158,83,35,4,88,26,71,27
266,188,223,200,129,183,283,251,309,291,198,104,63,11,45,32,60,73
324,217,189,177,78,62,234,180,147,302,235,254,214,37,42,66,121,69
321,80,55,111,182,175,47,172,139,270,276,249,295,268,117,22,18,65
168,94,114,167,40,93,228,203,202,322,319,263,46,279,220,90,34,17
176,23,115,77,51,74,113,96,123,271,307,237,306,136,292,281,112,126
204,125,107,61,81,8,157,58,173,296,288,103,273,286,86,293,212,120
227,150,92,205,6,44,33,191,82,236,194,127,207,259,282,138,275,243
248,274,166,95,50,25,19,91,119,246,208,156,102,39,289,311,144,301
290,303,170,209,52,97,101,154,161,258,152,116,56,43,134,261,294,118
