314,181,84,197,20,250,218,217,235,316,226,173,155,111,65,99,132,86
295,150,201,296,160,164,127,177,125,282,145,67,58,109,123,205,246,257
191,315,200,254,248,163,9,135,16,258,243,8,100,94,63,138,264,239
261,234,302,182,240,198,81,236,148,300,130,112,30,15,64,152,202,208
203,245,270,318,73,291,269,98,117,252,48,13,10,35,157,162,3,209
225,216,214,299,317,166,272,223,87,251,11,70,93,92,95,51,82,180
319,103,230,91,313,293,45,275,168,308,147,85,47,14,22,32,21,54
242,174,151,184,241,323,311,231,134,268,187,102,80,29,31,46,115,104
267,169,75,193,220,278,310,260,221,301,146,69,40,44,56,53,55,97
276,159,206,183,108,196,285,259,306,294,186,118,71,27,26,60,37,142
324,210,144,172,50,133,222,190,110,303,233,244,213,129,107,41,141,149
321,116,2,83,143,199,57,153,140,281,279,232,290,262,165,72,17,28
128,19,43,171,38,119,204,192,175,322,320,274,68,271,238,158,89,24
156,5,105,1,66,139,88,52,34,265,312,255,304,62,286,284,176,170
211,12,74,4,90,78,137,23,124,298,307,179,283,277,42,288,227,126
228,194,136,215,6,113,7,195,36,224,212,167,229,253,273,101,263,247
256,280,178,18,76,49,25,39,33,237,207,188,122,106,287,309,114,292
305,297,189,219,61,96,59,154,120,249,121,161,77,131,185,266,289,79
