TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.019622809719224362	0.008928885183881798	0.04259996152223089	0.029546030671722262	0.04715531947226876	0.050769551266241546	0.04735765792222697	0.020481740470415382	0.009155175121665025	0.39548002724175374	0.23116664173506798	0.10836615752910791	0.0549722971748063	0.04687716142771156	0.030480442268142203	0.01584101021650787	0.020611798046484244
1	0.3019040660969695	0	0.014075428512404065	0.009347102371450998	0.01932071356603698	0.01331692910184463	0.028986331174561696	0.02451509441423902	0.010439245462699738	0.008607859871138377	0.27831565967233624	0.12053209056769378	0.04787305648091993	0.03253599445449138	0.02343401278158096	0.019643895265413547	0.012013994911589453	0.0031399539243078638
2	0.2850135057797831	0.010682477633566749	0	0.0202121444073326	0.020008812431970856	0.01349093228707409	0.020756336969132733	0.012969818912528693	0.01513444258106028	0.009079867495835524	0.2715124777387953	0.12354271980504569	0.06210230275116149	0.03281544433256576	0.032738986933056095	0.008246377711638015	0.014379173202024038	0.013291664568064201
3	0.27024673822656675	0.016031264941679974	0.009103035675970428	0	0.023867259736628427	0.020028797706735574	0.022145260780064947	0.023196668886501095	0.011150086156458112	0.007945462798172749	0.2542828959705929	0.1270693042581785	0.06214291489633629	0.030992108323017818	0.03582915671866329	0.02361718859407201	0.01817949694147176	0.011312596433851446
4	0.23419488980248096	0.0026327803080004705	0.007757444315924957	0.013182251377995067	0	0.030775461905788927	0.02143342193649418	0.027037807521337658	0.012935980817816203	0.008155358410925979	0.23144910124377502	0.13052278147912058	0.060045661842503276	0.035185074236186865	0.038174663894586604	0.020961293235511953	0.004373808857653872	0.009328811293700253
5	0.185259556474416	0.022907526629951547	0.02526241824224876	0.01338823204023458	0.02947636450356093	0	0.024734389872639765	0.034662245550360744	0.023353384710922256	0.011013235688361798	0.20119438850384436	0.1295922720588073	0.04206549110443082	0.03547624522260385	0.039048042404739074	0.015045201741476685	0.01586775989513958	0.0004220083006182625
6	0.16129107934400125	0.023604813911123776	0.01711116155987527	0.009051798818796492	0.01770659791734221	0.021912060080961002	0	0.02812899859976161	0.03232586769951024	0.008837196369411444	0.1907848816575388	0.12169974424266346	0.053192760435919105	0.03845449416307768	0.032205818661883566	0.022187121072096926	0.024378494089526342	0.014254389816189492
7	0.11282008999555714	0.021955848304168312	0.01425445723144186	0.013679043231312367	0.024679096330328533	0.02502778615729144	0.03294815682668125	0	0.03534617390018787	0.016625914322735687	0.14109101343984126	0.10841117271048617	0.044963986697681764	0.03075531542767194	0.03201839301272426	0.016126107464917834	0.02404186143534704	0.012527128117820212
8	0.06443525140246485	0.008993261384019666	0.01618993769307198	0.018439060871816366	0.02760860982458055	0.020255959808234927	0.050080657944321684	0.02537592565993976	0	0.025571738338750594	0.11145696600111152	0.08790588060003411	0.04217307610509571	0.03816571021384519	0.029769063990426073	0.013332557242161147	0.009019925289386254	0.010423563349392794
9	0.02141037600689398	0.016616220880120013	0.009392943162619922	0.009906062176005773	0.02238621482443309	0.02194548096609771	0.026778377073974964	0.029164865110107317	0.011253146261287246	0	0.05752398551234003	0.04991358840477247	0.02960679715320617	0.023062133003545066	0.02431506251222686	0.005845633034958438	-0.0009080690325658281	0.010128609154870098
10	0.3828199220091889	0.02887194149262085	0.019123475737286972	0.02127117427023085	0.032764887280253466	0.032407895021589236	0.04413866967598232	0.028294810883906864	0.022135254178400766	0.00990657097893072	0	0.19566666072679162	0.10972169563081635	0.06218760501736762	0.04598771820002439	0.03376795506923374	0.0147678981615396	0.005212617313405244
11	0.3511716873768663	0.020028205588723858	0.006751468692997569	0.021614406428405092	0.022436676758456894	0.02638316634762043	0.047358431853968805	0.026998328381167173	0.01161279362992791	0.006008262578906548	0.27744879570234715	0	0.050441101733116576	0.02918155944757572	0.024657336397590345	0.026028410771687657	0.011352823994625796	0.01579322060341459
