SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  3 ,Gene  8 ,0.410017257704384,activation/repression
Gene  3 ,Gene  1 ,0.305153035001939,activation/repression
Gene  3 ,Gene  9 ,0.189493407871391,activation/repression
Gene  2 ,Gene  1 ,0.149084121161217,activation/repression
Gene  2 ,Gene  3 ,0.120189342419685,activation/repression
Gene  2 ,Gene  5 ,0.11803728683373,activation/repression
Gene  3 ,Gene  6 ,0.105225126564119,activation/repression
Gene  3 ,Gene  4 ,0.0759738208341172,activation/repression
Gene  2 ,Gene  6 ,0.0403171249540986,activation/repression
Gene  6 ,Gene  5 ,1.22187443156955e-36,activation/repression
Gene  5 ,Gene  3 ,1.01692224397589e-36,activation/repression
Gene  6 ,Gene  7 ,8.34321957611734e-37,activation/repression
Gene  6 ,Gene  8 ,7.47230717515168e-37,activation/repression
Gene  4 ,Gene  8 ,7.25530579651637e-37,activation/repression
Gene  1 ,Gene  3 ,7.22118658414091e-37,activation/repression
Gene  6 ,Gene  9 ,6.02684049284981e-37,activation/repression
Gene  4 ,Gene  7 ,5.91444340122387e-37,activation/repression
Gene  9 ,Gene  7 ,5.29822248941199e-37,activation/repression
Gene  1 ,Gene  5 ,4.94919267837887e-37,activation/repression
Gene  9 ,Gene  3 ,4.32030185250501e-37,activation/repression
Gene  4 ,Gene  3 ,3.35823842785567e-37,activation/repression
Gene  6 ,Gene  4 ,2.21714477605692e-37,activation/repression
Gene  5 ,Gene  4 ,1.50518914627523e-37,activation/repression
Gene  7 ,Gene  6 ,1.38711167139397e-37,activation/repression
Gene  5 ,Gene  2 ,1.04623624305791e-37,activation/repression
Gene  9 ,Gene  8 ,1.02050515976623e-37,activation/repression
Gene  1 ,Gene  2 ,1.00542311722178e-37,activation/repression
Gene  7 ,Gene  9 ,1.96880129975518e-38,activation/repression
Gene  4 ,Gene  2 ,7.97833884478855e-39,activation/repression
Gene  8 ,Gene  6 ,2.7184054606734e-39,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  9 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  5 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  5 ,0,no regulation
Gene  9 ,Gene  6 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
