0,8
0,53
0,78
0,121
0,162
0,310
0,335
0,408
0,412
0,426
0,467
0,578
0,584
0,620
0,677
0,688
0,779
0,800
0,809
0,819
0,920
0,967
0,985
0,995
0,44
0,131
0,181
0,190
0,193
0,291
0,295
0,347
0,370
0,384
0,389
0,398
0,414
0,441
0,468
0,835
0,969
1,34
1,43
1,47
1,63
1,72
1,176
1,237
1,378
1,390
1,410
1,443
1,477
1,483
1,489
1,515
1,549
1,562
1,672
1,763
1,792
1,814
1,838
1,932
1,957
1,114
1,208
1,488
1,557
1,945
1,965
2,28
2,30
2,112
2,180
2,289
2,312
2,334
2,381
2,418
2,454
2,475
2,531
2,600
2,618
2,629
2,637
2,640
2,737
2,751
2,807
2,865
2,893
2,897
2,913
3,67
3,89
3,108
3,133
3,195
3,242
3,293
3,311
3,365
3,424
3,425
3,450
3,581
3,611
3,671
3,703
3,754
3,806
3,832
3,853
3,874
3,876
3,907
3,939
3,6
3,81
3,90
3,269
3,343
3,367
3,427
3,433
3,476
3,493
3,496
3,501
3,559
3,597
3,673
3,715
3,748
3,877
4,34
4,60
4,63
4,72
4,114
4,144
4,208
4,313
4,348
4,350
4,401
4,463
4,477
4,552
4,553
4,562
4,730
4,733
4,734
4,767
4,792
4,814
4,888
4,919
5,45
5,113
5,236
5,275
5,279
5,375
5,395
5,439
5,442
5,514
5,548
5,647
5,680
5,683
5,701
5,745
5,794
5,808
5,879
5,880
5,884
5,910
5,934
5,970
5,91
5,253
5,281
5,358
5,518
5,697
5,746
5,747
5,793
5,852
6,82
6,89
6,90
6,108
6,256
6,293
6,311
6,424
6,427
6,450
6,493
6,561
6,566
6,597
6,611
6,703
6,711
6,757
6,806
6,825
6,876
6,907
6,986
6,338
6,396
6,529
6,715
6,787
6,803
6,822
7,68
7,105
7,135
7,163
7,166
7,211
7,259
7,402
7,447
7,572
7,590
7,617
7,623
7,639
7,649
7,655
7,707
7,708
7,811
7,842
7,868
7,869
7,871
7,873
7,276
7,577
7,654
7,790
7,846
8,67
8,78
8,162
8,293
8,311
8,412
8,424
8,425
8,426
8,467
8,519
8,611
8,671
8,677
8,754
8,779
8,784
8,806
8,832
8,876
8,920
8,937
8,986
8,995
8,120
8,472
8,474
8,480
8,578
8,688
8,874
8,907
9,47
9,70
9,240
9,252
9,309
9,353
9,378
9,390
9,410
9,515
9,538
9,616
9,672
9,761
9,838
9,867
9,900
9,940
9,423
10,16
10,50
10,113
10,145
10,199
10,230
10,236
10,342
10,375
10,395
10,407
10,442
10,470
10,514
10,527
10,554
10,555
10,680
10,701
10,731
10,880
10,934
10,952
10,953
10,210
10,333
10,579
11,71
11,88
11,141
11,153
11,169
11,213
11,336
11,344
11,397
11,430
11,479
11,494
11,506
11,513
11,533
11,585
11,601
11,664
11,739
11,762
11,795
11,823
11,830
11,861
11,272
11,357
11,359
11,385
11,469
11,609
11,610
11,689
11,996
12,33
12,93
12,107
12,150
12,160
12,212
12,218
12,238
12,262
12,286
12,321
12,360
12,448
12,517
12,591
12,627
12,656
12,694
12,750
12,771
12,783
12,890
12,894
12,337
12,632
12,749
12,958
13,19
13,56
13,77
13,86
13,149
13,263
13,290
13,345
13,374
13,387
13,399
13,444
13,516
13,570
13,625
13,710
13,752
13,765
13,899
13,956
13,959
13,975
13,983
13,24
13,103
13,161
13,732
13,875
13,949
14,36
14,65
14,106
14,143
14,173
14,233
14,239
14,288
14,318
14,481
14,511
14,521
14,551
14,615
14,626
14,714
14,728
14,772
14,796
14,887
14,911
14,914
14,931
14,933
14,64
14,319
14,323
14,383
14,690
14,700
14,997
15,23
15,130
15,224
15,266
15,289
15,312
15,391
15,459
15,473
15,520
15,525
15,543
15,568
15,607
15,618
15,669
15,681
15,764
15,807
15,878
15,893
15,923
15,982
15,994
15,73
15,74
15,148
15,200
15,334
15,539
15,841
15,858
15,885
15,948
16,50
16,113
16,230
16,236
16,342
16,375
16,395
16,442
16,470
16,514
16,548
16,555
16,680
16,683
16,701
16,731
16,808
16,880
16,884
16,910
16,934
16,952
16,970
16,794
16,953
17,36
17,97
17,106
17,173
17,184
17,248
17,288
17,318
17,388
17,481
17,521
17,530
17,551
17,594
17,615
17,663
17,714
17,728
17,772
17,881
17,887
17,911
17,914
17,998
17,129
17,188
17,319
17,355
17,403
17,466
17,491
17,626
17,649
17,652
17,707
17,917
17,931
17,933
18,128
18,151
18,159
18,194
18,215
18,265
18,299
18,339
18,404
18,428
18,494
18,509
18,513
18,585
18,621
18,622
18,630
18,633
18,665
18,712
18,742
18,889
18,976
18,989
18,20
18,301
18,340
18,422
18,460
18,603
18,689
18,906
18,963
19,26
19,31
19,56
19,77
19,123
19,161
19,164
19,219
19,263
19,290
19,374
19,387
19,437
19,678
19,698
19,834
19,843
19,866
19,899
19,959
19,971
19,975
19,171
20,74
20,128
20,151
20,299
20,302
20,339
20,340
20,404
20,509
20,543
20,603
20,621
20,622
20,630
20,665
20,712
20,742
20,948
20,951
20,989
20,148
20,301
20,419
20,422
20,906
21,46
21,49
21,57
21,102
21,127
21,140
21,191
21,232
21,316
21,324
21,432
21,435
21,458
21,502
21,510
21,550
21,565
21,682
21,702
21,724
21,738
21,773
21,851
21,854
21,791
22,75
22,87
22,125
22,137
22,147
22,245
22,260
22,274
22,357
22,371
22,382
22,484
22,587
22,642
22,653
22,692
22,704
22,725
22,780
22,831
22,860
22,929
22,966
22,990
22,48
22,156
22,706
23,28
23,99
23,130
23,168
23,180
23,200
23,224
23,257
23,266
23,289
23,312
23,454
23,520
23,568
23,600
23,607
23,618
23,709
23,764
23,810
23,841
23,885
23,893
23,73
23,220
23,231
23,429
23,455
23,539
23,589
23,645
23,737
23,829
24,86
24,146
24,149
24,158
24,258
24,345
24,352
24,399
24,444
24,516
24,570
24,574
24,599
24,625
24,710
24,765
24,804
24,839
24,855
24,935
24,959
24,975
25,40
25,94
25,95
25,139
25,209
25,246
25,332
25,364
25,373
25,456
25,522
25,537
25,580
25,685
25,727
25,735
25,857
25,925
25,930
25,943
25,944
25,950
25,954
25,981
25,736
25,883
25,905
25,988
26,31
26,56
26,77
26,118
26,164
26,263
26,290
26,322
26,374
26,387
26,399
26,437
26,482
26,534
26,573
26,583
26,628
26,698
26,834
26,843
26,866
26,971
26,171
26,363
26,899
27,41
27,51
27,85
27,152
27,185
27,203
27,212
27,328
27,461
27,478
27,524
27,571
27,596
27,646
27,667
27,798
27,833
27,862
27,927
27,337
27,777
28,52
28,58
28,99
28,112
28,115
28,130
28,180
28,200
28,289
28,349
28,381
28,454
28,485
28,531
28,600
28,606
28,618
28,637
28,709
28,764
28,810
28,841
28,893
28,220
28,231
28,334
28,455
28,629
28,640
28,786
28,865
28,885
28,980
29,165
29,167
29,205
29,235
29,254
29,296
29,372
29,434
29,498
29,503
29,507
29,535
29,563
29,575
29,658
29,716
29,723
29,743
29,760
29,801
29,836
29,895
29,979
30,58
30,112
30,180
30,257
30,289
30,381
30,418
30,454
30,475
30,531
30,540
30,600
30,618
30,629
30,637
30,709
30,737
30,751
30,810
30,893
30,897
30,898
30,913
30,640
31,49
31,56
31,77
31,164
31,197
31,263
31,290
31,387
31,437
31,534
31,573
31,583
31,678
31,843
31,866
31,971
31,171
31,227
32,167
32,235
32,261
32,296
32,320
32,498
32,507
32,558
32,563
32,638
32,723
32,743
32,753
32,760
32,788
32,836
32,882
32,946
32,960
32,962
32,979
32,820
33,93
33,107
33,150
33,160
33,218
33,238
33,286
33,321
33,360
33,448
33,517
33,532
33,560
33,591
33,627
33,632
33,651
33,656
33,694
33,771
33,845
33,894
33,750
33,817
34,39
34,43
34,63
34,72
34,114
34,178
34,217
34,237
34,348
34,362
34,477
34,483
34,553
34,562
34,733
34,734
34,767
34,792
34,814
34,901
34,919
34,932
34,999
34,60
34,110
34,144
34,208
34,223
34,313
34,350
34,353
34,401
34,416
34,549
34,552
34,659
34,730
34,763
34,805
34,847
34,888
34,891
34,942
34,945
34,947
35,38
35,80
35,124
35,179
35,182
35,221
35,244
35,282
35,284
35,330
35,331
35,446
35,453
35,536
35,660
35,668
35,756
35,789
35,824
35,850
35,912
35,972
35,977
35,987
35,241
35,546
35,924
36,65
36,106
36,143
36,173
36,233
36,239
36,243
36,248
36,288
36,318
36,481
36,521
36,530
36,615
36,714
36,728
36,772
36,796
36,887
36,911
36,914
36,931
36,933
36,202
36,323
36,486
36,491
36,551
36,608
36,652
36,984
37,134
37,192
37,317
37,459
37,465
37,473
37,525
37,543
37,589
37,669
37,670
37,681
37,826
37,858
37,878
37,923
38,80
38,124
38,179
38,182
38,221
38,282
38,284
38,330
38,462
38,536
38,657
38,660
38,668
38,744
38,770
38,774
38,789
38,824
38,850
38,859
38,912
38,987
38,992
38,241
38,244
38,331
38,446
38,453
38,546
38,756
38,924
38,972
38,977
39,43
39,72
39,207
39,217
39,237
39,378
39,401
39,416
39,549
39,562
39,659
39,676
39,730
39,733
39,767
39,792
39,814
39,888
39,891
39,901
39,919
39,932
39,955
39,350
39,945
40,59
40,94
40,95
40,139
40,209
40,246
40,332
40,364
40,373
40,456
40,522
40,537
40,685
40,727
40,735
40,857
40,925
40,930
40,943
40,944
40,950
40,954
40,988
40,905
41,152
41,160
41,185
41,203
41,212
41,337
41,448
41,461
41,524
41,571
41,596
41,646
41,667
41,749
41,750
41,777
41,783
41,833
41,862
41,958
41,328
41,576
41,927
42,66
42,69
42,78
42,174
42,193
42,267
42,293
42,311
42,412
42,426
42,457
42,467
42,472
42,519
42,561
42,566
42,611
42,677
42,688
42,759
42,920
42,937
42,968
42,986
42,53
42,79
42,111
42,249
42,297
42,310
42,338
42,396
42,438
42,471
42,474
42,541
42,711
42,782
42,802
42,803
42,815
42,822
42,896
43,60
43,63
43,72
43,114
43,208
43,237
43,353
43,390
43,416
43,477
43,483
43,549
43,562
43,733
43,763
43,767
43,792
43,814
43,849
43,891
43,932
43,965
43,110
43,176
43,313
43,401
43,443
43,769
43,888
43,919
43,945
44,53
44,162
44,181
44,190
44,295
44,310
44,335
44,347
44,370
44,384
44,389
44,408
44,414
44,441
44,468
44,578
44,584
44,620
44,688
44,800
44,809
44,819
44,967
44,835
44,969
45,204
45,234
45,275
45,315
45,341
45,375
45,439
45,500
45,514
45,548
45,580
45,683
45,726
45,735
45,808
45,857
45,879
45,884
45,892
45,902
45,928
45,950
45,954
45,981
45,138
45,139
45,251
45,279
45,281
45,303
45,358
45,456
45,505
45,508
45,687
45,745
45,886
45,904
45,910
45,922
45,944
45,993
46,57
46,127
46,140
46,191
46,232
46,280
46,307
46,324
46,432
46,435
46,502
46,510
46,550
46,565
46,675
46,682
46,702
46,724
46,755
46,773
46,818
46,851
46,854
46,102
46,316
46,705
46,738
46,791
47,70
47,72
47,229
47,353
47,378
47,390
47,410
47,489
47,515
47,538
47,545
47,553
47,616
47,672
47,733
47,761
47,792
47,805
47,814
47,838
47,848
47,900
47,932
47,957
47,60
47,110
47,144
47,176
47,178
47,187
47,201
47,313
47,348
47,354
47,463
47,643
47,686
47,847
47,849
47,856
47,891
47,955
47,965
48,54
48,87
48,137
48,147
48,156
48,274
48,371
48,382
48,484
48,528
48,602
48,612
48,642
48,653
48,661
48,692
48,706
48,725
48,729
48,780
48,831
48,860
48,929
48,631
49,127
49,197
49,324
49,432
49,458
49,502
49,550
49,565
49,675
49,682
49,702
49,773
49,866
49,102
49,316
49,738
50,113
50,145
50,199
50,230
50,234
50,308
50,375
50,394
50,395
50,407
50,442
50,452
50,470
50,554
50,588
50,680
50,701
50,731
50,808
50,880
50,934
50,952
50,953
50,84
50,170
50,210
50,333
50,356
50,492
50,527
50,579
50,634
50,727
50,766
51,85
51,152
51,185
51,203
51,328
51,478
51,571
51,667
51,758
51,798
51,833
51,862
51,927
52,58
52,99
52,112
52,180
52,231
52,250
52,329
52,349
52,381
52,429
52,465
52,531
52,600
52,606
52,636
52,637
52,645
52,709
52,810
52,826
52,829
52,973
52,980
52,132
52,393
52,455
52,485
52,526
52,569
52,640
52,786
52,898
52,913
52,915
53,78
53,162
53,193
53,267
53,295
53,310
53,347
53,398
53,408
53,412
53,426
53,441
53,457
53,467
53,471
53,519
53,541
53,578
53,688
53,711
53,920
53,967
53,181
53,190
53,414
53,468
53,584
53,835
53,896
53,969
54,75
54,87
54,137
54,147
54,155
54,274
54,285
54,359
54,371
54,382
54,528
54,582
54,602
54,642
54,653
54,692
54,704
54,719
54,725
54,729
54,860
54,929
54,966
54,156
54,484
54,612
54,631
54,661
54,706
54,831
55,380
55,713
55,822
56,77
56,164
56,263
56,290
56,345
56,374
56,387
56,399
56,437
56,516
56,570
56,678
56,765
56,843
56,899
56,959
56,971
56,975
56,983
56,161
56,363
56,534
57,102
57,127
57,191
57,232
57,280
57,307
57,316
57,324
57,458
57,510
57,550
57,565
57,675
57,682
57,693
57,702
57,724
57,738
57,755
57,773
57,791
57,818
57,854
57,705
58,112
58,122
58,180
58,250
58,289
58,329
58,377
58,411
58,418
58,429
58,431
58,465
58,531
58,600
58,606
58,645
58,709
58,751
58,810
58,898
58,913
58,973
58,980
58,99
58,142
58,231
58,305
58,455
58,526
58,540
58,629
58,637
58,640
58,670
58,737
58,826
58,915
59,95
59,139
59,204
59,303
59,341
59,456
59,500
59,505
59,508
59,522
59,537
