TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.009948875889095059	0.007737265943035967	0.015411614934565271	0.014148067328109757	0.01778364884931463	0.02101030977163903	0.028855406648898362	0.06423314575890136	0.04435998036355927	0.11119473728759183	0.03902267463780217	0.018351325324626844	0.014324895559496249	0.017102132007923387	0.00012868106733051146	0.009217150079425793	0.012405791554711908
1	0.05378084012471059	0	0.0058145396375947145	0.011861582205253313	0.02144283416872668	0.011001823454717872	0.016035245109746913	0.028999007272337583	0.03932714425348153	0.024660711464430204	0.03114299809239866	0.016388121292605144	0.020442398683299844	0.013014825115868291	0.014767271903492082	0.015111356703031409	0.017563509740673777	0.022487809227689746
2	0.04511634139489139	0.017104052758512275	0	0.014371656634766649	0.029514078066673024	0.011572587177119299	0.023013128125504243	0.02541868715923418	0.04309287513393961	0.01488318248309146	0.03744845937708204	0.015607538663794752	0.007875637135622855	0.008010221661443473	0.011863925809195515	0.015778342083771442	0.016719270319529474	0.015394827447545016
3	0.0497411468422407	0.01581876712385946	0.018699607138594185	0	0.03972115279934738	0.01923441995749107	0.021391859903157798	0.03408028064713831	0.05681450695068942	0.017782075249657376	0.04579626400260101	0.026540261744951624	0.004978700251153691	0.009630672067147704	0.011321604206071883	0.016017224211582182	0.01304886320037349	0.015560914014563151
4	0.04198528458332146	0.012569899552489307	0.014168332717961106	0.02160910614977287	0	0.020930937920719324	0.031791617026973626	0.034254471883192895	0.06317764115008148	0.022486407317641583	0.05022395578551779	0.027832842008775154	0.006000606307775808	0.008335968773414644	0.007503211959975159	0.006949629911693692	0.011675757975902288	0.00535806873424438
5	0.046155449371846104	0.009951541202726143	0.004732290082369372	0.016288556002554664	0.013451656123962551	0	0.0558437401257938	0.05774066559842294	0.07770018027440675	0.02434181666220999	0.04305298698989949	0.01299457525219269	0.004986176661464937	0.005806418102394814	0.006148830146268927	0.008000535003029037	0.008343056869987424	0.004479744172434058
6	0.05314820792250905	0.005452639280278149	0.00643397765051328	0.012030465531978406	0.00742817419718511	0.02349971385400007	0	0.07959930935437479	0.11161777935252287	0.031152344834037764	0.04544129308569624	0.02265914236848222	0.008641780358190743	0.009268109350416017	0.007048351492093364	0.006996715119616091	0.010192479865841503	0.0065537049823179185
7	0.05051157661280172	0.007933883205623085	0.0054273177752024015	0.00878589802277869	0.003717456833638124	0.011046768259952084	0.028976581835032378	0	0.11135437014130407	0.039697929917352395	0.051217251444343796	0.016159841366019844	0.005604912022818666	0.0020721098048397065	0.004134579654462602	0.0108041456373056	0.013367807886169415	0.011885566941488871
8	0.06447165680818935	0.009819793193852821	0.011800924288935392	0.00971737140143601	0.004976852638042673	0.01942605604174668	0.021219332484711823	0.03149721895949408	0	0.03542348905351366	0.05292030627104908	0.033589863783613984	-0.0006521318736050182	0.004217926857898627	0.006233871461109235	0.00988870957148041	0.0048965140971346036	0.005877204955427052
9	0.05341986501615617	0.008622136876185689	0.0009456715074370335	0.007780417581761514	0.012644509076699399	0.01659182491035243	0.014415190898865666	0.027160265940572626	0.04554870667830686	0	0.03758159524995741	0.010932792305949502	0.013751457888264028	0.005537641756983757	-0.00027413586072650114	0.0033409552520952046	0.0011268443694201396	0.007215359830970436
10	0.07973621735025405	0.008294624484764555	0.005826241690837594	0.007209387124433324	0.008233855920680678	0.01196329853945055	0.028211665234683634	0.04910180161652788	0.046383554578550555	0.03224521715648395	0	0.02798166251144135	0.018738146223553347	0.0070408072608142405	0.004476713705805575	0.00149380351861272	0.005417796398229048	0.00804686093669734
11	0.047960593286405846	0.004073340541120146	0.0048099488912015775	0.006921686753501908	0.011154187596958779	0.012125696364070244	0.0143924070271261	0.027886787807841963	0.03444604041854735	0.022836697790689524	0.08506154583423782	0	0.014595449917376336	0.010995381130577169	0.0014224865403784498	0.0017052630976999244	0.0021212316910518745	0.003288477397339677
12	0.03494083004130859	0.004416114049440518	0.0028284044542260718	0.009442199448080016	0.003556004480714313	0.008952893055474191	0.014870169697582748	0.010806798583207653	0.019402880879479716	0.017445018054922812	0.08753353867755133	0.03599012826777744	0	0.01094466609616277	0.007334078942098023	0.006726601574326209	0.007592004693628361	0.00047423446735715187
13	0.046016305482693025	0.004800222350873158	-0.0025610540702130855	0.004371286000653092	0.013478492989562363	0.0041270607515378034	0.003505451998037108	0.015816314677642267	0.022333774933479843	0.009783596560541718	0.044285725937297064	0.018948981738743206	0.022217001217153934	0	0.0008404341195253831	0.0051366882458769485	0.005613784241587985	0.006093127577787177
14	0.03219809366422922	0.0054268130747191475	0.001210178849053043	0.00480085151220681	0.004737097919640825	0.0014969271011576225	0.01159920128163615	0.013129417544480975	0.02860236040805205	0.010185483924991115	0.044109216511332816	0.0300658363993666	0.025436421199681952	0.024123530914413868	0	0.011906016293665552	0.004451362069209086	0.008430225920917557
15	0.02723109059197673	0.004961533323643794	0.002860224879949826	0.008431003913332003	0.0107340497349574	0.006240431892922368	0.0064559484022759395	0.02075770129254765	0.025114582893636817	0.01500808654063996	0.027816046317893063	0.02333417013708823	0.024116217420814424	0.020572570322067617	0.030950627328786878	0	0.005452933932611379	0.0011473515358578783
16	0.03823762947556614	0.008435264129023652	-0.0015354832840767613	0.007858380714382917	0.008638138248136458	0.008262338893659437	0.01843721699160009	0.03018102310786395	0.028979488059098446	0.008978844143288247	0.04621593046889117	0.011646248763041073	0.017566623827267085	0.018267535508995368	0.016848636964180725	0.02888003504700684	0	0.008395449910883966
17	0.036603653348876	0.010776358887034777	0.007878461995084284	0.009547468907916577	0.0144621126457055	0.009977429929140922	0.014708375932895229	0.034093314947071275	0.034145768693131136	0.01872995383073646	0.023201888502790254	0.02074988521808927	0.012598635867514025	0.0176334292640313	0.014905163692115576	0.025775096557961293	0.02106021053277569	0
