SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  10 ,1,activation/repression
Gene  12 ,Gene  6 ,0.997035742655658,activation/repression
Gene  12 ,Gene  7 ,0.982156503534346,activation/repression
Gene  12 ,Gene  8 ,0.981847555660161,activation/repression
Gene  12 ,Gene  9 ,0.652378215677198,activation/repression
Gene  12 ,Gene  11 ,0.617969570568771,activation/repression
Gene  12 ,Gene  1 ,0.550028316932041,activation/repression
Gene  12 ,Gene  5 ,0.409273820903557,activation/repression
Gene  12 ,Gene  13 ,0.37343598592941,activation/repression
Gene  11 ,Gene  8 ,0.322020482778229,activation/repression
Gene  12 ,Gene  14 ,0.321883181384615,activation/repression
Gene  11 ,Gene  7 ,0.272814355646297,activation/repression
Gene  11 ,Gene  10 ,0.249271943372136,activation/repression
Gene  11 ,Gene  6 ,0.243434166824115,activation/repression
Gene  12 ,Gene  17 ,0.214865666890397,activation/repression
Gene  12 ,Gene  18 ,0.21425947610557,activation/repression
Gene  12 ,Gene  2 ,0.210994067616554,activation/repression
Gene  12 ,Gene  4 ,0.167419508341,activation/repression
Gene  11 ,Gene  9 ,0.164229501134849,activation/repression
Gene  12 ,Gene  15 ,0.163971774812766,activation/repression
Gene  12 ,Gene  16 ,0.162376327092186,activation/repression
Gene  10 ,Gene  5 ,0.155865179584933,activation/repression
Gene  10 ,Gene  6 ,0.150155190446665,activation/repression
Gene  11 ,Gene  15 ,0.149121827708148,activation/repression
Gene  11 ,Gene  1 ,0.143922139451001,activation/repression
Gene  11 ,Gene  16 ,0.121066836170856,activation/repression
Gene  13 ,Gene  12 ,0.111997986351499,activation/repression
Gene  10 ,Gene  4 ,0.108665565465802,activation/repression
Gene  11 ,Gene  5 ,0.100479167257178,activation/repression
Gene  11 ,Gene  13 ,0.0901541754901301,activation/repression
Gene  10 ,Gene  3 ,0.0855405742988056,activation/repression
Gene  11 ,Gene  14 ,0.0829645546069907,activation/repression
Gene  10 ,Gene  8 ,0.07661009668971,activation/repression
Gene  11 ,Gene  12 ,0.0749637382992802,activation/repression
Gene  13 ,Gene  10 ,0.0746152047515915,activation/repression
Gene  1 ,Gene  7 ,0.072902638310626,activation/repression
Gene  13 ,Gene  11 ,0.0619304143667631,activation/repression
Gene  1 ,Gene  16 ,0.0575418376453261,activation/repression
Gene  1 ,Gene  14 ,0.0560545078637222,activation/repression
Gene  1 ,Gene  15 ,0.0506541278412565,activation/repression
Gene  11 ,Gene  17 ,0.0501829142351069,activation/repression
Gene  1 ,Gene  17 ,0.0498516124465648,activation/repression
Gene  14 ,Gene  13 ,0.0486908965465186,activation/repression
Gene  10 ,Gene  9 ,0.0444344497170952,activation/repression
Gene  1 ,Gene  8 ,0.0428223031783733,activation/repression
Gene  13 ,Gene  7 ,0.0418624320174533,activation/repression
Gene  12 ,Gene  3 ,0.0392527605554493,activation/repression
Gene  13 ,Gene  6 ,0.0349947198376512,activation/repression
Gene  1 ,Gene  10 ,0.0338104558406268,activation/repression
Gene  1 ,Gene  11 ,0.0264265360169032,activation/repression
Gene  10 ,Gene  15 ,0.026394771746105,activation/repression
Gene  13 ,Gene  1 ,0.0263899012574802,activation/repression
Gene  10 ,Gene  7 ,0.0238288359889455,activation/repression
Gene  10 ,Gene  1 ,0.0199306587498215,activation/repression
Gene  13 ,Gene  9 ,0.0151259821707942,activation/repression
Gene  10 ,Gene  11 ,0.0131758683799944,activation/repression
Gene  11 ,Gene  4 ,0.0129688701461214,activation/repression
Gene  1 ,Gene  18 ,0.00913978833813757,activation/repression
Gene  14 ,Gene  12 ,0.00751388649339583,activation/repression
Gene  11 ,Gene  2 ,0.00646550888227112,activation/repression
Gene  6 ,Gene  3 ,1.02434937822741e-35,activation/repression
Gene  6 ,Gene  5 ,1.01480160689575e-35,activation/repression
Gene  7 ,Gene  5 ,9.4668676479267e-36,activation/repression
Gene  6 ,Gene  4 ,8.69111490993951e-36,activation/repression
Gene  16 ,Gene  15 ,8.644367771564e-36,activation/repression
Gene  2 ,Gene  18 ,8.16894933627003e-36,activation/repression
Gene  7 ,Gene  3 ,7.65130613102293e-36,activation/repression
Gene  7 ,Gene  4 ,7.59185245365253e-36,activation/repression
Gene  17 ,Gene  16 ,7.05101387488421e-36,activation/repression
Gene  5 ,Gene  3 ,6.98682114316093e-36,activation/repression
Gene  3 ,Gene  18 ,6.88836162235766e-36,activation/repression
Gene  8 ,Gene  5 ,6.07559455570675e-36,activation/repression
Gene  15 ,Gene  14 ,5.98819457075115e-36,activation/repression
Gene  7 ,Gene  6 ,5.70313615097e-36,activation/repression
Gene  8 ,Gene  3 ,5.66870827300745e-36,activation/repression
Gene  2 ,Gene  17 ,5.41610284801522e-36,activation/repression
Gene  8 ,Gene  4 ,5.19153496678946e-36,activation/repression
Gene  4 ,Gene  2 ,5.01546719410945e-36,activation/repression
Gene  18 ,Gene  16 ,4.68865158980415e-36,activation/repression
Gene  4 ,Gene  3 ,4.51957811583265e-36,activation/repression
Gene  5 ,Gene  4 ,3.80117468319121e-36,activation/repression
Gene  4 ,Gene  18 ,3.76358894042348e-36,activation/repression
Gene  3 ,Gene  2 ,3.75904447573845e-36,activation/repression
Gene  18 ,Gene  17 ,3.65730734264208e-36,activation/repression
Gene  9 ,Gene  3 ,3.46915552782893e-36,activation/repression
Gene  18 ,Gene  7 ,3.12882485139113e-36,activation/repression
Gene  9 ,Gene  5 ,3.10129005699851e-36,activation/repression
Gene  5 ,Gene  2 ,2.98430222597761e-36,activation/repression
Gene  9 ,Gene  4 ,2.95352070654076e-36,activation/repression
Gene  17 ,Gene  15 ,2.73632228530013e-36,activation/repression
Gene  8 ,Gene  6 ,2.62974250677007e-36,activation/repression
Gene  17 ,Gene  8 ,2.45170032610487e-36,activation/repression
Gene  17 ,Gene  7 ,1.77877052680878e-36,activation/repression
Gene  6 ,Gene  2 ,1.46451652902292e-36,activation/repression
Gene  9 ,Gene  6 ,1.30410775993802e-36,activation/repression
Gene  2 ,Gene  7 ,1.29003576694905e-36,activation/repression
Gene  2 ,Gene  16 ,9.83341066931723e-37,activation/repression
Gene  18 ,Gene  8 ,8.23300628289541e-37,activation/repression
Gene  16 ,Gene  14 ,7.9990811096258e-37,activation/repression
