,PseudoTime1,PseudoTime2
E292_213,NA,0.26415
E162_415,NA,0.51824
E49_472,NA,0.58994
E531_318,0.39623,NA
E450_632,0.79119,NA
E810_622,0.77862,NA
E413_408,0.50943,NA
E638_516,NA,0.64528
E184_363,0.45283,NA
E5_359,NA,0.4478
E812_281,NA,0.34969
E878_509,0.63648,NA
E381_358,0.44654,NA
E351_187,0.23145,NA
E935_7,0.00503,NA
E445_742,NA,0.92956
E137_370,NA,0.46164
E582_719,NA,0.90063
E906_92,0.11195,NA
E588_56,0.06667,NA
E747_707,0.88553,NA
E649_156,NA,0.19245
E793_638,0.79874,NA
E367_774,NA,0.96981
E689_640,0.80126,NA
E299_345,NA,0.43019
E721_315,NA,0.39245
E179_12,0.01132,NA
E741_240,NA,0.29811
E542_386,NA,0.48176
E80_739,NA,0.92579
E606_175,0.21635,NA
E403_380,NA,0.47421
E820_394,0.49182,NA
E175_414,0.51698,NA
E479_736,0.92201,NA
E973_412,NA,0.51447
E759_508,NA,0.63522
E56_168,NA,0.20755
E207_592,NA,0.74088
E204_207,0.2566,NA
E492_430,NA,0.53711
E670_277,0.34465,NA
E828_421,NA,0.52579
E256_462,NA,0.57736
E712_423,NA,0.5283
E286_364,0.45409,NA
E804_69,NA,0.08302
E845_261,0.32453,NA
E353_267,NA,0.33208
E979_118,0.14465,NA
E187_189,0.23396,NA
E903_751,NA,0.94088
E619_219,NA,0.2717
E404_550,NA,0.68805
E537_615,0.76981,NA
E567_359,0.4478,NA
E592_543,0.67925,NA
E610_340,0.4239,NA
E295_535,0.66918,NA
E190_513,NA,0.64151
E998_559,NA,0.69937
E32_551,NA,0.68931
E899_282,NA,0.35094
E726_570,0.71321,NA
E455_537,0.6717,NA
E81_363,0.45283,NA
E129_408,NA,0.50943
E16_456,0.56981,NA
E371_600,0.75094,NA
E449_298,NA,0.37107
E329_660,NA,0.82642
E222_566,NA,0.70818
E57_15,0.01509,NA
E147_787,NA,0.98616
E642_616,NA,0.77107
E328_589,NA,0.73711
E586_466,NA,0.58239
E761_220,NA,0.27296
E515_784,NA,0.98239
E938_753,0.9434,NA
E980_447,NA,0.55849
E260_635,NA,0.79497
E8_770,0.96478,NA
E115_39,0.04528,NA
E377_171,NA,0.21132
E877_443,0.55346,NA
E663_20,0.02138,NA
E919_289,NA,0.35975
E608_331,NA,0.41258
E792_735,0.92075,NA
E799_532,0.66541,NA
E814_42,0.04906,NA
E768_300,0.37358,NA
E93_320,NA,0.39874
E883_438,NA,0.54717
E796_590,NA,0.73836
E161_227,NA,0.28176
E178_16,0.01635,NA
E755_342,NA,0.42642
E609_210,NA,0.26038
E508_341,NA,0.42516
E237_45,NA,0.05283
E84_151,NA,0.18616
E483_628,NA,0.78616
E766_225,NA,0.27925
E200_81,0.09811,NA
E632_69,0.08302,NA
E949_437,0.54591,NA
E871_477,0.59623,NA
E324_293,NA,0.36478
E452_395,NA,0.49308
E142_54,NA,0.06415
E853_258,NA,0.32075
E463_516,0.64528,NA
E868_7,NA,0.00503
E87_415,NA,0.51824
E192_568,NA,0.71069
E898_296,NA,0.36855
E64_331,0.41258,NA
E716_342,0.42642,NA
E349_240,0.29811,NA
E745_666,NA,0.83396
E538_44,0.05157,NA
E647_686,0.85912,NA
E127_592,NA,0.74088
E240_324,0.40377,NA
E622_704,0.88176,NA
E309_639,NA,0.8
E105_671,0.84025,NA
E104_17,0.01761,NA
E795_62,0.07421,NA
E339_591,0.73962,NA
E776_457,0.57107,NA
E617_541,0.67673,NA
E762_604,0.75597,NA
E893_281,NA,0.34969
E933_418,0.52201,NA
E340_303,0.37736,NA
E149_73,NA,0.08805
E101_456,0.56981,NA
E763_611,0.76478,NA
E615_734,0.9195,NA
E211_120,0.14717,NA
E571_342,0.42642,NA
E682_373,NA,0.46541
E589_764,0.95723,NA
E733_455,0.56855,NA
E503_664,NA,0.83145
E854_674,NA,0.84403
E914_409,0.51069,NA
E356_42,0.04906,NA
E775_288,0.35849,NA
E774_542,0.67799,NA
E438_653,0.81761,NA
E934_249,0.30943,NA
E728_147,NA,0.18113
E112_96,NA,0.11698
E953_641,0.80252,NA
E773_437,0.54591,NA
E770_387,0.48302,NA
E673_648,0.81132,NA
E548_656,NA,0.82138
E753_576,0.72075,NA
E186_42,NA,0.04906
E929_128,0.15723,NA
E232_495,NA,0.61887
E99_576,NA,0.72075
E885_606,0.75849,NA
E285_568,NA,0.71069
E870_419,NA,0.52327
E166_755,0.94591,NA
E603_89,NA,0.10818
E835_631,NA,0.78994
E782_675,NA,0.84528
E248_48,NA,0.0566
E306_412,0.51447,NA
E708_346,NA,0.43145
E751_690,0.86415,NA
E376_469,NA,0.58616
E635_33,NA,0.03774
E393_176,NA,0.21761
E952_163,0.20126,NA
E212_487,NA,0.60881
E487_736,NA,0.92201
E418_407,NA,0.50818
E249_712,NA,0.89182
E163_336,NA,0.41887
E157_243,NA,0.30189
E67_311,0.38742,NA
E719_87,0.10566,NA
E293_196,0.24277,NA
E529_18,0.01887,NA
E946_504,NA,0.63019
E856_719,NA,0.90063
E552_412,NA,0.51447
E223_619,0.77484,NA
E736_552,0.69057,NA
E76_448,0.55975,NA
E886_62,NA,0.07421
E405_269,NA,0.33459
E467_766,0.95975,NA
E634_719,NA,0.90063
E464_77,NA,0.09308
E476_762,0.95472,NA
E71_114,NA,0.13962
E875_50,0.05912,NA
E742_656,0.82138,NA
E636_442,0.5522,NA
E361_265,0.32956,NA
E583_710,0.88931,NA
E53_357,0.44528,NA
E272_69,NA,0.08302
E991_323,NA,0.40252
E203_506,0.6327,NA
E641_706,0.88428,NA
E210_376,NA,0.46918
E341_789,0.98868,NA
E846_190,NA,0.23522
E628_207,NA,0.2566
E578_620,NA,0.7761
E943_163,0.20126,NA
E869_156,0.19245,NA
E373_330,NA,0.41132
E176_487,NA,0.60881
E912_307,NA,0.38239
E117_791,NA,0.99119
E153_792,0.99245,NA
E60_661,0.82767,NA
E136_428,NA,0.53459
E23_675,NA,0.84528
E333_462,0.57736,NA
E189_398,0.49686,NA
E332_145,NA,0.17862
E268_746,NA,0.93459
E239_262,0.32579,NA
E220_625,0.78239,NA
E852_249,0.30943,NA
E697_540,NA,0.67547
E651_341,NA,0.42516
E656_548,NA,0.68553
E322_409,NA,0.51069
E419_739,0.92579,NA
E416_414,NA,0.51698
E159_29,NA,0.0327
E865_696,NA,0.8717
E598_33,NA,0.03774
E253_417,NA,0.52075
E480_13,NA,0.01258
E215_267,0.33208,NA
E840_180,NA,0.22264
E709_352,NA,0.43899
E287_53,0.06289,NA
E9_89,0.10818,NA
E722_101,0.12327,NA
E160_483,NA,0.60377
E0_534,0.66792,NA
E867_641,NA,0.80252
E45_600,0.75094,NA
E788_737,0.92327,NA
E803_464,NA,0.57987
E347_129,0.15849,NA
E103_418,NA,0.52201
E547_158,NA,0.19497
E106_46,0.05409,NA
E363_576,NA,0.72075
E454_344,NA,0.42893
E679_747,NA,0.93585
E688_645,NA,0.80755
E78_356,NA,0.44403
E25_404,NA,0.5044
E273_298,0.37107,NA
E614_603,0.75472,NA
E984_759,NA,0.95094
E874_155,0.19119,NA
E813_734,NA,0.9195
E391_11,0.01006,NA
E781_767,NA,0.96101
E968_38,NA,0.04403
E513_363,NA,0.45283
E417_720,NA,0.90189
E678_781,NA,0.97862
E2_352,NA,0.43899
E316_404,0.5044,NA
E772_621,NA,0.77736
E581_342,0.42642,NA
E629_492,NA,0.61509
E959_270,0.33585,NA
E109_491,NA,0.61384
E282_275,NA,0.34214
E447_459,NA,0.57358
E698_417,0.52075,NA
E692_535,NA,0.66918
E485_570,0.71321,NA
E574_538,NA,0.67296
E226_339,NA,0.42264
