,PseudoTime
E846_441,0.5534591194968553
E787_498,0.6251572327044025
E702_115,0.14339622641509434
E517_789,0.9911949685534591
E440_783,0.9836477987421384
E145_765,0.9610062893081761
E642_251,0.31446540880503143
E292_510,0.640251572327044
E773_607,0.7622641509433963
E304_230,0.2880503144654088
E462_578,0.7257861635220125
E442_542,0.680503144654088
E114_711,0.8930817610062893
E68_429,0.5383647798742138
E101_722,0.9069182389937107
E340_235,0.2943396226415094
E757_256,0.32075471698113206
E373_420,0.5270440251572327
E967_780,0.979874213836478
E113_85,0.10566037735849057
E126_593,0.7446540880503144
E749_220,0.27547169811320754
E579_82,0.1018867924528302
E358_547,0.6867924528301886
E81_629,0.789937106918239
E161_361,0.4528301886792453
E875_786,0.9874213836477987
E356_414,0.519496855345912
E805_574,0.720754716981132
E59_565,0.7094339622641509
E403_553,0.6943396226415094
E806_419,0.5257861635220126
E564_778,0.9773584905660377
E493_791,0.9937106918238994
E154_687,0.8628930817610063
E259_673,0.8452830188679246
E701_777,0.9761006289308176
E532_314,0.3937106918238994
E645_490,0.6150943396226415
E727_326,0.4088050314465409
E803_5,0.005031446540880503
E453_127,0.15849056603773584
E52_75,0.0930817610062893
E379_682,0.8566037735849057
E90_65,0.08050314465408805
E506_395,0.49559748427672956
E181_763,0.9584905660377359
E735_726,0.9119496855345912
E93_434,0.5446540880503145
E633_14,0.016352201257861635
E521_106,0.1320754716981132
E485_545,0.6842767295597484
E865_24,0.028930817610062894
E988_95,0.11823899371069183
E565_108,0.13459119496855346
E497_776,0.9748427672955975
E144_505,0.6339622641509434
E548_699,0.8779874213836478
E286_300,0.37610062893081764
E56_558,0.70062893081761
E118_737,0.9257861635220126
E85_154,0.19245283018867926
E793_457,0.5735849056603773
E698_255,0.31949685534591193
E699_193,0.24150943396226415
E137_353,0.4427672955974843
E604_147,0.18364779874213835
E814_226,0.2830188679245283
E229_147,0.18364779874213835
E863_421,0.5283018867924528
E422_139,0.17358490566037735
E899_38,0.04654088050314465
E777_503,0.6314465408805031
E148_431,0.5408805031446541
E53_350,0.4389937106918239
E337_559,0.7018867924528301
E860_581,0.7295597484276729
E486_661,0.8301886792452831
E531_783,0.9836477987421384
E931_792,0.9949685534591195
E211_769,0.9660377358490566
E795_215,0.2691823899371069
E499_649,0.8150943396226416
E66_171,0.2138364779874214
E7_536,0.6729559748427673
E327_316,0.39622641509433965
E147_267,0.33459119496855344
E347_171,0.2138364779874214
E720_680,0.8540880503144654
E995_129,0.1610062893081761
E725_293,0.3672955974842767
E700_41,0.050314465408805034
E489_273,0.3421383647798742
E958_694,0.8716981132075472
E152_89,0.11069182389937107
E844_365,0.4578616352201258
E405_242,0.3031446540880503
E731_166,0.20754716981132076
E201_481,0.6037735849056604
E861_56,0.06918238993710692
E908_296,0.3710691823899371
E525_449,0.5635220125786163
E596_460,0.5773584905660377
E972_549,0.6893081761006289
E973_325,0.4075471698113208
E34_689,0.8654088050314466
E668_217,0.27169811320754716
E295_74,0.09182389937106918
E19_368,0.46163522012578617
E617_335,0.42012578616352203
E242_689,0.8654088050314466
E57_698,0.8767295597484277
E297_47,0.05786163522012579
E100_213,0.26666666666666666
E627_309,0.38742138364779877
E740_250,0.3132075471698113
E419_164,0.2050314465408805
E675_317,0.39748427672955977
E479_449,0.5635220125786163
E399_148,0.18490566037735848
E278_613,0.769811320754717
E170_535,0.6716981132075471
E385_679,0.8528301886792453
E997_169,0.21132075471698114
E324_130,0.16226415094339622
E230_146,0.18238993710691823
E257_78,0.09685534591194969
E407_434,0.5446540880503145
E153_769,0.9660377358490566
E51_582,0.730817610062893
E106_387,0.48553459119496856
E817_548,0.6880503144654088
E445_395,0.49559748427672956
E179_446,0.559748427672956
E38_696,0.8742138364779874
E913_210,0.2628930817610063
E884_573,0.7194968553459119
E40_620,0.7786163522012579
E208_226,0.2830188679245283
E687_562,0.7056603773584905
E247_15,0.01761006289308176
E245_780,0.979874213836478
E535_634,0.7962264150943397
E172_486,0.610062893081761
E559_313,0.39245283018867927
E381_550,0.690566037735849
E959_179,0.2238993710691824
E941_666,0.8364779874213837
E215_253,0.3169811320754717
E924_393,0.4930817610062893
E782_235,0.2943396226415094
E334_616,0.7735849056603774
E433_516,0.6477987421383647
E452_38,0.04654088050314465
E760_301,0.37735849056603776
E781_502,0.630188679245283
E204_344,0.43144654088050316
E882_681,0.8553459119496856
E903_233,0.2918238993710692
E398_601,0.7547169811320755
E912_314,0.3937106918238994
E750_697,0.8754716981132076
E670_203,0.2540880503144654
E450_638,0.8012578616352202
E263_72,0.08930817610062892
E906_387,0.48553459119496856
E92_28,0.033962264150943396
E739_704,0.8842767295597485
E383_474,0.5949685534591195
E631_694,0.8716981132075472
E566_103,0.12830188679245283
E639_106,0.1320754716981132
E640_333,0.4176100628930818
E821_549,0.6893081761006289
E571_292,0.3660377358490566
E26_75,0.0930817610062893
E582_584,0.7333333333333333
E339_565,0.7094339622641509
E213_633,0.7949685534591195
E723_184,0.23018867924528302
E530_234,0.2930817610062893
E503_710,0.8918238993710692
E314_231,0.2893081761006289
E330_66,0.08176100628930817
E401_416,0.5220125786163522
E140_782,0.9823899371069182
E652_720,0.9044025157232705
E766_1,0.0
E501_786,0.9874213836477987
E673_599,0.7522012578616353
E61_572,0.7182389937106918
E436_240,0.30062893081761005
E527_181,0.22641509433962265
E190_448,0.5622641509433962
E635_384,0.4817610062893082
E291_76,0.09433962264150944
E786_568,0.7132075471698113
E905_297,0.3723270440251572
E149_467,0.5861635220125786
E528_440,0.5522012578616352
E326_206,0.2578616352201258
E343_464,0.5823899371069182
E391_404,0.5069182389937107
E371_207,0.2591194968553459
E933_15,0.01761006289308176
E115_568,0.7132075471698113
E444_54,0.06666666666666667
E475_265,0.3320754716981132
E243_95,0.11823899371069183
E833_73,0.09056603773584905
E960_356,0.44654088050314467
E353_21,0.025157232704402517
E585_514,0.6452830188679245
E438_80,0.09937106918238994
E273_55,0.06792452830188679
E929_361,0.4528301886792453
E741_473,0.5937106918238994
E476_663,0.8327044025157233
E276_81,0.10062893081761007
E576_47,0.05786163522012579
E83_463,0.5811320754716981
E285_253,0.3169811320754717
E664_137,0.1710691823899371
E346_763,0.9584905660377359
E129_329,0.4125786163522013
E932_713,0.8955974842767296
E388_414,0.519496855345912
E370_696,0.8742138364779874
E80_421,0.5283018867924528
E244_385,0.4830188679245283
E418_749,0.9408805031446541
E769_437,0.5484276729559748
E533_398,0.49937106918238994
E308_108,0.13459119496855346
E376_436,0.5471698113207547
E321_299,0.37484276729559746
E620_234,0.2930817610062893
E704_787,0.9886792452830189
E849_281,0.3522012578616352
E107_358,0.4490566037735849
E732_632,0.7937106918238994
E281_24,0.028930817610062894
E983_740,0.929559748427673
E688_131,0.16352201257861634
E511_740,0.929559748427673
E717_47,0.05786163522012579
E299_252,0.31572327044025156
E122_572,0.7182389937106918
E624_372,0.4666666666666667
E84_658,0.8264150943396227
E756_653,0.820125786163522
E108_3,0.0025157232704402514
E779_191,0.2389937106918239
E504_269,0.3371069182389937
E572_265,0.3320754716981132
E10_135,0.16855345911949685
E315_561,0.7044025157232704
E970_772,0.969811320754717
E312_783,0.9836477987421384
E224_205,0.25660377358490566
E801_502,0.630188679245283
E866_186,0.23270440251572327
E313_298,0.37358490566037733
E985_419,0.5257861635220126
E696_240,0.30062893081761005
E165_525,0.6591194968553459
E653_486,0.610062893081761
E615_772,0.969811320754717
E890_775,0.9735849056603774
E519_788,0.989937106918239
E64_559,0.7018867924528301
E789_263,0.32955974842767294
E922_75,0.0930817610062893
E538_644,0.8088050314465409
E892_534,0.670440251572327
E28_378,0.4742138364779874
E898_518,0.650314465408805
E386_121,0.1509433962264151
E552_448,0.5622641509433962
E176_719,0.9031446540880503
E818_314,0.3937106918238994
E792_194,0.24276729559748428
E654_209,0.26163522012578616
E682_759,0.9534591194968554
E164_760,0.9547169811320755
E274_414,0.519496855345912
E862_563,0.7069182389937106
E894_158,0.19748427672955976
E32_748,0.939622641509434
E37_170,0.21257861635220127
E464_629,0.789937106918239
E223_142,0.17735849056603772
E928_569,0.7144654088050314
E665_462,0.579874213836478
E529_777,0.9761006289308176
E491_458,0.5748427672955975
E948_149,0.1861635220125786
E255_475,0.5962264150943396
E518_760,0.9547169811320755
E543_117,0.1459119496855346
E206_237,0.2968553459119497
E965_440,0.5522012578616352
E745_158,0.19748427672955976
E790_535,0.6716981132075471
E709_508,0.6377358490566037
E432_325,0.4075471698113208
E354_550,0.690566037735849
E200_596,0.7484276729559748
E955_599,0.7522012578616353
E515_14,0.016352201257861635
E406_702,0.8817610062893082
E23_40,0.04905660377358491
E192_656,0.8238993710691824
E261_114,0.1421383647798742
E502_191,0.2389937106918239
E800_631,0.7924528301886793
E338_479,0.6012578616352201
E54_482,0.6050314465408805
E372_677,0.8503144654088051
E930_158,0.19748427672955976
E355_382,0.47924528301886793
E611_695,0.8729559748427673
E614_106,0.1320754716981132
E134_111,0.13836477987421383
E778_796,1.0
E484_658,0.8264150943396227
E649_443,0.5559748427672956
E310_242,0.3031446540880503
E671_459,0.5761006289308176
E306_509,0.6389937106918239
E657_239,0.2993710691823899
E125_376,0.4716981132075472
E979_223,0.2792452830188679
E686_367,0.46037735849056605
E736_84,0.10440251572327044
E301_419,0.5257861635220126
E534_112,0.13962264150943396
E425_756,0.949685534591195
E742_89,0.11069182389937107
E556_399,0.5006289308176101
E5_595,0.7471698113207547
E724_261,0.3270440251572327
E35_362,0.4540880503144654
E446_709,0.8905660377358491
E157_619,0.7773584905660378
E309_289,0.3622641509433962
E628_199,0.2490566037735849
E889_597,0.7496855345911949
E843_26,0.031446540880503145
E120_22,0.026415094339622643
E953_691,0.8679245283018868
E971_193,0.24150943396226415
E838_7,0.007547169811320755
E368_327,0.410062893081761
E966_552,0.6930817610062893
E60_412,0.5169811320754717
E707_715,0.8981132075471698
E984_456,0.5723270440251572
