SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  8 ,1,activation/repression
Gene  3 ,Gene  2 ,0.562796224242745,activation/repression
Gene  10 ,Gene  9 ,0.560558286679656,activation/repression
Gene  3 ,Gene  1 ,0.51238989122413,activation/repression
Gene  1 ,Gene  10 ,0.507655240900758,activation/repression
Gene  4 ,Gene  3 ,0.455852941953756,activation/repression
Gene  1 ,Gene  2 ,0.337656488927967,activation/repression
Gene  7 ,Gene  5 ,0.305414665269603,activation/repression
Gene  7 ,Gene  6 ,0.281568669570078,activation/repression
Gene  3 ,Gene  7 ,0.271689645446474,activation/repression
Gene  4 ,Gene  1 ,0.222405690477402,activation/repression
Gene  8 ,Gene  6 ,0.181939748406367,activation/repression
Gene  8 ,Gene  5 ,0.176778810266101,activation/repression
Gene  6 ,Gene  5 ,0.171838428253154,activation/repression
Gene  6 ,Gene  4 ,0.140068423773611,activation/repression
Gene  10 ,Gene  7 ,0.11101514740123,activation/repression
Gene  8 ,Gene  10 ,0.108374434214341,activation/repression
Gene  9 ,Gene  7 ,0.104373869827658,activation/repression
Gene  3 ,Gene  10 ,0.0951790681572394,activation/repression
Gene  9 ,Gene  8 ,0.0731198874499531,activation/repression
Gene  3 ,Gene  4 ,0.0581542589845498,activation/repression
Gene  10 ,Gene  8 ,0.0551515990971694,activation/repression
Gene  9 ,Gene  6 ,0.0363998815314639,activation/repression
Gene  9 ,Gene  5 ,0.0179379252944267,activation/repression
Gene  2 ,Gene  10 ,4.05406652454669e-36,activation/repression
Gene  5 ,Gene  4 ,2.21464217751298e-36,activation/repression
Gene  5 ,Gene  6 ,9.93990601180696e-37,activation/repression
Gene  2 ,Gene  9 ,5.49880895665072e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
