,PseudoTime1,PseudoTime2
E480_295,NA,0.3673
E295_158,0.19497,NA
E937_298,0.37107,NA
E334_789,NA,0.98868
E368_656,0.82138,NA
E350_148,0.18239,NA
E679_449,NA,0.56101
E857_400,0.49937,NA
E833_37,NA,0.04277
E444_587,NA,0.73459
E174_540,NA,0.67547
E75_156,0.19245,NA
E194_22,NA,0.0239
E604_323,0.40252,NA
E746_792,0.99245,NA
E874_93,0.11321,NA
E659_43,0.05031,NA
E784_568,NA,0.71069
E736_668,0.83648,NA
E15_367,NA,0.45786
E31_654,0.81887,NA
E314_132,0.16226,NA
E57_270,0.33585,NA
E330_457,NA,0.57107
E744_514,NA,0.64277
E935_218,0.27044,NA
E99_689,NA,0.86289
E919_169,NA,0.20881
E819_474,NA,0.59245
E9_602,0.75346,NA
E769_446,0.55723,NA
E395_747,NA,0.93585
E129_587,NA,0.73459
E675_466,0.58239,NA
E880_460,0.57484,NA
E396_503,0.62893,NA
E940_429,NA,0.53585
E463_175,0.21635,NA
E378_773,NA,0.96855
E917_492,NA,0.61509
E748_556,NA,0.6956
E656_312,NA,0.38868
E987_473,NA,0.59119
E425_441,NA,0.55094
E140_170,0.21006,NA
E478_299,0.37233,NA
E730_321,NA,0.4
E883_467,NA,0.58365
E308_675,NA,0.84528
E249_521,NA,0.65157
E803_411,NA,0.51321
E955_425,0.53082,NA
E542_404,NA,0.5044
E952_290,0.36101,NA
E503_565,NA,0.70692
E683_404,0.5044,NA
E934_705,0.88302,NA
E283_343,NA,0.42767
E443_766,0.95975,NA
E832_92,NA,0.11195
E456_263,NA,0.32704
E48_481,NA,0.60126
E166_628,0.78616,NA
E340_642,0.80377,NA
E767_585,NA,0.73208
E104_792,0.99245,NA
E2_382,NA,0.47673
E473_210,NA,0.26038
E734_401,NA,0.50063
E401_641,NA,0.80252
E232_489,NA,0.61132
E360_396,0.49434,NA
E312_564,0.70566,NA
E505_260,0.32327,NA
E175_438,0.54717,NA
E829_499,NA,0.6239
E267_345,0.43019,NA
E900_780,NA,0.97736
E522_47,0.05535,NA
E453_549,NA,0.68679
E858_536,0.67044,NA
E928_171,0.21132,NA
E705_150,0.18491,NA
E510_633,NA,0.79245
E209_473,NA,0.59119
E89_445,0.55597,NA
E799_87,0.10566,NA
E618_448,NA,0.55975
E474_48,NA,0.0566
E613_84,0.10189,NA
E231_521,0.65157,NA
E432_625,0.78239,NA
E920_222,0.27547,NA
E125_92,NA,0.11195
E742_117,0.1434,NA
E317_593,NA,0.74214
E664_465,NA,0.58113
E577_757,NA,0.94843
E724_461,0.5761,NA
E326_621,NA,0.77736
E790_583,NA,0.72956
