,PseudoTime1,PseudoTime2
E326_770,NA,0.77131
E556_882,0.88365,NA
E880_688,0.68907,NA
E825_863,NA,0.86459
E901_983,NA,0.98495
E264_607,NA,0.60782
E244_755,NA,0.75627
E476_753,0.75426,NA
E316_515,NA,0.51555
E509_731,0.7322,NA
E518_613,0.61384,NA
E626_884,0.88566,NA
E243_159,0.15848,NA
E618_927,NA,0.92879
E947_155,NA,0.15446
E819_137,0.13641,NA
E918_749,NA,0.75025
E380_596,NA,0.59679
E942_85,NA,0.08425
E467_67,0.0662,NA
E312_449,NA,0.44935
E717_120,NA,0.11936
E175_168,NA,0.1675
E651_119,NA,0.11836
E474_980,NA,0.98195
E407_133,NA,0.1324
E885_555,NA,0.55567
E822_790,NA,0.79137
E512_418,0.41825,NA
E464_672,0.67302,NA
E364_736,NA,0.73721
E119_285,NA,0.28485
E731_157,NA,0.15647
E245_606,NA,0.60682
E331_194,NA,0.19358
E333_983,NA,0.98495
E521_919,0.92076,NA
E549_480,NA,0.48044
E254_513,NA,0.51354
E166_892,0.89368,NA
E643_30,NA,0.02909
E103_156,NA,0.15547
E677_328,NA,0.32798
E33_791,NA,0.79238
E226_557,NA,0.55767
E126_759,NA,0.76028
E375_574,NA,0.57472
E689_548,NA,0.54865
E893_675,0.67603,NA
E649_863,NA,0.86459
E588_203,NA,0.20261
E72_463,NA,0.46339
E940_961,0.96289,NA
E840_356,0.35607,NA
E356_898,NA,0.8997
E310_27,NA,0.02608
E306_141,0.14042,NA
E67_398,NA,0.39819
E772_166,0.1655,NA
E761_122,NA,0.12136
E496_595,0.59579,NA
E317_3,0.00201,NA
E650_115,0.11434,NA
E384_659,0.65998,NA
E271_406,0.40622,NA
E402_121,0.12036,NA
E409_244,NA,0.24373
E655_812,0.81344,NA
E450_704,NA,0.70512
E136_424,NA,0.42427
E678_117,NA,0.11635
E540_698,NA,0.6991
E282_301,0.3009,NA
E908_110,NA,0.10933
E386_334,NA,0.334
E714_480,NA,0.48044
E320_433,0.4333,NA
E926_141,0.14042,NA
E552_559,0.55968,NA
E671_696,NA,0.69709
E494_151,0.15045,NA
E572_526,0.52658,NA
E477_601,0.60181,NA
E458_922,0.92377,NA
E468_722,0.72317,NA
E444_144,0.14343,NA
E665_697,0.69809,NA
E38_939,0.94082,NA
E397_364,NA,0.36409
E454_185,0.18455,NA
E999_121,NA,0.12036
E791_832,0.8335,NA
E782_949,0.95085,NA
E349_18,NA,0.01705
E183_900,0.90171,NA
E389_983,0.98495,NA
E695_273,0.27282,NA
E106_332,0.332,NA
E56_356,0.35607,NA
E456_746,0.74724,NA
E855_828,0.82949,NA
E231_308,0.30792,NA
E129_219,NA,0.21866
E466_69,NA,0.0682
E487_990,NA,0.99198
E616_918,NA,0.91976
E26_317,NA,0.31695
E332_437,0.43731,NA
E253_693,NA,0.69408
E426_652,NA,0.65296
E280_916,NA,0.91775
E780_23,NA,0.02207
E154_35,0.0341,NA
E281_724,NA,0.72518
E489_549,0.54965,NA
E577_592,0.59278,NA
E820_330,0.32999,NA
E801_269,0.26881,NA
E758_981,0.98295,NA
E471_41,NA,0.04012
E583_654,NA,0.65496
E625_511,0.51153,NA
E195_72,NA,0.07121
E482_621,0.62187,NA
E943_923,NA,0.92477
E118_697,NA,0.69809
E935_866,0.8676,NA
E462_515,NA,0.51555
E561_163,NA,0.16249
E705_319,0.31896,NA
E284_298,NA,0.29789
E849_63,NA,0.06219
E208_983,0.98495,NA
E127_314,0.31394,NA
E34_519,NA,0.51956
E914_404,NA,0.40421
E603_334,0.334,NA
E781_67,NA,0.0662
E307_878,NA,0.87964
E185_195,NA,0.19458
E50_250,0.24975,NA
E405_302,NA,0.30191
E144_666,NA,0.667
E443_944,0.94584,NA
E239_172,NA,0.17151
E457_872,NA,0.87362
E866_698,NA,0.6991
E130_786,0.78736,NA
E978_371,NA,0.37111
E430_565,NA,0.5657
E790_259,NA,0.25878
E18_654,NA,0.65496
E628_382,0.38215,NA
E851_995,0.99699,NA
E859_58,0.05717,NA
E330_461,NA,0.46138
E610_730,0.73119,NA
E627_731,NA,0.7322
E283_897,NA,0.8987
E637_785,NA,0.78636
E969_396,0.39619,NA
E418_154,NA,0.15346
E27_802,NA,0.80341
E951_723,NA,0.72417
E970_353,0.35306,NA
E484_755,0.75627,NA
E434_771,NA,0.77232
E636_868,NA,0.86961
E719_185,0.18455,NA
E736_578,0.57874,NA
E817_701,0.70211,NA
E630_719,0.72016,NA
E818_592,NA,0.59278
E311_92,0.09127,NA
E609_885,NA,0.88666
E25_143,NA,0.14243
E920_370,0.37011,NA
E400_393,NA,0.39318
E809_234,0.2337,NA
E645_176,NA,0.17553
E792_861,0.86259,NA
E470_147,NA,0.14644
E335_828,0.82949,NA
E706_73,NA,0.07222
E198_559,0.55968,NA
E674_890,NA,0.89168
E911_224,NA,0.22367
E988_587,NA,0.58776
E338_732,NA,0.7332
E995_937,0.93882,NA
E564_716,0.71715,NA
E601_332,0.332,NA
E760_703,0.70411,NA
E250_101,0.1003,NA
E68_155,0.15446,NA
E376_31,NA,0.03009
E108_234,0.2337,NA
E2_592,NA,0.59278
E58_665,NA,0.666
E438_676,NA,0.67703
E440_895,0.89669,NA
E428_36,0.03511,NA
E929_317,NA,0.31695
E830_750,NA,0.75125
E693_378,0.37813,NA
E3_344,NA,0.34403
E898_618,NA,0.61886
E54_527,0.52758,NA
E262_120,NA,0.11936
E45_908,0.90973,NA
E439_860,0.86158,NA
E113_635,0.63591,NA
E774_919,NA,0.92076
E740_504,NA,0.50451
E715_107,NA,0.10632
E983_320,NA,0.31996
E351_531,0.53159,NA
E176_245,NA,0.24473
E737_830,0.83149,NA
E881_740,0.74122,NA
E635_598,0.5988,NA
E888_685,NA,0.68606
E837_247,0.24674,NA
E212_413,NA,0.41324
E505_74,0.07322,NA
E685_892,NA,0.89368
E146_593,0.59378,NA
E944_252,0.25176,NA
E986_938,NA,0.93982
E938_734,0.73521,NA
E295_401,0.4012,NA
E669_148,NA,0.14744
E590_429,NA,0.42929
E398_877,NA,0.87864
E230_511,NA,0.51153
E448_935,0.93681,NA
E196_960,NA,0.96189
E42_625,NA,0.62588
E699_342,0.34203,NA
E205_81,NA,0.08024
E213_110,NA,0.10933
E368_887,NA,0.88867
E303_403,NA,0.40321
E631_600,0.6008,NA
E860_518,NA,0.51856
E207_853,NA,0.85456
E784_73,NA,0.07222
E100_848,NA,0.84955
E180_377,0.37713,NA
E96_280,NA,0.27984
E786_365,NA,0.3651
E1_727,NA,0.72818
E703_190,0.18957,NA
E237_680,0.68104,NA
E832_730,0.73119,NA
E337_739,NA,0.74022
E7_762,NA,0.76329
E726_352,NA,0.35206
E663_730,0.73119,NA
E99_750,0.75125,NA
E548_792,NA,0.79338
E681_615,0.61585,NA
E76_116,NA,0.11535
E675_255,0.25476,NA
E543_3,0.00201,NA
E204_344,NA,0.34403
E755_978,NA,0.97994
E133_770,NA,0.77131
E186_782,0.78335,NA
E887_912,0.91374,NA
E404_135,NA,0.1344
E225_679,0.68004,NA
E150_911,NA,0.91274
E922_329,0.32899,NA
E574_977,NA,0.97894
E222_902,NA,0.90371
E334_903,NA,0.90471
E915_573,0.57372,NA
E682_695,NA,0.69609
E62_150,NA,0.14945
E597_349,0.34905,NA
E923_286,NA,0.28586
E124_981,0.98295,NA
E490_485,0.48546,NA
E492_589,NA,0.58977
E347_919,0.92076,NA
E847_934,NA,0.93581
E218_750,NA,0.75125
E563_176,0.17553,NA
E829_35,NA,0.0341
E358_67,0.0662,NA
E648_101,NA,0.1003
E771_314,NA,0.31394
E290_445,0.44534,NA
E526_998,1.0,NA
E762_831,0.8325,NA
E343_924,0.92578,NA
E538_552,0.55266,NA
E766_355,0.35507,NA
E757_713,0.71414,NA
E511_687,NA,0.68806
E751_957,NA,0.95888
E979_631,NA,0.6319
E48_391,0.39117,NA
E149_464,NA,0.46439
E796_760,NA,0.76128
E340_629,0.62989,NA
E924_83,NA,0.08225
E396_68,0.0672,NA
E702_814,0.81545,NA
E424_846,0.84754,NA
E520_350,NA,0.35005
E71_582,0.58275,NA
E835_377,NA,0.37713
E348_577,NA,0.57773
E764_773,NA,0.77432
E286_191,0.19057,NA
E437_589,0.58977,NA
E419_776,0.77733,NA
E778_567,0.5677,NA
E188_522,NA,0.52257
E545_943,0.94483,NA
E40_820,0.82146,NA
E255_81,NA,0.08024
E197_802,NA,0.80341
E712_751,0.75226,NA
E504_685,0.68606,NA
E84_454,0.45436,NA
E158_989,NA,0.99097
E373_574,NA,0.57472
E694_674,NA,0.67503
E990_290,NA,0.28987
E172_247,0.24674,NA
E750_266,NA,0.2658
E683_110,NA,0.10933
E480_521,0.52156,NA
E907_963,0.96489,NA
E975_877,NA,0.87864
E82_671,NA,0.67202
E293_707,NA,0.70812
E679_763,0.76429,NA
E13_561,NA,0.56169
E486_840,NA,0.84152
E718_484,0.48445,NA
E968_815,0.81645,NA
E724_780,0.78134,NA
E701_529,NA,0.52959
E652_72,NA,0.07121
E272_436,NA,0.43631
E354_774,0.77533,NA
E869_323,0.32297,NA
E977_786,NA,0.78736
E542_911,NA,0.91274
E361_492,NA,0.49248
E581_974,NA,0.97593
E558_129,0.12839,NA
E941_564,NA,0.56469
E91_51,NA,0.05015
E984_972,0.97392,NA
E478_831,0.8325,NA
E232_827,0.82849,NA
E98_141,0.14042,NA
E852_773,NA,0.77432
E746_475,0.47543,NA
E401_395,NA,0.39519
E902_74,0.07322,NA
E991_402,NA,0.40221
E261_693,0.69408,NA
E559_229,NA,0.22869
E861_507,0.50752,NA
E123_164,0.16349,NA
E111_841,0.84253,NA
E291_21,0.02006,NA
E296_717,NA,0.71815
E488_586,0.58676,NA
E646_31,NA,0.03009
E607_176,0.17553,NA
E24_542,0.54263,NA
E287_451,NA,0.45135
E727_355,0.35507,NA
E251_140,0.13942,NA
E134_293,0.29288,NA
E759_31,NA,0.03009
E211_810,NA,0.81143
E810_746,NA,0.74724
E747_292,NA,0.29188
E713_64,NA,0.06319
E31_628,0.62889,NA
E415_83,NA,0.08225
E836_963,0.96489,NA
E427_558,NA,0.55868
E491_27,0.02608,NA
E74_540,NA,0.54062
E680_72,0.07121,NA
E60_409,0.40923,NA
E604_98,0.09729,NA
E767_343,NA,0.34303
E807_884,NA,0.88566
E524_73,NA,0.07222
E692_296,NA,0.29589
E357_341,NA,0.34102
E6_793,NA,0.79438
E73_263,0.26279,NA
E37_5,NA,0.00401
E812_358,NA,0.35807
E672_616,0.61685,NA
E599_359,0.35908,NA
E769_322,0.32197,NA
E109_84,NA,0.08325
E160_583,NA,0.58375
E102_625,0.62588,NA
E839_350,0.35005,NA
E506_618,NA,0.61886
E163_100,NA,0.0993
E598_406,NA,0.40622
E383_524,0.52457,NA
E322_338,NA,0.33801
E854_738,NA,0.73922
E517_427,0.42728,NA
E214_181,0.18054,NA
E138_822,NA,0.82347
E909_330,0.32999,NA
E433_537,0.53761,NA
E582_101,NA,0.1003
E122_22,NA,0.02106
E955_747,NA,0.74824
E921_299,0.2989,NA
E931_289,0.28887,NA
E539_381,NA,0.38114
E247_300,0.2999,NA
E16_640,NA,0.64092
E381_204,NA,0.20361
E455_8,NA,0.00702
E309_655,NA,0.65597
E165_654,NA,0.65496
E842_126,0.12538,NA
E622_597,NA,0.59779
E571_710,0.71113,NA
E12_951,NA,0.95286
E890_714,NA,0.71515
E641_554,0.55466,NA
E785_964,0.9659,NA
E507_496,NA,0.49649
E157_468,0.46841,NA
E53_264,NA,0.26379
E899_163,NA,0.16249
E589_178,NA,0.17753
E676_199,0.1986,NA
E137_953,0.95486,NA
E352_872,NA,0.87362
E982_606,0.60682,NA
E403_48,NA,0.04714
E319_60,NA,0.05918
E219_258,0.25777,NA
E566_384,NA,0.38415
E49_700,NA,0.7011
E964_226,NA,0.22568
E754_162,0.16148,NA
E870_953,NA,0.95486
E912_748,NA,0.74925
E267_203,0.20261,NA
E177_528,NA,0.52859
E614_759,0.76028,NA
E473_785,NA,0.78636
E579_748,NA,0.74925
E514_937,NA,0.93882
E173_547,0.54764,NA
E845_887,0.88867,NA
E874_709,0.71013,NA
E47_809,NA,0.81043
E871_807,NA,0.80843
E141_975,NA,0.97693
E925_505,NA,0.50552
E615_519,0.51956,NA
E928_1,0.0,NA
E367_543,NA,0.54363
E575_599,NA,0.5998
E97_763,NA,0.76429
E742_201,0.2006,NA
E94_469,0.46941,NA
E411_668,NA,0.66901
E423_149,NA,0.14845
E698_170,0.16951,NA
E992_384,NA,0.38415
E502_382,NA,0.38215
E670_579,0.57974,NA
E120_457,0.45737,NA
E973_586,NA,0.58676
E17_670,NA,0.67101
E390_469,0.46941,NA
E170_873,0.87462,NA
E619_109,NA,0.10832
E534_818,0.81946,NA
E936_455,0.45537,NA
E917_27,0.02608,NA
E318_797,NA,0.7984
E499_57,NA,0.05617
E391_124,0.12337,NA
E532_990,NA,0.99198
E263_856,0.85757,NA
E673_20,0.01906,NA
E821_658,NA,0.65898
E465_808,NA,0.80943
E327_499,NA,0.4995
E369_988,NA,0.98997
E481_534,NA,0.5346
E228_667,NA,0.668
E321_738,NA,0.73922
E753_442,NA,0.44233
E299_533,0.5336,NA
E105_912,0.91374,NA
E804_389,NA,0.38917
E862_906,NA,0.90772
E620_891,0.89268,NA
E346_518,0.51856,NA
E191_281,NA,0.28084
E525_724,0.72518,NA
E421_172,0.17151,NA
E629_389,0.38917,NA
E394_113,0.11234,NA
E11_275,NA,0.27482
E535_881,NA,0.88265
E15_703,NA,0.70411
E128_958,NA,0.95988
E965_582,0.58275,NA
E249_68,NA,0.0672
E379_760,0.76128,NA
E285_99,NA,0.09829
E63_219,NA,0.21866
E314_633,NA,0.6339
E385_66,0.0652,NA
E954_517,NA,0.51755
E302_45,0.04413,NA
E939_776,0.77733,NA
E834_900,NA,0.90171
E41_229,0.22869,NA
E88_755,0.75627,NA
E162_309,NA,0.30893
E841_210,NA,0.20963
E431_798,0.7994,NA
E206_822,0.82347,NA
E220_788,NA,0.78937
E904_665,0.666,NA
E872_442,NA,0.44233
E328_10,0.00903,NA
E756_197,NA,0.19659
E92_488,NA,0.48847
E707_581,NA,0.58175
E355_475,NA,0.47543
E605_144,0.14343,NA
E360_206,NA,0.20562
E777_809,0.81043,NA
E961_58,0.05717,NA
E617_765,0.7663,NA
E359_386,NA,0.38616
E75_404,0.40421,NA
E595_271,0.27081,NA
E79_646,0.64694,NA
E308_443,0.44333,NA
E668_17,0.01605,NA
E145_324,0.32397,NA
E828_347,0.34704,NA
E201_33,NA,0.0321
E730_132,NA,0.13139
E104_879,NA,0.88064
E292_961,NA,0.96289
E853_34,NA,0.0331
E441_176,0.17553,NA
E897_945,NA,0.94684
E44_16,NA,0.01505
E305_288,NA,0.28786
E257_287,NA,0.28686
E602_38,NA,0.03711
E168_263,0.26279,NA
E565_798,NA,0.7994
E639_645,NA,0.64594
E688_131,NA,0.13039
E179_603,0.60381,NA
E952_138,NA,0.13741
E46_704,NA,0.70512
E529_374,0.37412,NA
E399_714,NA,0.71515
E294_160,NA,0.15948
E497_530,NA,0.53059
E738_393,NA,0.39318
E344_83,NA,0.08225
E278_44,NA,0.04313
E55_975,0.97693,NA
E813_101,0.1003,NA
E710_402,NA,0.40221
E858_420,0.42026,NA
E513_288,0.28786,NA
E234_194,NA,0.19358
E362_736,0.73721,NA
E953_783,NA,0.78435
E341_254,NA,0.25376
E779_874,0.87563,NA
E451_946,NA,0.94784
E985_35,0.0341,NA
E36_276,0.27583,NA
E0_365,NA,0.3651
E298_836,0.83751,NA
E966_50,NA,0.04915
E948_930,NA,0.9318
E896_562,0.56269,NA
E624_223,0.22267,NA
E52_768,NA,0.76931
E691_437,NA,0.43731
E993_186,0.18556,NA
E578_363,NA,0.36309
E366_350,0.35005,NA
E194_104,NA,0.10331
E891_974,NA,0.97593
E808_645,NA,0.64594
E562_978,NA,0.97994
E937_211,0.21063,NA
E864_656,0.65697,NA
E77_779,NA,0.78034
E799_170,NA,0.16951
E501_386,NA,0.38616
E472_496,0.49649,NA
E171_705,NA,0.70612
E28_391,NA,0.39117
E704_152,NA,0.15145
E30_774,0.77533,NA
E527_733,0.7342,NA
E892_195,0.19458,NA
E156_483,0.48345,NA
E329_275,0.27482,NA
E485_686,NA,0.68706
E913_474,0.47442,NA
E684_564,NA,0.56469
E258_658,0.65898,NA
E570_595,0.59579,NA
E432_889,0.89067,NA
E623_496,NA,0.49649
E531_377,0.37713,NA
E449_163,0.16249,NA
E115_423,NA,0.42327
E414_801,NA,0.80241
E256_769,0.77031,NA
E632_944,0.94584,NA
E733_523,0.52357,NA
E132_908,0.90973,NA
E277_926,0.92778,NA
E412_397,0.39719,NA
E894_71,0.07021,NA
E417_813,NA,0.81444
E35_704,0.70512,NA
E528_525,NA,0.52558
E734_659,NA,0.65998
E215_776,0.77733,NA
E873_17,NA,0.01605
E843_585,NA,0.58576
E187_43,0.04213,NA
E268_558,0.55868,NA
E410_703,NA,0.70411
E554_195,0.19458,NA
E660_757,0.75827,NA
E722_45,NA,0.04413
E81_77,0.07623,NA
E233_892,0.89368,NA
E216_551,NA,0.55165
E64_920,0.92177,NA
E463_547,0.54764,NA
E980_675,NA,0.67603
E339_831,NA,0.8325
E789_327,0.32698,NA
E493_637,NA,0.63791
E803_603,0.60381,NA
E798_110,NA,0.10933
E662_485,NA,0.48546
E442_101,NA,0.1003
E910_470,0.47041,NA
E435_621,0.62187,NA
E217_567,NA,0.5677
E469_232,0.2317,NA
E770_430,NA,0.43029
E147_390,NA,0.39017
E289_786,0.78736,NA
E90_165,NA,0.16449
E14_882,NA,0.88365
E686_715,0.71615,NA
E395_276,NA,0.27583
E374_117,NA,0.11635
E224_149,NA,0.14845
E116_741,NA,0.74223
E720_347,0.34704,NA
E815_219,0.21866,NA
E342_273,NA,0.27282
E193_192,0.19157,NA
E29_835,0.83651,NA
E87_612,0.61284,NA
E573_762,0.76329,NA
E69_853,0.85456,NA
E633_630,NA,0.63089
