SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  8 ,1,activation/repression
Gene  12 ,Gene  7 ,0.889689435784978,activation/repression
Gene  12 ,Gene  6 ,0.816010478976335,activation/repression
Gene  12 ,Gene  10 ,0.727261610172568,activation/repression
Gene  12 ,Gene  9 ,0.661561420043984,activation/repression
Gene  16 ,Gene  15 ,0.508346507153916,activation/repression
Gene  12 ,Gene  1 ,0.479359095193214,activation/repression
Gene  12 ,Gene  11 ,0.47448975696335,activation/repression
Gene  17 ,Gene  16 ,0.375400565504241,activation/repression
Gene  17 ,Gene  15 ,0.301092238022462,activation/repression
Gene  12 ,Gene  16 ,0.268433930004143,activation/repression
Gene  13 ,Gene  12 ,0.238807681620361,activation/repression
Gene  12 ,Gene  5 ,0.200714359026351,activation/repression
Gene  12 ,Gene  15 ,0.20053649680261,activation/repression
Gene  12 ,Gene  17 ,0.176072790208941,activation/repression
Gene  16 ,Gene  14 ,0.16400932556297,activation/repression
Gene  12 ,Gene  14 ,0.149859187190916,activation/repression
Gene  13 ,Gene  11 ,0.145488936494049,activation/repression
Gene  12 ,Gene  18 ,0.141808261769135,activation/repression
Gene  12 ,Gene  4 ,0.135358675258126,activation/repression
Gene  12 ,Gene  13 ,0.134042294535337,activation/repression
Gene  13 ,Gene  8 ,0.122625637882025,activation/repression
Gene  12 ,Gene  3 ,0.122615624526712,activation/repression
Gene  12 ,Gene  2 ,0.121219535931048,activation/repression
Gene  13 ,Gene  9 ,0.108220808253007,activation/repression
Gene  13 ,Gene  10 ,0.105797310287596,activation/repression
Gene  13 ,Gene  7 ,0.101773678143224,activation/repression
Gene  1 ,Gene  8 ,0.0887541258153062,activation/repression
Gene  1 ,Gene  6 ,0.081130668967235,activation/repression
Gene  13 ,Gene  1 ,0.0808115793189166,activation/repression
Gene  13 ,Gene  6 ,0.0700966241850068,activation/repression
Gene  1 ,Gene  10 ,0.0681175549138664,activation/repression
Gene  1 ,Gene  17 ,0.0674373821083871,activation/repression
Gene  1 ,Gene  7 ,0.0648766542375894,activation/repression
Gene  1 ,Gene  9 ,0.0521282095932951,activation/repression
Gene  1 ,Gene  16 ,0.0432982255708551,activation/repression
Gene  9 ,Gene  5 ,0.0431311355270091,activation/repression
Gene  1 ,Gene  11 ,0.0349526532575322,activation/repression
Gene  9 ,Gene  4 ,0.0309866839584796,activation/repression
Gene  1 ,Gene  18 ,0.0301259109024161,activation/repression
Gene  1 ,Gene  12 ,0.0269460740919451,activation/repression
Gene  1 ,Gene  14 ,0.0186042059377945,activation/repression
Gene  9 ,Gene  6 ,0.0180970158010747,activation/repression
Gene  15 ,Gene  14 ,0.0169600677559946,activation/repression
Gene  13 ,Gene  17 ,0.0167351642753523,activation/repression
Gene  1 ,Gene  15 ,0.016335962895199,activation/repression
Gene  1 ,Gene  13 ,0.0160875622549075,activation/repression
Gene  9 ,Gene  8 ,0.0126065630268746,activation/repression
Gene  9 ,Gene  3 ,0.0112488821027545,activation/repression
Gene  15 ,Gene  13 ,0.0105421377246277,activation/repression
Gene  1 ,Gene  5 ,0.00487368142494427,activation/repression
Gene  9 ,Gene  12 ,0.00462033571260043,activation/repression
Gene  9 ,Gene  11 ,0.00436697435438892,activation/repression
Gene  4 ,Gene  3 ,8.12433030067678e-36,activation/repression
Gene  6 ,Gene  5 ,7.94794166553059e-36,activation/repression
Gene  7 ,Gene  5 ,7.87491019559328e-36,activation/repression
Gene  14 ,Gene  13 ,7.04365573850648e-36,activation/repression
Gene  11 ,Gene  7 ,7.00369657266823e-36,activation/repression
Gene  5 ,Gene  3 ,6.98253427558038e-36,activation/repression
Gene  11 ,Gene  8 ,6.9719629202111e-36,activation/repression
Gene  4 ,Gene  2 ,6.80910995906729e-36,activation/repression
Gene  18 ,Gene  17 ,6.74140898942165e-36,activation/repression
Gene  2 ,Gene  18 ,6.59323750371373e-36,activation/repression
Gene  11 ,Gene  6 ,6.20082160572248e-36,activation/repression
Gene  6 ,Gene  4 ,5.81766553101913e-36,activation/repression
Gene  7 ,Gene  4 ,5.40833004052492e-36,activation/repression
