SourceGENES,TargetGENES,Interaction,Edges
Gene  5 ,Gene  3 ,1,activation/repression
Gene  3 ,Gene  1 ,0.962249283398219,activation/repression
Gene  3 ,Gene  2 ,0.938042387473306,activation/repression
Gene  4 ,Gene  2 ,0.840286809951504,activation/repression
Gene  3 ,Gene  7 ,0.430732085582279,activation/repression
Gene  4 ,Gene  3 ,0.398818077169221,activation/repression
Gene  3 ,Gene  4 ,0.201910974647372,activation/repression
Gene  1 ,Gene  6 ,0.155527218253115,activation/repression
Gene  1 ,Gene  7 ,0.0781474672600896,activation/repression
Gene  1 ,Gene  5 ,0.0377510006255575,activation/repression
Gene  2 ,Gene  7 ,1.08069125828653e-36,activation/repression
Gene  6 ,Gene  5 ,7.75867930943965e-37,activation/repression
Gene  7 ,Gene  5 ,6.69130149393512e-37,activation/repression
Gene  7 ,Gene  4 ,6.18202172386884e-37,activation/repression
Gene  2 ,Gene  6 ,2.26550632174143e-37,activation/repression
Gene  2 ,Gene  5 ,1.83125547226876e-37,activation/repression
Gene  2 ,Gene  4 ,6.2498930966084e-38,activation/repression
Gene  6 ,Gene  4 ,3.97313571559532e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
