SourceGENES,TargetGENES,Interaction,Edges
Gene  2 ,Gene  8 ,1,activation/repression
Gene  2 ,Gene  1 ,0.540116913409081,activation/repression
Gene  2 ,Gene  5 ,0.497800049199572,activation/repression
Gene  2 ,Gene  4 ,0.476313009479977,activation/repression
Gene  2 ,Gene  3 ,0.437037826046091,activation/repression
Gene  3 ,Gene  2 ,0.379988692339878,activation/repression
Gene  3 ,Gene  8 ,0.29164844793404,activation/repression
Gene  1 ,Gene  6 ,0.218107303206128,activation/repression
Gene  1 ,Gene  5 ,0.20705533761391,activation/repression
Gene  1 ,Gene  4 ,0.152137983671786,activation/repression
Gene  1 ,Gene  7 ,0.145905067719397,activation/repression
Gene  3 ,Gene  1 ,0.120903033544074,activation/repression
Gene  8 ,Gene  5 ,0.090085588090224,activation/repression
Gene  8 ,Gene  6 ,0.0653834026402811,activation/repression
Gene  8 ,Gene  4 ,0.0595207507467418,activation/repression
Gene  2 ,Gene  6 ,0.0574339100689128,activation/repression
Gene  8 ,Gene  7 ,0.0296720199707615,activation/repression
Gene  8 ,Gene  1 ,0.0250098074558216,activation/repression
Gene  8 ,Gene  2 ,0.0222146682387593,activation/repression
Gene  1 ,Gene  8 ,0.020492421601346,activation/repression
Gene  8 ,Gene  3 ,0.00428919367334192,activation/repression
Gene  4 ,Gene  3 ,9.4481149327885e-37,activation/repression
Gene  5 ,Gene  6 ,8.16350628081891e-37,activation/repression
Gene  6 ,Gene  4 ,5.92362478665337e-37,activation/repression
Gene  5 ,Gene  3 ,5.76530264022311e-37,activation/repression
Gene  4 ,Gene  5 ,5.56411759197246e-37,activation/repression
Gene  6 ,Gene  5 ,4.97906680878681e-37,activation/repression
Gene  5 ,Gene  4 ,3.29862523471847e-37,activation/repression
Gene  7 ,Gene  6 ,2.1468090579444e-37,activation/repression
Gene  7 ,Gene  4 ,1.99822599738357e-37,activation/repression
Gene  6 ,Gene  3 ,1.16585055774023e-37,activation/repression
Gene  4 ,Gene  6 ,9.23207411265175e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
