,0,1,2,3,4,5,6,7,8
0,1.412465,0.17637098,0.012711652,0.0036559529,0.013625184,0.004029505,0.0044585317,0.0021892195,0.008542388
1,1.3581663,0.23197375,0.035433546,0.012702411,0.0054142615,0.031080378,0.0052667977,0.02236133,0.008745347
2,1.2884713,0.3551967,0.027564542,0.0056839804,0.05003015,0.018216753,0.0020278888,0.012870715,0.011401364
3,1.56964,0.16067718,0.0005640339,0.014505314,0.054939646,0.0667562,0.02796646,0.002950919,0.01801515
4,1.4540104,0.24167597,0.017201804,0.013670744,0.006784707,0.004179743,0.009264951,0.013458585,0.07059153
5,1.2042888,0.21292502,0.023663115,0.021864153,0.0070020645,0.0008274093,0.013684236,0.004463192,0.013208995
6,1.0408628,0.60350215,0.1076548,0.0026718313,0.011958856,0.004715679,0.031532962,0.00018627262,0.007692219
7,1.6841546,0.2641109,0.0028353413,0.019039495,0.0042756437,0.029853921,0.022530746,0.006294043,0.1479843
8,1.5307133,0.011053782,0.010389385,0.04786005,0.2350942,0.6407924,0.35788175,0.51918584,0.8252473
9,1.3974428,0.5785749,0.010499992,0.09467559,0.019603228,0.034172013,0.046299506,0.024104215,0.017913684
10,1.7538627,0.3401969,0.004345016,0.0027889267,0.0077181715,0.009434504,0.023146236,0.013654875,0.013618533
11,1.7194684,0.38668147,0.016257048,0.013153602,0.0011720958,0.00030111687,0.00424299,0.1144584,0.07390277
12,1.7427284,0.39574686,0.039440773,0.00022795981,0.028041746,0.0087885475,0.02474761,0.005265535,0.0087422235
13,1.8168899,0.28076556,0.0060316944,0.07759676,0.56679034,0.0045643584,0.042180214,0.013314195,0.15387516
14,1.7216913,0.4193533,0.0013292711,0.0036122538,0.03603838,0.009576158,0.05918322,0.020490786,0.010033299
15,1.4920919,0.50992554,0.00091666315,0.012874771,0.0003978404,0.023615273,0.0045158365,0.00077095523,0.015159809
16,1.5810515,0.4469794,0.0026038492,0.026734877,0.034486886,0.0031429525,0.022976225,0.012800961,0.0070395973
17,1.5212696,0.46024725,0.0029777507,0.0074572675,0.002390881,0.0061188256,0.024288401,0.009907642,0.016417556
18,1.9029167,0.24831937,0.0031984826,0.004179655,0.008143296,0.05752013,0.09022743,0.07943081,0.019606961
19,1.3873663,0.68836856,0.009880427,0.026122985,0.00062619045,0.00749224,0.04443622,0.0062912586,0.004127901
20,1.6353236,0.57038647,0.0059123235,0.024298215,8.455262e-05,0.010424713,0.0045583146,0.0016928653,0.0008861856
21,1.6571057,0.61173785,0.021315224,0.0009438613,0.0030321141,0.0009809263,0.022373624,0.03390511,0.00758198
22,1.6190299,0.76396626,0.0066592935,0.0039595426,0.0022233496,0.09328396,0.06462242,0.0007213681,0.0044754785
23,1.902675,0.7084021,0.018563086,0.0051212246,0.01913246,2.0727777e-05,0.014266204,0.00422183,0.018443283
24,1.812181,0.7876006,0.054624867,0.0050417376,0.009427124,0.01395217,0.035467815,0.0010507135,0.020770766
25,1.6459053,0.937615,0.00013212938,0.0010485875,0.0018120087,0.023169577,0.025061872,0.00357055,0.030259231
26,1.8985398,0.8450051,0.00414053,0.011343587,0.07271088,0.0024695206,0.011183771,0.03674506,0.03303165
27,2.1422281,0.7832249,0.0051733875,0.036305618,0.0032293221,0.00041614767,0.0014141387,0.009383644,0.053272806
28,1.6166304,1.0178359,0.0043199332,0.006924804,0.010095609,0.0056015123,0.0003121645,0.0205398,0.016629651
29,1.5158874,1.0652696,0.0007178736,0.055421304,0.0073908665,0.0060858293,0.0017044907,0.034616433,0.001617576
30,1.8508705,0.97019315,0.0016082065,0.06273454,0.03303255,0.0088381255,0.0027343938,0.021114623,0.00094150356
31,2.5394213,0.7062621,0.05382863,0.023844294,0.07036262,0.000835981,0.0019630638,0.057358332,0.0023093075
32,2.2128077,0.86419797,0.0031125543,0.010831761,0.059300702,0.010735146,0.01858903,0.009174847,0.004477809
33,2.0601492,0.9627655,0.010257139,0.050917808,0.04312365,0.02572484,0.0022433798,0.018964062,0.1117237
34,1.9974536,1.1785173,0.03621418,0.024633069,0.081123926,0.10530407,0.07588832,0.00360218,0.008763507
35,1.6963859,1.245946,0.013674208,0.04918652,0.016172934,0.0018830764,0.026395215,0.001016754,0.0014024251
36,1.7270854,1.253694,0.0031148947,0.00360201,0.0014717169,0.0061272196,0.00080750615,0.0064759175,0.011150513
37,1.8787497,1.2489947,0.014360297,0.0019497058,0.022977347,0.012135347,0.07527475,0.005736202,0.00082462386
38,1.6746454,1.2534856,0.0062507438,0.0628942,0.001701905,0.02236251,0.0031041254,0.014769403,0.001335191
39,1.7569872,1.2684829,0.0046254746,0.017809466,0.0052262316,0.02599021,0.038293302,0.035192344,0.0028620076
40,1.91747,1.273679,0.012710622,0.0046694065,0.00034371333,0.0064754616,0.0058352062,0.007307872,0.013636247
41,2.1294324,1.1512026,0.13066727,0.0060881586,0.032411814,0.0034538794,0.11050645,0.0028292988,0.029245256
42,1.9443367,1.2852827,0.011618728,0.056649145,0.0008976053,0.016666241,0.0007870202,0.00029424558,0.003320302
43,1.6541339,1.3637248,0.015775835,0.022206388,0.05080287,1.736695e-05,0.0068846857,0.05477372,0.11368297
44,1.5029209,1.3890098,0.001927324,0.00021661076,0.00029854098,0.0015425335,0.003017766,0.009894837,0.045211814
45,2.3691187,1.1256143,0.012669007,0.015290676,0.06260887,0.0013085902,0.0015004482,0.049580254,0.031548083
46,2.5115767,1.0979236,0.0003140507,0.11579412,0.021791298,0.05802795,0.00095191965,0.06301027,0.018535446
47,1.7344145,1.3981004,0.035360426,0.0019529937,0.014728815,2.6426209e-05,0.024454106,0.0037242516,0.006837184
48,1.71277,1.4504513,0.0069998135,0.013251475,0.01812954,9.9841935e-05,0.0037391582,0.007962327,0.021066934
49,1.6870055,1.4638151,0.017704075,0.034035664,0.027150093,0.018207794,0.00035815712,0.0026604887,0.00918754
50,2.2896159,1.3228196,0.03379034,0.003113324,0.009105543,0.0146222375,0.0012413377,0.015187575,0.0052015297
51,1.8547758,1.4480939,0.0020656665,0.039117556,0.01590221,0.0069129076,0.030777331,0.022443475,0.018281037
52,2.1326385,1.3707666,0.003744565,0.042230282,0.018893413,0.0011966242,0.0008246802,0.0032570714,0.0020803905
53,2.0262036,1.4309176,0.002241913,0.0015226931,0.031368475,0.005668792,0.0052865483,0.015223879,0.021966504
54,1.6810122,1.524756,0.006929762,0.029728252,0.0007768029,0.06260844,0.0008100401,0.007847739,0.08139882
55,2.1310923,1.3744575,0.02161471,0.0013485705,0.004518131,0.10838598,0.08505614,0.023704663,0.0026925497
56,1.7421235,1.5113323,0.050641596,0.0096040005,0.014651431,0.00055325293,0.00013740364,0.0011263618,0.0130340615
57,1.3616756,1.5869912,0.0055301553,0.004880093,0.010674779,0.06936264,0.024046475,0.009238457,0.015014535
58,1.9373212,1.477163,0.13387829,0.010041856,0.08021908,0.0039010108,0.034896854,0.011599843,0.033273544
59,0.1743811,0.0063024024,0.022457685,0.38649166,0.16965023,0.5447007,0.013379888,0.001716064,0.34418803
60,2.0738432,1.5380745,0.037913874,0.016627565,0.0009924568,0.0074699055,0.025861941,0.0013259116,0.0541839
61,2.159267,1.507201,0.08004735,0.004988648,0.0017052778,0.0024848408,0.092777774,0.0034731668,0.0005306212
62,1.8994213,1.6146481,0.0011708906,0.017320137,0.012192707,0.005427196,0.0105368905,0.089954354,0.02384301
63,1.6489799,1.6778775,0.010647539,0.0005153053,0.02897089,0.0022949073,0.008073913,0.013061978,0.0007042072
