SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  2 ,Gene  10 ,0.926986024266199,activation/repression
Gene  1 ,Gene  10 ,0.901905833311109,activation/repression
Gene  3 ,Gene  1 ,0.900559255640441,activation/repression
Gene  4 ,Gene  3 ,0.805679758259325,activation/repression
Gene  3 ,Gene  8 ,0.778499125961019,activation/repression
Gene  3 ,Gene  7 ,0.526397714810334,activation/repression
Gene  7 ,Gene  5 ,0.493309217454272,activation/repression
Gene  8 ,Gene  5 ,0.483312765333262,activation/repression
Gene  1 ,Gene  2 ,0.453675327855537,activation/repression
Gene  8 ,Gene  6 ,0.420523752605347,activation/repression
Gene  7 ,Gene  6 ,0.403986434009855,activation/repression
Gene  4 ,Gene  1 ,0.365714396549425,activation/repression
Gene  9 ,Gene  7 ,0.361946371263312,activation/repression
Gene  4 ,Gene  2 ,0.327685235247006,activation/repression
Gene  3 ,Gene  10 ,0.238722048330355,activation/repression
Gene  8 ,Gene  7 ,0.220227840101377,activation/repression
Gene  3 ,Gene  9 ,0.217256713694247,activation/repression
Gene  9 ,Gene  8 ,0.171223024199121,activation/repression
Gene  2 ,Gene  9 ,0.134752070740989,activation/repression
Gene  3 ,Gene  6 ,0.123550097425242,activation/repression
Gene  3 ,Gene  4 ,0.105379309885005,activation/repression
Gene  1 ,Gene  9 ,0.0884571898697144,activation/repression
Gene  10 ,Gene  9 ,0.079035899241853,activation/repression
Gene  8 ,Gene  10 ,0.0582006919576291,activation/repression
Gene  10 ,Gene  7 ,0.0576059625783625,activation/repression
Gene  9 ,Gene  6 ,0.0553186312541469,activation/repression
Gene  9 ,Gene  5 ,0.0453661588916394,activation/repression
Gene  3 ,Gene  5 ,0.0286502315617375,activation/repression
Gene  10 ,Gene  8 ,0.0169373010379364,activation/repression
Gene  5 ,Gene  4 ,2.56336827321258e-36,activation/repression
Gene  6 ,Gene  4 ,2.19730795570458e-36,activation/repression
Gene  6 ,Gene  5 ,1.43348161245801e-36,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
