,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.93389857,0.01,0.00076983054,0.00677907,0.025340505,0.008501522,0.0043142023,0.029109843,0.015131214,0.0134300245,0.11744527,0.022234932,0.01,0.010756469,0.012043985,0.01,0.0056826016,0.00016724093
1,1.4512658,0.012082102,0.0013304214,0.0016905431,0.033970073,0.0089244945,0.004716666,0.021374846,0.014996935,0.013393609,0.22602202,0.00041806616,0.0054260097,0.0013410213,0.023255125,0.0005273001,0.025355335,0.008760739
2,1.337068,0.050840285,0.013961415,0.0068382192,0.023511745,0.01922531,0.00013537022,0.0071602594,0.0066032014,0.020357633,0.15646055,0.00088289374,0.0035371638,0.032825414,0.004013666,0.0037280393,0.0173829,0.012798495
3,1.2368767,0.0036153202,0.030952659,0.04270225,0.0029556667,0.06294331,0.005298043,0.0063176313,0.0037961644,0.01660879,0.18562469,0.0047468427,0.0015589708,0.0010229413,0.006107466,0.0049028774,0.039878592,0.0037234984
4,1.1817636,0.00038442103,0.0017568085,0.0030403247,0.012536671,0.020138087,0.010121013,0.0108261015,0.011299791,0.0012815971,0.19962691,0.022650322,0.017911857,0.01,0.007218048,0.013801575,0.00097508176,0.0016230914
5,1.6930236,0.013368441,0.0012418946,0.00955228,0.005117943,0.007839523,0.00030252113,0.022838186,0.0030669973,0.06605717,0.42998704,0.00084749365,0.0131014,0.004199333,0.005606685,0.0008031241,0.0031308488,0.00045667912
6,1.1595663,0.015685584,0.0058995876,0.0070806397,0.028776713,0.022574604,0.012318124,0.009876175,0.00097389147,0.0007966084,0.66982615,0.0115827555,0.0029786855,0.00037517896,0.010612389,0.0035744861,0.056410212,0.0037448728
7,1.6965219,0.0016446618,0.00084493967,0.045998033,0.0839255,0.013271278,0.011315834,0.0008862273,0.015407232,0.0057390286,0.54639864,0.0017002813,0.015766373,0.016755536,0.041861743,0.005739099,0.0047324877,0.011198772
8,1.6809131,0.0038453594,0.0067626596,0.012772341,0.013414131,0.009260814,0.017318401,0.026147744,0.011240602,0.00024124513,0.6374867,0.004002575,0.0042065717,0.05858612,0.0015402889,0.0051601036,0.015749853,0.04564404
9,1.9574671,0.13236088,0.002321744,0.000798715,0.003312178,0.012346368,0.046194334,0.04372149,0.00367532,0.009985583,0.5623378,0.029975357,0.026294742,0.0048384084,0.002106701,0.06924054,0.011732325,0.009886226
10,1.6339445,0.0112765115,0.0017287506,0.0029301797,0.0074971584,0.0020395142,0.006675985,0.013344981,0.0006248911,0.004579692,0.76467437,0.015243807,0.008315341,0.024333324,0.006946812,0.061547842,0.0032756731,0.007839738
11,1.5321145,0.0032057506,0.013913229,0.0013639744,0.022714896,0.0054341233,0.00026383635,0.0039607664,0.030113537,0.005704036,0.8378445,0.0061718817,0.0068409387,0.013972872,0.05660248,0.0014933082,0.009878789,0.024730261
12,1.6514745,0.029080588,0.022439318,0.0036161728,0.021531375,0.012169448,0.002823713,0.02781043,0.029907519,0.07809526,0.81101346,0.04442724,0.091874905,0.023890253,0.017091561,0.03374268,0.08458432,0.034350943
13,1.1112756,0.026411753,0.010062949,0.0032720352,0.025615519,0.054614626,0.03435363,0.005356421,0.016974825,0.00014860868,1.0921416,0.005337463,0.018799849,0.0061271098,0.002597891,0.010431164,0.027120138,0.003050736
14,2.3139873,0.0004402028,0.008177558,0.0024877058,0.010277624,0.000985811,0.004899468,9.518839e-05,0.01042965,0.005151422,0.58012474,0.03501352,0.0016040094,0.01730216,0.0033996662,0.010399164,0.023282452,0.0040501
15,1.657066,0.023595167,0.027934965,0.0014914442,0.0073903073,0.029499527,0.002333086,0.015027524,0.0061193667,0.018100435,1.0862219,0.031033829,0.00011254322,0.004903229,0.06878501,0.035882395,0.014153141,0.007990781
16,1.3853935,0.0031681,0.0050932188,0.009537828,0.0013001143,0.0030487035,0.021277465,0.026741337,0.07399126,0.058007285,1.3089083,0.049404446,0.0075785685,0.012656124,0.013907332,0.01153126,0.014365427,0.003831211
17,1.7158632,0.0020349645,0.0045930343,0.009107558,0.00771784,0.00388808,0.010309186,0.00427542,0.0048674005,0.065787315,1.1458555,0.008066789,0.0027513308,0.009886285,0.026267549,0.04345645,0.1086156,0.008172556
18,2.082338,0.035051905,0.0027400616,0.027757734,0.0059854495,0.016903969,0.01429328,0.0007280527,0.009745892,0.009215289,1.0541725,0.003989684,0.011333041,0.005919105,0.0037876377,0.014053485,0.0102570485,0.013168506
19,1.9337666,0.0055098557,0.013548413,0.009616457,0.0030874936,0.041679867,0.01017702,0.0101505155,0.014521756,0.009280606,1.1451131,0.025128826,0.0018911269,0.07698289,0.031700395,0.004526758,0.0013869011,0.014365392
20,2.7533026,0.0172229,0.035385814,0.022764452,0.00045684268,0.0092207035,0.028119842,0.118860304,0.025334582,0.010495785,2.3795464,0.18256386,0.023504736,0.0044935015,0.0030175499,0.019608473,0.0013295087,0.00047635363
21,1.7252225,0.0113652,0.026252778,0.0005186382,0.0013391445,0.0024742046,0.000525154,0.009940986,0.028884705,0.042643867,1.2452208,0.030832293,0.004375683,0.00015123986,0.004832964,0.004620675,0.0016956988,0.043587066
22,1.6668997,0.014369229,0.010804968,0.008689198,0.021734456,0.0015662523,0.03032327,0.035350315,0.025669275,0.003099625,1.324528,0.10133065,0.02173194,0.07525606,0.009367988,0.0055631893,0.019632941,0.066073336
23,2.148822,0.00071500754,0.011175473,0.0069644763,0.035774298,0.13906112,0.07858256,0.019198596,0.032399356,0.00082275143,2.594002,0.07522593,0.0046260874,0.0038099752,0.0119843045,0.005929335,0.0053194235,0.08555811
24,2.5881271,0.0016307451,0.008129593,4.13006e-05,0.038832344,0.009141511,0.0013417817,0.01653955,0.008206528,0.009888849,2.2165735,0.10610759,0.005812798,0.019567177,0.00050822605,0.070119284,0.004724137,0.0009358051
25,3.1195374,0.008456173,0.0022433696,0.0014479104,0.025493374,0.012512034,0.019392032,0.04254507,0.017587177,0.018190121,2.042545,0.079137206,0.025873318,0.027009098,0.002021133,0.020687941,0.0111986045,0.013971755
26,1.8378129,0.01017055,0.073018774,0.0037055134,0.0005151952,0.030502563,0.007035401,0.109566085,0.001991536,0.0050275438,2.3904057,0.01341949,0.017371608,0.07975131,0.030400429,0.00041720545,0.009198879,0.018590083
27,1.9603872,0.00046022228,0.0011914169,0.0023295092,0.06716714,0.036495138,0.097610794,0.015010274,0.008073384,0.002913851,2.4769318,0.18663807,0.004704579,0.01197034,0.024218544,0.111447476,0.007851229,0.007257753
28,1.6218652,0.058276802,0.0036241692,0.010370324,0.017470915,0.014638507,0.026037129,0.0002935071,0.04479945,5.641262e-05,2.537288,0.30075967,0.0013074069,0.018796343,0.059321724,0.014091593,0.0027264343,0.0010444858
29,2.1552694,0.02386362,0.012502504,0.009862902,0.0004291875,0.019088976,0.008885499,0.082775004,0.0060039787,0.0045953314,1.240119,0.0053269784,0.08138398,0.116334245,0.011706081,0.009590334,0.007875487,0.00013469894
30,2.5701268,0.036821604,0.020229312,0.005819185,0.049744662,0.0038549092,0.0035046053,0.024114726,0.012714763,0.020129848,1.7270887,0.039817892,0.0040329383,0.085325636,0.0029165568,0.051090438,0.00063425436,0.002238623
31,2.2177315,0.0013523202,0.0023199506,0.021320287,0.002895209,0.0013306313,0.0069163935,0.0092746075,0.0055912402,0.0052527534,2.2069516,0.002942082,0.008577984,0.052180532,0.055637326,0.004909131,0.10921202,0.010038089
32,1.9698648,0.0052019213,0.011788172,0.0029448823,0.016706385,0.0044794492,0.0023558273,0.0011537918,0.0007293181,0.0010088915,1.3641592,0.009970735,0.004695228,0.00053007726,0.0661641,0.1156899,0.00032728238,0.017145151
