TE	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0	0	0.012751223471919081	0.02055818613631987	0.011082033107588827	0.01642219385622481	0.031443866307855256	0.04811545183793716	0.06006755521915373	0.05235221077053018	0.017348471268491622	0.37256378089662556	0.14456805981158868	0.06400745042402804	0.03820554234072126	0.03202383512538791	0.005731874565778116	0.009613114137400073	0.005893235951116394
1	0.2376729244183257	0	0.007625341330724476	0.0010434857736630187	0.005927997394841188	0.024105559489868412	0.02994834823733129	0.022836099616543024	0.027300094017962906	0.009610607138090695	0.23656544021112916	0.055647512955109654	0.03585587211202103	0.022447378801676545	0.016538412049742768	0.013403162995109614	0.008481871430591306	0.01092824599021482
2	0.2263987110181704	0.01015039502620388	0	0.013331039095673606	0.012167591096453753	0.023584474514391048	0.02178491214509117	0.03318225027548536	0.024447338787520277	0.007546169283834578	0.24132588613542433	0.07148057104177676	0.028071968765283405	0.019708549888926986	0.0068519615765472875	0.013637815341228196	0.010191024043627723	0.00962862306105287
3	0.2509875153762888	0.009929383362726777	0.007150307055399454	0	0.022858289213151885	0.033162731658002854	0.03479702497966596	0.024922457435678478	0.03164772667661367	0.018884971199285148	0.2320620742826688	0.07438017172146211	0.030828235648310668	0.024227868984737944	0.012750255894123347	0.027762327605087882	0.01216330513294683	0.008264983296633973
4	0.19796842085023242	0.005590491902557514	0.004984886889928275	0.016248083541254933	0	0.04470721646981292	0.020439829799936478	0.02446231797736497	0.026723300300145178	0.01011472930789739	0.2122456656921037	0.07398314097507769	0.04568357896882941	0.027972859993633466	0.014608098544032623	0.02043040910740389	0.004437725576682506	0.002951309826077682
5	0.21495156763482393	0.010802524516383376	0.007694131369720496	0.017277966220862938	0.010005131887864076	0	0.05160777706353487	0.044489266912407135	0.046954486187758326	0.016205054248427598	0.18361158999037983	0.08355489203305634	0.03721723828981492	0.021013582037846593	0.015294298057508782	0.017721655730231867	0.008606673698024052	0.00048042464357104397
6	0.1785383552288949	0.0051096266248316135	0.008500939475251691	0.0030489684354986775	0.006658114445611841	0.01478524964507682	0	0.04090435750224139	0.044933255074605216	0.02310779214286957	0.1399862799657092	0.05472301524804533	0.0353957491519921	0.009393736568140866	0.011650139314439903	0.013573736432945741	0.0021826696196226127	0.00948062777877218
7	0.1539080819634167	0.001474052972084665	0.009362023975402613	0.016215071967921497	0.007933952333448456	0.026980963682309515	0.027388043712313546	0	0.06313880707402432	0.027786668227824735	0.14996325654965045	0.0583804051562231	0.027146828827054194	0.01883125764361095	0.014912473247183656	0.012592431748593879	-0.00020765369225941217	0.003044910120191465
8	0.11098546087731165	0.005382548359322862	0.006373893871751194	0.00901850064006665	0.014145853690282767	0.010936130404220522	0.030244949524485754	0.04883245895236825	0	0.023454728719166578	0.1112940188511015	0.05079466366020154	0.025032666122006553	0.01891662628381717	0.01163807266052405	0.01304679557983156	0.004981198610185474	0.011118828628829836
9	0.05682109037533252	0.004670372808764546	0.008707815716664395	0.01028958889660987	0.008594516048895112	0.02158735927940382	0.028758756171430977	0.0343635602470791	0.023187953605270616	0	0.06160265087627649	0.04394856381970477	0.028965062073276013	0.01612216283326159	0.015422513709018305	0.014916395185602112	0.011866234033144931	0.007806550847003551
10	0.36618890273472415	0.005289309161161278	0.01424145936057963	0.017030156935414622	0.021814685143136624	0.037431961501286824	0.04146123722295661	0.06538805258305921	0.0392895255948054	0.01704138842993075	0	0.10372141449071437	0.04837398054817048	0.041110436024731745	0.017901316319847763	0.009742233836074277	0.012713880390560057	0.009860046449792135
11	0.3181477783431545	0.005647166591639029	0.013199084269142028	0.01022401647845371	0.0068575224271205095	0.021218852912825062	0.03569434240769126	0.030061558932441675	0.02855056449789478	0.010079141839131752	0.2548608080343564	0	0.03630275859474045	0.027752238411173743	0.008551574221618206	0.003640127261308314	0.01815925378978852	0.0029621482433101177
12	0.2777872932445178	0.001795411909886748	0.0051565063128069044	0.010500977237928625	0.010662199323264869	0.007310802328518327	0.03310776257326166	0.024114931701649626	0.028263084912432877	0.008411529804465216	0.23346910991489497	0.08066469529770803	0	0.022526675439315965	0.010158608453940643	0.011287198725162002	0.006337213187731608	0.0050624196428935364
13	0.25111168510694876	0.007883307872316649	0.00583933220258991	0.003512651519624753	0.006968426053733453	0.00865121410016107	0.01481197720572215	0.023366375930243093	0.02192859930385308	0.006321971136618951	0.24839223017472853	0.07379949362896109	0.03126261875212398	0	0.017154126905621632	0.0024480708702339787	-0.00023495828783331419	0.0066288724619730805
14	0.22901420071889445	0.0032105272770731044	0.006256554307877807	0.004323650089738364	0.008733628259045886	0.015556369113243592	0.02722794977076103	0.017639864463885203	0.020803806498308954	0.009075837612717838	0.2492857612536055	0.06404032415038984	0.02414680740588818	0.02885077602503711	0	0.015572337980349436	0.0047333878525137665	0.005493006550509202
15	0.22570768130663973	0.009370000569089156	0.003687212320668045	0.0015295874246970063	0.010635149961684503	0.020132404907873575	0.021541734529668885	0.012695903569549034	0.02784668920222158	0.011952899025199627	0.23479247161529462	0.057017757185518936	0.028749032095271083	0.021417939593356305	0.017043781831086232	0	0.003438168409125633	0.0059608311297006675
16	0.22331598248242457	0.006747937070373295	0.003289184242909578	0.00696988773082965	0.008650661897501594	0.01719467964761388	0.015004692596717507	0.01564167894934934	0.01337006319126387	0.005085005666812741	0.20315308241848276	0.07220096668862012	0.03219816891652701	0.014924769363259245	0.019336907866444816	0.02685893374526184	0	0.006806877677677184
17	0.2106354979203241	0.009641022047768464	0.002456022546572875	0.005207999921080428	0.013353078957956977	0.02044965926559506	0.023122924901716625	0.010885325108009226	0.02617790196698023	0.006822426006599679	0.23800866313322733	0.07564754917614112	0.03947498542382391	0.014595238844980096	0.015710240128518814	0.008385425088234259	0.01308793541208963	0
