52,123,270,304,136,150,205,151,135,67,36,60,98,293,243,121,221,204
110,62,59,145,196,276,258,209,207,63,90,206,159,324,231,94,134,29
122,61,234,14,165,174,264,164,202,92,100,178,176,321,280,128,155,33
119,74,41,86,8,13,250,188,219,57,142,286,313,248,291,256,203,149
102,183,58,40,27,12,18,167,322,34,166,259,251,223,310,249,279,314
97,211,224,50,22,195,3,10,300,43,157,171,277,262,312,173,185,297
96,104,318,77,162,20,201,4,267,21,51,252,143,284,323,147,213,298
80,75,273,127,184,71,49,1,170,32,116,131,197,315,317,232,285,299
124,113,308,295,130,85,44,17,87,2,132,172,175,199,268,186,316,307
72,158,257,101,146,281,47,64,55,37,115,245,190,198,254,225,189,216
139,109,239,141,125,242,168,212,179,42,76,23,140,261,220,144,78,303
103,105,282,255,222,156,238,191,289,26,73,7,48,138,153,68,302,266
120,133,320,294,148,91,265,236,305,56,95,46,154,6,38,112,306,240
82,117,287,160,161,227,311,247,237,28,81,169,30,114,45,107,292,214
69,88,215,246,152,229,309,241,187,79,118,194,99,24,193,15,288,137
54,181,278,260,200,182,218,244,283,66,93,275,108,180,53,106,19,70
126,35,274,208,235,296,230,84,290,31,192,210,319,253,65,9,129,11
111,16,263,226,163,217,228,89,233,39,83,269,177,301,272,25,5,271
