311,250,88,20,214,159,118,217,207,299,230,241,203,18,92,168,80,95
266,231,260,195,123,49,57,193,127,255,191,164,160,4,121,228,204,271
258,246,61,298,182,148,29,172,97,240,175,177,136,8,89,225,202,281
221,279,313,184,291,289,69,116,93,209,219,50,10,48,40,106,158,210
212,215,308,318,227,301,283,147,11,222,124,104,56,99,7,135,65,42
237,170,199,315,306,109,284,300,63,216,134,110,19,86,27,171,130,23
310,174,34,262,223,305,84,297,128,286,208,44,152,45,1,185,82,14
252,192,81,239,183,323,322,253,139,245,188,201,100,3,13,87,26,33
251,189,21,54,234,292,319,295,198,288,166,151,114,66,72,138,2,22
220,143,83,180,232,156,303,324,277,259,173,98,102,85,38,113,111,68
317,206,78,149,187,55,129,155,125,272,238,304,196,73,126,169,224,25
274,213,52,51,70,133,75,179,101,296,316,256,261,176,163,211,9,58
247,178,6,31,144,186,35,90,60,248,314,282,131,273,294,229,24,43
233,157,28,161,137,46,5,112,115,269,320,218,309,165,321,200,12,74
243,190,122,47,132,41,15,140,141,275,242,150,278,287,79,302,36,205
263,146,64,37,62,94,71,142,53,265,226,119,254,145,312,167,267,244
270,285,67,103,153,17,105,235,16,236,154,181,32,76,249,290,162,280
307,293,107,117,197,108,91,264,120,268,194,77,96,39,59,276,257,30
