TE	0	1	2	3	4	5	6	7	8	9
0	0	0.02104392109976989	0.020967720370567003	0.02911087125683006	0.048161372624578556	0.036158269581639466	0.06520146267169116	0.05270402983719618	0.01511971128553029	0.014565946321641333
1	0.008483060601205537	0	0.033425265103402636	0.021744209787742164	0.02265829918014887	0.021438224987569716	0.05424644864076485	0.04526886455835479	0.017169387616508488	0.021394175261942646
2	0.015124801691605525	0.015730585854287042	0	0.023641129130661048	0.06187294985707678	0.037356139572768655	0.04812237127541853	0.05144505547264911	0.010003269736940698	0.015686003059944473
3	0.024738516233328088	0.012580107789703874	0.034369594313667706	0	0.0636876156784015	0.04881899475620292	0.05642684266307062	0.06277407799669762	0.005153431987779058	0.017294537529974154
4	0.007545823243454102	0.010069349561620276	0.029157011156908764	0.017619012426823368	0	0.1526838203676975	0.10884104040886715	0.08460404749961158	0.02031895796387915	0.005536913769305798
5	0.016807760914453258	0.011872682605412832	0.011912366527491494	0.015247285411132102	0.16094694319306732	0	0.0848152700164848	0.08625084402897537	0.0280289390478507	0.009069021053528746
6	0.013034740471239674	0.013950451298197771	0.016891137747678323	0.02951383069202993	0.12451088697805977	0.08538842070972318	0	0.1422932068427193	0.01843513264472089	0.011560133950657586
7	0.008675246538488304	0.004696006445811665	0.016431691872009782	0.011203758417326529	0.10278296594275801	0.10436960272419113	0.12053559858206234	0	0.04518926942152352	0.013085678883994284
8	0.015475719843992828	0.023222001082876	0.016046389644844807	0.017011970464116545	0.0823842899386187	0.08287795597299752	0.07700861611469799	0.09503712200200537	0	0.01076171389208998
9	0.019754336398639053	0.03977536178425185	0.01971824700508616	0.019207600595148682	0.04363711707229731	0.04626647258471824	0.08269182132819368	0.05568637715400037	0.02337398897812229	0
